ein,org_name,website,state,ntee_code,mission_snippet,total_revenue,employee_count,new_icp_score
316401150,OHIO NEWSBOYS ASSOCIATION INC,CHARITYNEWSIES.ORG,OH,P600,CLOTHING CHILDREN,1506694.00,23,7
461398374,Olympia Snowe Women's Leadership,www.snoweleadershipinstitute.org,ME,P80,"The mission of the Olympia Snowe Women's Leadership Institute is to elevate the confidence and aspirations of high school girls by helping them build leadership, collaboration, and problem solving ski",1506149.00,11,7
251193018,SHENANGO VALLEY URBAN LEAGUE,WWW.SVURBANLEAGUE.ORG,PA,P22Z,"TO ENSURE EQUAL ACCESS AND OPPORTUNITY FOR AFRICAN AMERICANS AND OTHERS IN NEED; TO EMPOWER INDIVIDUALS TO CULTIVATE AND EXERCISE THEIR FULL HUMAN POTENTIAL THROUGH ADVOCACY, BRIDGE BUILDING SERVICES ",1505958.00,20,7
311191608,EVANSVILLE CHRISTIAN LIFE CENTER,WWW.RESTORINGPEOPLE.COM,IN,P600,EVANSVILLE CHRISTIAN LIFE CENTER IS DEDICATED TO THE RESTORATION OF PEOPLE. THE ORGANIZATION'S MISSION IS TO MAKE A LIFE CHANGING SPIRITUAL IMPACT THAT WILL RESTORE PEOPLE TO PRODUCTIVE AND INDEPENDEN,1505498.00,21,7
223801917,MULTICULTURAL COMMUNITY SERVICES INC,WWW.MULTICULTURALCOMMUNITYSERVICES.ORG,NJ,P40,"MULTICULTURAL COMMUNITY SERVICES, INC (""MCS"") WAS ESTABLISHED TO PROVIDE CULTURALLY COMPETENT, BILINGUAL, COMMUNITY-BASED HUMAN SERVICES AND COMMUNITY OUTREACH PROGRAMMING AND EDUCATION THAT WILL IMPR",1504561.00,0,7
364582340,SOCIETY OF ST VINCENT DE PAUL,WWW.SVDPBR.ORG,LA,P20,"A MISSION OF SPIRITUAL FORMATION, PROMOTING CONFERENCE COLLABORATION AND ENSURING COMPLIANCE WITH THE RULE OF THE INTERNATIONAL SOCIETY OF ST. VINCENT DE PAUL.",1503108.00,0,7
811178819,DOGWOOD ANIMAL RESCUE PROJECT INC,www.dogwoodanimalrescue.org,CA,D20,"To support animals and the people who love them through rescue, rehoming, spay/neuter and education",1502929.00,2,7
541234168,EASTERN SHORE COALITION AGAINST,WWW.ESCADV.ORG,VA,P43Z,"THE MISSION IS TO PROVIDE EMERGENCY RELIEF TO VICTIMS OF DOMESTIC VIOLENCE AND PROGRAMS TO TREAT THE CAUSES AND SYMPTOMS OF DOMESTIC VIOLENCE IN ALL THOSE AFFECTED, ENDEAVORING TO EVENTUALLY ELIMINATE",1501990.00,18,7
742490203,PEAK PARENT CENTER INC,WWW.PEAKPARENT.ORG,CO,P400,"PROVIDE TRAINING, INFORMATION & TECHNICAL ASSISTANCE TO EQUIP FAMILIES OF CHILDREN BIRTH THROUGH 26 WITH THE FULL RANGE OF DISABILITY CONDITIONS WITH STRATEGIES TO ADVOCATE SUCCESSFULLY SO THEY LIVE R",1501215.00,20,7
581354169,OPPOSING ABUSE WITH SERVICE INFORMATION & SHELTER,OASISINC.ORG,NC,P430,EDUCATION AND SHELTER FOR ABUSE VICTIMS.,1499918.00,26,7
570697237,CUMBEE CENTER TO ASSIST ABUSED PERSONS,www.cumbeecenter.org,SC,P43Z,"TO SUPPORT AND EMPOWER DOMESTIC VIOLENCE AND SEXUAL VIOLENCE VICTIMS AND THEIR FAMILIES BY PROVIDING SERVICES, REDUCING THE TOLERANCE OF ABUSE, AND ADVOCATING FOR SOCIAL CHANGE.",1499633.00,29,7
264026721,RED ARENA INC,WWW.REDARENA.ORG,TX,E50,TO EMPOWER INDIVIDUALS WITH DISABILITIES THROUGH EQUINE ASSISTED ACTIVITIES AND THERAPIES.,1499304.00,30,7
843202218,4TH SECOND,www.4thsecond.org,CA,P20,"4th Second seeks to catalyze systemic change through direct service, fostering collaboration, and growing community capacity to bridge gaps between community needs and resources to increase access to ",1499038.00,26,7
620909363,HOSPITAL HOSPITALITY HOUSE CORPORATION,WWW.HHHNASHVILLE.ORG,TN,E86Z,"OUR MISSION IS TO BE A HOME AWAY FROM HOME FOR PATIENTS AND CAREGIVERS SEEKING MEDICAL TREATMENT IN NASHVILLE HOSPITALS BY PROVIDING LODGING, MEALS, AND OTHER SUPPORTIVE SERVICES.",1498573.00,0,7
452414664,CREATIVE PINELLAS INC,CREATIVEPINELLAS.ORG,FL,P20,"CREATIVE PINELLAS IS THE DESIGNATED LOCAL ARTS AGENCY, SUPPORTING ARTISTS, ARTS ORGANIZATIONS AND ARTS TOURISM IN PINELLAS COUNTY. WE ARE AN INDISPENSABLE RESOURCE AND ARTS ADVOCATE FOR THE ENTIRE COU",1497982.00,0,7
250369810,BRASHEAR ASSOCIATION INC,WWW.BRASHEARASSOCIATION.ORG,PA,P200,"BASED ON THE CORE BELIEF THAT EVERYONE DESERVES A FAIR SHOT, THE BRASHEAR ASSOCIATION PROVIDES SOUTH PITTSBURGH RESIDENTS AND COMMUNITY GROUPS WITH ACCESS TO QUALITY PROGRAMS AND SERVICES THAT ADDRESS",1497914.00,19,7
263964123,RAWLINS COUNTY DENTAL CLINIC FUND,www.rcdentalclinic.com,KS,E30,SEE SCHEDULE O,1497811.00,16,7
582291775,MEMORY MATTERS,WWW.MYMEMORYMATTERS.ORG,SC,P81,CENTER OF EXCELLENCE WHICH PROVIDES BOTH MEMORY CARE AND PROACTIVE BRAIN WELLNESS EDUCATION IN ORDER TO INSTILL A HOPEFUL FUTURE AND ENHANCE OUR COMMUNITY.,1497087.00,19,7
550810542,S2AY RURAL HEALTH NETWORK INC,HTTP://WWW.S2AYNETWORK.ORG,NY,E70,"S2AY RURAL HEALTH NETWORK, INC. D/B/A PIVITAL PUBLIC HEALTH PARTNERSHIP (PIVITAL) IS A NOT-FOR-PROFIT ORGANIZATION LOCATED IN NEW YORK THAT OPERATES A RURAL HEALTH NETWORK AS DEFINED IN PUBLIC HEALTH ",1496913.00,32,7
841157057,Community Coalition for Families and,www.cpteller.org,CO,E70Z,"Community Partnership delivers programs and services that strengthen families, so that all Teller County families are self-reliant, fully functional, and positive contributors to our community.",1496718.00,28,7
480732220,SALINA CHILD CARE ASSOCIATION INC,WWW.SALINACHILDCARE.ORG,KS,P33Z,PROVIDE CHILD CARE AND SPONSOR THE CHILD AND ADULT CARE FOOD PROGRAM.,1496687.00,66,7
340714793,YOUNG MEN'S CHRISTIAN ASSOCIATION,WWW.ASHLANDYMCAOH.ORG,OH,P27Z,"THE YMCA OF ASHLAND OHIO, INC. IS A CHARITABLE, COMMUNITY SERVICE ORGANIZATION THAT INCLUDES MEN, WOMEN AND CHILDREN OF ALL AGES, ABILITIES, INCOMES, RACES AND RELIGIONS. WE ARE DEDICATED TO BUILDING ",1496321.00,172,7
237136747,SHALOM FARMSINC,WWW.SHALOMFARMS.ORG,VA,P71Z,"SHALOM FARMS, INC. IS A NON PROFIT ORGANIZATION WHOSE MISSION IS TO WORK TOGETHER TO BUILD HEALTHY COMMUNITIES BY GROWING AND SHARING HEALTHY FOOD. THE ORGANIZATION WAS FORMED IN 2005. THE ORGANIZATIO",1496007.00,22,7
824416947,CITY OF REFUGE BALTIMORE INC,HTTPS://WWW.CITYOFREFUGEBALTIMORE.ORG/,MD,P20,"THROUGH SUPPORTIVE SERVICES FUELED BY INNOVATION AND A COLLECTIVE IMPACT APPROACH, CITY OF REFUGE BALTIMORE SEEKS TO LEAD INDIVIDUALS AND FAMILIES ON A JOURNEY TO SELF-SUFFICIENCY FOR GENERATIONS TO C",1495892.00,20,7
232616282,BOYERTOWN MUSEUM OF HISTORIC,WWW.BOYERTOWNMUSEUM.ORG,PA,A540,"TO OPERATE AS A MUSEUM OF ROAD TRANSPORTATION, VEHICLES, ARTIFACTS, ROADSIDE CULTURE, ALTERNATIVE PROPULSION, AND VEHICLE BUILDERS FOCUSED ON PENNSYLVANIA AND THE GREATER DELAWARE VALLEY; AS WELL AS T",1494903.00,9,7
521853388,COMMUNITY EDUCATION GROUP INC,www.communityeducationgroup.org,WV,E70,"EDUCATION, CREATION, AND EXPANSION OF PROGRAMS AND SPECIALIZED PROJECTS ADDRESSING HEALTH, SOCIO-ECONOMIC, ENVIRONMENTAL, AND SYSTEMIC CHANGES AND DISPARTIES FACING PEOPLE OF COLOR AND OTHER VULNERABL",1494277.00,17,7
742369010,MEXIC-ARTE MUSEUM,www.mexic-artemuseum.org,TX,A500,"The Mexic Arte Museum is dedicated to enriching the community through education programs, exhibitions, and the collection, preservation, and interpretation of Mexican, Latino, and Latin American art a",1494038.00,17,7
770024688,BAKERSFIELD CRISIS PREGNANCY CENTER,WWW.WEHELPYOU.ORG,CA,E400,PROVIDE PREGNANT WOMEN WITH COUNSELING SERVICES AND ASSISTANCE IN OBTAINING OTHER SUPPORT SERVICES.,1493953.00,22,7
820352589,HOPE HOUSE INC,AHOME2COME2.COM,ID,P730,"TO PROVIDE A HOME FOR CHILDREN BETWEEN THE AGES OF SIX AND EIGHTEEN WHO ARE EMOTIONALLY IMPAIRED, DEVELOPMENTALLY DISABLED, AND/OR COME FROM DISRUPTED ADOPTIONS OR DYSFUNCTIONAL FAMILIES.",1493728.00,34,7
460731231,SOWW Corp,www.sowwcharity.com,SC,P20,"SOWW Corp was formed for the sole purpose of recognoizing both active and veteran members of our US Special Operations Forces with charitable outdoor events, family retreats, and therapeutic treatment",1492703.00,0,7
570789205,PILGRIMS INN INC,PILGRIMSINN.ORG,SC,P600,"PROVIDE SHELTER, ASSISTANCE, AND SUPPORT SERVICES TO THE COMMUNITY'S MOST VULNERABLE CITIZENS.",1492624.00,29,7
232580658,CANINE PARTNERS FOR LIFE,www.k94life.org,PA,P800,"The mission of Canine Partners For Life is to increase the independence and quality of life of individuals with physical, developmental, and cognitive disabilities or who are in other situations of ne",1492578.00,29,7
561965772,EMPOWERMENT INC,WWW.EMPOWERMENT-INC.ORG,NC,P80,TO MOBILIZE LOW INCOME COMMUNITIES.,1492247.00,16,7
411794220,TOGETHER FOR GOOD,TFGOOD.ORG,MN,P20,ALLEVIATE CHILD ABUSE AND NEGLECT BY COMING ALONGSIDE STRUGGLING PARENTS - PROVIDING TEMPORRAY HOSTING OF CHILDREN AND RELATIONAL SUPPORT. THE ORGANIZATION EXPENDS FUNDS FOR RECRUITING AND TRAINING VO,1491698.00,26,7
830962197,VOLUNTEERS OF AMERICA NORTHERN ROCKIES,WWW.VOANRFOUNDATION.ORG,WY,E11,"THE FOUNDATION EXISTS TO GATHER, MANAGE, AND DISTRIBUTE RESOURCES TO SUPPORT THE MISSION AND PRIORITIES OF VOA NORTHERN ROCKIES (VOANR).",1491544.00,0,7
823990062,CAROLINA COMMUNITY IMPACT INC,WWW.CCIFUND.ORG,NC,P50,"CAROLINA COMMUNITY IMPACT, INC. (CCI) IS A NON-PROFIT ORGANIZATION THAT PROVIDES ACCESS TO CREDIT AND ASSET-BUILDING TECHNIQUES FOR INDIVIDUALS AND SMALL BUSINESSES. OUR MISSION IS TO PROMOTE ECONOMIC",1491010.00,0,7
465572398,Its a Sensory World Inc,www.itsasensoryworld.org,TX,P80,"We serve children with special needs and their families with customized, sensory-based programs to maximize developmental potential leading to independence and inclusion.",1490774.00,54,7
900688545,WOMEN'S MONEY MATTERS INC,WWW.WOMENSMONEYMATTERS.ORG,MA,P51,"WOMEN'S MONEY MATTERS, INC. EMPOWERS LOW-INCOME WOMEN THROUGH FINANCIAL LITERACY. THE ORGANIZATION'S COMPREHENSIVE PROGRAMMING COMBINES ONE-TO-ONE COACHING WITH A SERIES OF WORKSHOPS THAT DEVELOP CORE",1489221.00,0,7
541420756,FREE CLINIC OF CENTRAL VIRGINIA INC,WWW.FREECLINICVA.ORG,VA,E32Z,"THE PRIMARY EXEMPT PURPOSE OF THE FREE CLINIC OF CENTRAL VIRGINIA, INC. IS TO PROVIDE FREE MEDICAL, DENTAL, AND PHARMACEUTICAL CARE TO INDIGENT PERSONS.",1488202.00,19,7
382254509,SERVICES FOR OLDER CITIZENS INC DBA,HELMLIFE.ORG,MI,P81Z,TO PROVIDE SERVICES TO THE ELDERLY RESIDENTS OF THE GROSSE POINTE AND HARPER WOODS COMMUNITIES.,1488132.00,20,7
421651737,Isuroon,www.Isuroon.org,MN,P84,"Isuroon mission is to support Somali women in overcoming barriers, navigating healthcare systems, and advocating for their well-being.",1488079.00,38,7
611096261,SPRINGHAVEN INC,WWW.SPRINGHAVENINC.ORG,KY,P430,PROVIDE SHELTER/SERVICES TO VICITIMS OF DOMESTIC VIOLENCE,1486629.00,27,7
942422439,PACIFIC VISION FOUNDATION,WWW.PACIFICVISIONFOUNDATION.ORG,CA,E050,EXCELLENT EYE CARE FOR ALL REGARDLESS OF ABILITY TO PAY. PACIFIC VISION FOUNDATION IS DEDICATED TO IMPROVING HEALTH EQUITY IN EYE HEALTH AND VISION IN COLLABORATION WITH A COMMUNITY OF PHYSICIANS AND ,1486055.00,28,7
850702039,Transgender Advocates Knowledgeable Empowering,https://www.takebhm.org,AL,P80,Working together as a community to empower Trans People of Color by meeting needs and increasing accessibility,1485848.00,14,7
391988488,KIDS MATTER INC,WWW.KIDSMATTERINC.ORG,WI,P20,"THE MISSION OF KIDS MATTER INC. IS TO HELP ABUSED AND NEGLECTED CHILDREN HEAL AND THRIVE, TO BRING VOLUNTEER ENERGY AND COMMUNITY SUPPORT TO FOSTER AND KINSHIP CHILDREN, AND TO APPLY LESSONS LEARNED F",1485116.00,22,7
611211189,OPERATION CARE INC,WWW.OPERATIONCAREKY.ORG,KY,P600,"OPERATION CARE IS A CHRISTIAN MINISTRY THAT SEEKS TO PROVIDE FOR THE PHYSICAL, SPIRITUAL, EMOTIONAL, AND SOCIAL WELL-BEING OF PEOPLE IN NEED OF A LOVING, COMPASSIONATE ENVIRONMENT IN THE NAME OF JESUS",1484211.00,22,7
521208945,AVALON,AVALONCENTER.ORG,VA,P43Z,"AVALON WORKS TO END DOMESTIC AND SEXUAL VIOLENCE FOR ALL AGES BY BREAKING THE CYCLE OF ABUSE THROUGH PREVENTION, EDUCATION, SHELTER, AND SUPPORT SERVICES IN THE GREATER WILLIAMSBURG AND MIDDLE PENINSU",1484000.00,30,7
133512123,CHILDREN'S BRAIN TUMOR,CBTF.ORG,NY,G48Z,"CHILDREN'S BRAIN TUMOR FOUNDATION WORKS ON IMPROVING THE TREATMENT, QUALITY OF LIFE AND THE LONG-TERM OUTLOOK FOR CHILDREN AND FAMILIES AFFECTED BY A BRAIN OR SPINAL CORD TUMOR",1483732.00,10,7
431641112,RUSSELL HOUSERESPONSE TO DOMESTIC & SEXUAL VIOLEN,WWW.RUSSELLHOUSEMO.ORG,MO,P85Z,"PROVIDE COMPASSIONATE SERVICES TO EMPOWER SURVIVORS OF DOMESTIC AND SEXUAL VIOLENCE. WE PROVIDE EMERGENCY SHELTER, ADVOCACY, COUNSELING, SUPPORT GROUPS, TRANSPORATION AND A 24/7 CRISIS LINE.",1483658.00,34,7
231967228,VICTIM SERVICES CENTER OF,WWW.VSCMONTCOPA.ORG,PA,P62Z,"VSC'S MISSION IS TO PROVIDE ADVOCACY AND COUNSELING FOR ALL WHO HAVE BEEN AFFECTED BY SEXUAL VIOLENCE AND OTHER CRIMES AGAINST THE PERSON, AND TO PROMOTE SENSITIVITY AND AWARENESS IN THE COMMUNITY THR",1483624.00,19,7
541934695,FREE FOUNDATION FOR REHABILITATION EQUIPMENT & ENDOWMENT,WWW.FREE-FOUNDATION.ORG,VA,P20,TO PROVIDE HOME MEDICAL EQUIPMENT AND OTHER REHABILITATIVE EQUIPMENT TO INDIVIDUALS WHEN NOT AVAILABLE BY OTHER PUBLIC OR PRIVATE SOURCES.,1482851.00,16,7
651085310,PREGNANCY SOLUTIONS INC,WWW.PREGNANCYSOLUTIONS.ORG,FL,P30,PREGNANCY COUNSELING AND EDUCATION,1482399.00,25,7
474465692,CARING COMMUNITY FOUNDATION INC,WWW.CCFKS.ORG,KS,P12,"THE CARING COMMUNITY FOUNDATION IS ORGANIZED EXCLUSIVELY FOR CHARITABLE, RELIGIOUS, EDUCATIONAL, AND SCIENTIFIC PURPOSES, INCLUDING FOR SUCH PURPOSES, THE MAKING OF DISTRIBUTIONS TO ORGANIZATIONS THAT",1481925.00,0,7
462463951,MEXICAN COALITION FOR THE EMPOWERMENT,COALICIONMEXICANA.ORG,NY,P20,EDUCATIONAL PURPOSES AND TO PROVIDE AID TO INDIGENT MEXICANS AND MEXICAN-AMERICANS.,1481093.00,48,7
340714820,WEST SIDE COMMUNITY HOUSE,WWW.WSCHOUSE.ORG,OH,P280,TRANSFORMING LIVES IN THE COMMUNITY.,1479038.00,25,7
731000572,ABILITY RESOURCES INC,WWW.ABILITYRESOURCES.ORG,OK,P82L,"TO ASSIST PEOPLE WITH DISABILITIES IN ATTAINING AND MAINTAINING THEIR PERSONAL INDEPENDENCE THROUGH ADVOCACY, EDUCATION, AND SERVICE.",1478926.00,11,7
853639751,WINDHAM COUNTY DENTAL CENTER INC,WINDHAMCOUNTY.DENTAL,VT,E32,"SERVE THE LOCAL NEEDS OF ADULTS, CHILDREN, PREGNANT FOLKS AND THOSE WHO CUSTOMARILY CANNOT ACCESS GOOD QUALITY DENTAL CARE.",1478767.00,11,7
203690682,BALD RIDGE LODGE INC,WWW.BALDRIDGELODGE.ORG,GA,P73,"THE MISSION OF BALD RIDGE LODGE (BRL) IS TO PROVIDE SAFE AND STABLE SUPPORT TO YOUNG MEN IN THE GROUP HOME, INDEPENDENT LIVING PROGRAM, AND COMMUNITY BASED SERVICES, IN A MANNER THAT NURTURES THE YOUT",1477984.00,28,7
237094560,Christian Berets,www.christianberets.org,CA,P82,Christian Berets is a nondenominational ministry serving the mentally and physically disabled and their families by sharing the Gospel of Jesus Christ primarily through camping programs to help meet t,1477725.00,73,7
455272090,The House of Promise,www.thehouseofpromise.com,MI,P72,Provide a safe haven for girls who have been victims of trafficking or sexual abuse.,1476847.00,25,7
352120420,TRINITY FREE CLINIC INC,TRINITYFREECLINIC.ORG,IN,E30,"TO PROVIDE FREE MEDICAL, DENTAL, VISION, AND BEHAVIORAL HEALTHCARE TO UNINSURED/LOW-INCOME RESIDENTS OF HAMILTON CO. INDIANA AND TO EDUCATE AND INSTILL VALUES OF SERVICE AND HEALTH EQUITY IN THE NEXT ",1476143.00,21,7
753121647,CHILDREN & CHARITY INTERNATIONAL,www.childrenandcharity.org,DC,P20,"Children & Charity International (CAC) works with schools, local governments, faith-based and community organizations in the United States; and Non-governmental Organizations (NGOs) in the Caribbean, ",1476073.00,0,7
391658015,NORTH COUNTRY INDEPENDENT LIVING INC,NORTHCOUNTYIL.ORG,WI,P80Z,TO EMPOWER PEOPLE WITH DISABILITIES,1474966.00,64,7
770064507,MEALS ON WHEELS OF THE SALINAS VALLEY,WWW.MOWSALINAS.ORG,CA,K36Z,"NO SENIOR SHOULD GO HUNGRY. NUTRITIOUS MEALS, WHICH ARE DELIVERED BY CARING VOLUNTEERS, IMPROVE THE HEALTH AND WELL-BEING OF PEOPLE WHO ARE HOMEBOUND, ELDERLY, OR DISABLED AND HELP THEM REMAIN IN THEI",1474828.00,8,7
752480904,Special Abilities of North Texas Inc,www.specialabilities.net,TX,P700,"To provide the highest quality care, training and support to adults with special needs, giving them opportunities to succeed in life.",1474528.00,28,7
010211542,Catherine Morrill Day Nursery,www.catherinemorrill.org,ME,P330,The mission of Catherine Morrill Day Nursery is to promote the young child's total development within A safe and nurturing environment and to support families and community.,1473269.00,26,7
480650061,MCPHERSON FAMILY YMCA,WWW.MCPHERSONFAMILYYMCA.ORG,KS,P27Z,"MCPHERSON FAMILY YMCA'S MISSION IS TO ADVANCE OUR CAUSE OF STRENGTHENING COMMUNITY THROUGH YOUTH DEVELOPMENT, HEALTHY LIVING AND SOCIAL RESPONSIBILITY. THE YMCA IS A POWERFUL ASSOCIATION OF MEN, WOMEN",1472699.00,143,7
340714463,MERRICK HOUSE,HTTPS://WWW.MERRICKHOUSE.ORG/,OH,P200,"PROVISION OF SOCIAL SERVICES TO UNDERPRIVILEGED INDIVIDUALS THROUGH EARLY CHILDHOOD EDUCATION AND CHILD CARE, PARENT EDUCATION THROUGH MOMSFIRST, YOUTH DEVELOPMENT, AND ADULT EDUCATION. MERRICK HOUSE ",1470772.00,52,7
813209656,THE ELEPHANT CLUB,WWW.ELEPHANTCOOPERATION.COM,CA,P20,"TO SAVE ELEPHANTS AND WILDLIFE WHILE FEEDING AND EDUCATING CHILDREN. WE ACHIEVE THIS BY CREATING BALANCED AND HEALTHY COMMUNITIES SO THAT PEOPLE AND ANIMALS LIVE IN HARMONY, BY PROTECTING THE HABITATS",1470254.00,0,7
822099328,Empowering Kids Perham,www.empoweringkidsperham.org,MN,P20,"To empower children, families, and the community by providing support and resources to those with autism or social challenges.",1470207.00,36,7
561399587,COUNCIL FOR ENTREPRENEURIAL DEVELOPMENT,CEDNC.ORG,NC,S40Z,"TO CONNECT ENTREPRENEURIAL COMPANIES WITH HIGH-VALUE RESOURECES SUCH AS EDUCATION, MENTORING AND CAPITAL CONNECTIONS/FORMATION, TO ACCELERATE BUSINESS GROWTH.",1469741.00,8,7
042103961,ENROOT INC,WWW.ENROOTEDUCATION.ORG,MA,P280,"EMPOWER IMMIGRANT YOUTH TO ACHIEVE ACADEMIC, CAREER AND PROFESSIONAL SUCCESS THROUGH INSPIRING OUT-OF-SCHOOL EXPERIENCES.",1468991.00,13,7
854380781,Coalition for Food and Health Equity INC,www.coalitionequity.org,NJ,E01,"The Coalition for Food and Health Equity (Coalition Equity) is a non profit organization that places hunger within the larger context of racial health equity, working to end hunger,improve health, and",1467467.00,0,7
464534487,Under His Construction,www.underhisconstruction.org,NM,P20,"Our mission is to provide housing, education and career development opportunities to the underserved.",1466997.00,13,7
621586362,HENDERSONVILLE SAMARITAN,WWW.TNHSA.ORG,TN,P60,"THE IDEA OF BEING A GOOD SAMARITAN WAS ORIGINALLY PUT INTO PRACTICE BY THE COMMUNITY PASTORS ASSOCIATION IN THE 60'S. IN THE FALL OF 1994, THE HENDERSONVILLE SAMARITAN ASSOCIATION WAS FORMED BY THE CO",1466849.00,18,7
931260288,LATINO COMMUNITY ASSOCIATION,LATINOCOMMUNITYASSOCIATION.ORG,OR,P84,THE MISSION OF LATINO COMMUNITY ASSOCIATION IS TO EMPOWER LATINO FAMILIES TO THRIVE BY CREATING OPPORTUNITIES FOR ADVANCEMENT AND BY BUILDING BRIDGES THAT UNITE AND STRENGTHEN US ALL.,1466104.00,24,7
222306902,Jewish Family Service of Somerset Hunterdon & Warren Counties Inc,http://jewishfamilysvc.org/,NJ,P46Z,"JFS is a non-profit, non-sectarian social service agency whose mission is to preserve and strengthen the quality of individual, family and community life based on Jewish values.",1465040.00,24,7
860936101,HELP IN HEALING HOME FOUNDATION INC,WWW.HELPINHEALINGHOME.ORG,AZ,P20,"TO INSPIRE HEALING, COMFORT AND CAMARADERIE FOR TRANSPLANT AND CANCER PATIENTS IN AN AFFORDABLE, CARING, HOME-LIKE SETTING.",1464571.00,16,7
412025064,PATHWAYS TO CARE INC,WWW.PATHWAYSTOCAREINC.ORG,FL,E30,"PATHWAYS TO CARE IS A NOT-FOR-PROFIT FAITH-BASED, RESPITE CENTER DEVOTED TO PROVIDING HEALTH, HOUSING AND HOPE TO CENTRAL FLORIDA'S HOMELESS.",1464092.00,0,7
391403276,FAMILY SUPPORT CENTER,FAMILYSUPPORTCENTERCF.COM,WI,P460,"TO EMPOWER ALL INDIVIDUALS, FAMILIES, AND COMMUNITIES TO LIVE FREE FROM DOMESTIC VIOLENCE, SEXUAL ASSAULT, CHILD ABUSE AND INTERPERSONAL VIOLENCE THROUGH EDUCATION, PREVENTION, AND INTERVENTION.",1463421.00,22,7
942515360,Russian American Community Services,www.racssf.org,CA,P84Z,Services and advocacy for Russian Americans,1462091.00,21,7
351965214,Housing Opportunities Inc,www.coaction.care,IN,P82,"Housing Opportunities DBA CoAction works to resolve and prevent homelessness in our communities by providing emergency housing, permanent supportive housing, affordable rentals, rental assistance, hou",1461786.00,0,7
450308334,BEULAH PARK DISTRICT,BEULAHPARKS.COM,ND,P20,TO PROVIDE RECREATIONAL PROGRAMS AND LEISURE OPPORTUNITIES FOR ALL AGES AND ABILITIES.,1461537.00,83,7
300186863,HEALTH POLICY INSTITUTE OF OHIO,WWW.HEALTHPOLICYOHIO.ORG,OH,E60,"OUR MISSION IS TO ADVANCE EVIDENCE-INFORMED POLICIES THAT IMPROVE HEALTH, ACHIEVE EQUITY, AND LEAD TO SUSTAINABLE HEALTHCARE SPENDING IN OHIO.",1461528.00,19,7
521773366,BEACON HOUSE COMMUNITY MINISTRY INC,WWW.BEACONHOUSEDC.ORG,DC,P28Z,"BEACON HOUSE'S MISSION IS TO PROMOTE THE ACADEMIC ADVANCEMENT AND PERSONAL GROWTH OF CHILDREN IN WASHINGTON, DC'S EDGEWOOD NEIGHBORHOOD. THROUGH AFTERSCHOOL EDUCATION AND YOUTH DEVELOPMENT PROGRAMS SE",1461146.00,29,7
611663030,OURSPACE WORLD INC,https://www.ourspaceworld.org/,MD,E32,"We help systematically disadvantaged farmers, builders, healers, and educators attain sovereignty and sustainability through partnerships and wise resource acquisition and management. OurSpace World b",1461069.00,0,7
912169315,CULTURE OF LIFE FAMILY SERVICES,www.colfs.org,CA,P50,"TO PROMOTE A CULTURE OF LIFE BY SPONSORING A MEDICAL PRACTICE THAT PROVIDES QUALITY COMPREHENSIVE FAMILY MEDICAL AND PRENATAL CARE, REGARDLESS OF ABILITY TO PAY, AND THAT PROVIDES FREE PHSYCHOLOGICAL ",1460362.00,31,7
680587516,CHOICES FOR WOMEN RESOURCE CENTER INC,CHOICESLRC.ORG,IN,P45,CHOICES LIFE RESOURCE CENTER EXISTS TO GLORIFY GOD BY SAVING BABIES AND EMPOWERING FAMILIES TO SHARE IN THE ABUNDANT LIFE GOD HAS OFFERED TO ALL HIS CREATION. WE DO THIS BY PROVIDING EDUCATIONAL OPPOR,1459730.00,18,7
581591597,FAMILY SERVICES OF DAVIDSON COUNTY,WWW.FSDC.ORG,NC,P43Z,"PROVIDE COUNSELING, CRISIS INTERVENTION AND YOUTH DEVELOPMENT PROGRAMS TO STRENGTHEN INDIVIDUALS, FAMILIES AND OUR COMMUNITY.",1459725.00,41,7
452812002,FAMILY PROMISE OF THE SOUTH BAY,familypromiseosb.org,CA,P30,"FAMILY PROMISE OF THE SOUTH BAY ASSISTS FAMILIES EXPERIENCING HOUSING INSECURITY WITH SHORT-TERM SHELTER, CASE MANAGEMENT, AND NAVIGATION WITH THE GOAL OF CREATING A SUSTAINABLE SOLUTION FOR THEIR FAM",1459524.00,43,7
750827467,TYLER DAY NURSERY ASSOCIATION,tylerdaynursery.org,TX,P33Z,"TO PROVIDE QUALITY CHILD-CARE AND PRESCHOOL EDUCATION FOR CHILDREN OF LOW-INCOME AND POVERTY LEVEL FAMILIES IN A HEALTHY, SAFE AND LOVING ENVIRONMENT.",1459202.00,23,7
251879417,BRITTANY'S HOPE,WWW.BRITTANYSHOPE.ORG,PA,P20,"RECOGNIZING THE FUNDAMENTAL RIGHTS OF ALL CHILDREN, WE EMPOWER FAMILIES AND COMMUNITIES TO MAKE REAL AND LASTING CHANGE IN THE LIVES OF ORPHANED AND AT-RISK CHILDREN THROUGH INTERNATIONAL SPECIAL NEED",1458798.00,0,7
741321308,FAMILY COUNSELING SERVICE,WWW.FCSCB.ORG,TX,P46Z,COUNSELING OF FAMILIES,1458517.00,29,7
521304254,GABRIEL HOMES INC,www.gabrielhomes.org,VA,P73Z,TO PROVIDE GROUP HOME RESIDENTIAL LIVING FOR INTELLECTUALLY DISABLED ADULTS.,1457607.00,24,7
