ein,organization_name,state,city,total_assets,total_revenue,website,phone,tax_year,mission_description
911349486,COMMUNITY FOUNDATION OF NCW,WA,WENATCHEE,163180722.00,30956913.00,WWW.CFNCW.ORG,5096637716,2023,"TO GROW, PROTECT, AND CONNECT CHARITABLE GIFTS IN SUPPORT OF STRONG COMMUNITIES. CFNCW PROVIDES OVERSIGHT AND ADMINISTRATION FOR THE DEVELOPMENT, INVESTMENT, AND DISBURSEMENT OF CHARITABLE DOLLARS AS ENDOWMENTS FOR CHARITABLE BENEFIT TO CHELAN, DOUGLAS, AND OKANOGAN COUNTIES IN WASHINGTON."
596580974,SOUTHWEST FLORIDA COMMUNITY FOUNDATION,FL,FORT MYERS,162968322.00,28118994.00,WWW.COLLABORATORY.ORG,2392745900,2023,"SEE SCHEDULE OCOLLABORATORY IS A COMMUNITY FOUNDATION WITH AN EVOLVED MISSION COMMITTED TO COORDINATING THE SOLVING OF SOUTHWEST FLORIDA'S MAJOR SOCIAL PROBLEMS BY 2040. SINCE OUR FOUNDING IN 1976, WE HAVE BEEN SUPPORTING LOCAL CAUSES AND NONPROFIT WORK, BUT UNFORTUNATELY, MANY OF OUR SOCIAL ISSUES CONTINUE TO STAY THE SAME OR GET WORSE. WE BELIEVE STRONGLY IN THE TRADITIONAL WORK WE DO BUT ARE ALSO COMMITTED TO MAKING A DEEPER IMPACT GOING TO THE ROOT CAUSE OF THE SOCIAL ISSUES PLAGUING OUR REGION. WE ARE A COMMUNITY FOUNDATION WITH OVER $100 MILLION GRANTED OVER THE YEARS, JOINED WITH A MUCH LARGER EFFORT IN COMMUNITY LEADERSHIP. BY BRINGING PEOPLE TOGETHER, WE'RE TACKLING THE ROOT CAUSE AND UPSTREAM ISSUES THAT MAKE THESE GRANTS NECESSARY."
481215574,GREATER MANHATTAN COMMUNITY FOUNDATION,KS,MANHATTAN,162602995.00,37354418.00,WWW.MCFKS.ORG,7855878995,2023,"OUR MISSION IS TO ENHANCE THE QUALITY OF LIFE IN THE GREATER MANHATTAN, KANSAS AREA, BOTH TODAY AND IN THE FUTURE BY ENABLING DONORS TO FULFILL THEIR CHARITABLE DESIRES, BUILDING A PERMANENT ENDOWMENT, FACILITATING PRUDENT MANAGEMENT AND CARE OF FUNDS, AND MEETING NEEDS THROUGH GRANTS, AWARDS, AND SCHOLARSHIPS."
770478025,Central Valley Community Foundation,CA,Fresno,161104627.00,82658498.00,www.centralvalleycf.org,5592265600,2023,We connect capital and communities for a just and thriving Central Valley.
582184345,THE COMMUNITY FOUNDATION FOR THE CENTRAL,GA,AUGUSTA,160175077.00,19377290.00,WWW.CFCSRA.ORG,7067241314,2023,"CULTIVATE GENEROSITY BY GIVING DONORS THE TOOLS AND INFORMATION THEY NEED TO MAKE A SIGNIFICANT DIFFERENCE IN OUR COMMUNITY. STRENGTHEN NON-PROFITS BY CONNECTING ORGANIZATIONS TO FINANCIAL RESOURCES, TRAINING AND OPPORTUNITIES FOR MEANINGFUL COLLABORATION. ENGAGE OUR COMMUNITY AROUND ISSUES THAT MATTER TO US ALL."
521326014,COMMUNITY FOUNDATION OF THE EASTERN SHOR,MD,SALISBURY,159381501.00,13185530.00,WWW.CFES.ORG,4107429911,2022,INSPIRING COMMUNITY PHILANTHROPY AND CONNECTING PEOPLE WHO CARE WITH CAUSES THAT MATTER.
341322781,COMMUNITY FOUNDATION OF LORAIN COUNTY,OH,ELYRIA,155503428.00,7945858.00,WWW.PEOPLEWHOCARE.ORG,4409847390,2023,"THE COMMUNITY FOUNDATION RESPONDS TO THE CHANGING NEEDS OF THE COMMUNITY BY MAKING GRANTS TO LOCAL NONPROFIT ORGANIZATIONS, AWARDING SCHOLARSHIPS TO HELP LOCAL STUDENTS, WORKING TOGETHER WITH DONORS TO BUILD COMMUNITY ENDOWMENT AND PROVIDING LEADERSHIP ON KEY COMMUNITY ISSUES."
880370179,Community Foundation of Northern Nevada,NV,Reno,155102999.00,36497585.00,NevadaFund.org,7753335499,2023,To strengthen our community through philanthropy and leadership by connecting people who care with causes that matter.
830400149,THE CATHOLIC COMMUNITY FOUNDATION,CA,SAN JOSE,154485161.00,14246626.00,WWW.CATHOLICCF.ORG,4089955219,2023,"THE CATHOLIC COMMUNITY FOUNDATION FACILITATES IMPACTFUL GRANTMAKING AND COLLABORATION BY CONNECTING GENEROUS DONORS WITH EFFECTIVE MINISTRIES, PROGRAMS, AND ORGANIZATIONS."
860718936,JEWISH COMMUNITY FOUNDATION OF,AZ,TUCSON,154434650.00,10195518.00,WWW.JPARIZONA.ORG,5205770388,2023,"JEWISH PHILANTHROPIES OF SOUTHERN ARIZONA (JPSA) IS COMMITTED TO ACHIEVING THE FULL POTENTIAL OF JEWISH PHILANTHROPY, NOW AND FOR FUTURE GENERATIONS. COMPRISED OF JEWISH FEDERATION OF SOUTHERN ARIZONA (JFSA OR FEDERATION) AND JEWISH COMMUNITY FOUNDATION (JCF), JPSA PROVIDES PLANNING, VISION, PROGRAMMING, AND FUNDING TO ADDRESS COMMUNITY-WIDE PRIORITIES INCLUDING JEWISH ENGAGEMENT, EDUCATION, OUTREACH, SECURITY, AND ADVOCACY. JCF PARTNERS WITH DONORS AND NON-PROFIT ORGANIZATIONS TO ACHIEVE THEIR PHILANTHROPIC GOALS. FUND HOLDERS BENEFIT FROM JCF'S PROFESSIONAL SERVICES INCLUDING FUND INVESTMENT, MANAGEMENT, REPORTING, GRANTING, AND FIELD OF INTEREST RESEARCH. JCF WORKS WITH INDIVIDUAL DONORS, OFTEN IN COLLABORATION WITH THEIR PROFESSIONAL ADVISORS, TO DEVELOP LEGACY PLANS TO FUND ENDOWMENTS THROUGH TESTAMENTARY PROVISIONS THROUGH THEIR WILLS, TRUSTS, LIFE INSURANCE POLICIES, AND OTHER ESTATE VEHICLES. JCF MANAGES ENDOWMENTS, DONOR ADVISED FUNDS, ORGANIZATION ENDOWMENTS, CUSTODIAL FUNDS,"
156020989,NORTHERN NEW YORK COMMUNITY FOUNDATION,NY,WATERTOWN,152557376.00,19223854.00,HTTPS://WWW.NNYCF.ORG,3157827110,2023,"TO INSPIRE AND CELEBRATE GIVING, STEWARD RESOURCES HONORABLY, AND FOSTER VIBRANT NORTH COUNTRY COMMUNITIES."
631154984,WALKER AREA COMMUNITY FOUNDATION INC,AL,JASPER,151933359.00,32625183.00,WWW.WACF.ORG,2053020001,2024,"TO SERVE AS A NONPROFIT DEDICATED TO THE NURTURE AND ADVANCEMENT OF THE COMMUNITY THROUGH FORMING AND PRESERVING CHARITABLE CAPITAL, AND USING THE PROCEEDS OF THAT CAPITAL TO BETTER THE COMMUNITY AS A WHOLE."
421526614,COMMUNITY FOUNDATION OF GREATER DUBUQUE,IA,DUBUQUE,150582489.00,16038286.00,WWW.DBQFOUNDATION.ORG,5635882700,2023,"THE COMMUNITY FOUNDATION OF GREATER DUBUQUE GROWS PHILANTHROPY TO IMPROVE LIFE IN NORTHEAST IOWA BY SERVING DONORS, STRENGTHENING NONPROFITS AND LEADING COLLABORATIVE INITIATIVES TO ADDRESS COMMUNITY NEEDS."
850295444,ALBUQUERQUE COMMUNITY FOUNDATION,NM,ALBUQUERQUE,150483938.00,12664088.00,WWW.ABQCF.ORG,5058836240,2023,"TO ADMINISTER A PERMANENT COMMUNITY ENDOWMENT FROM WHICH DISTRIBUTIONS ARE USED TO PROVIDE GRANTS TO NON-PROFIT ORGANIZATIONS TO ADDRESS THE SOCIAL, CULTURAL, EDUCATIONAL, ECONOMIC & WORKFORCE DEVELOPMENT NEEDS OF THE ALBUQUERQUE METRO AREA & OTHER GLOBAL OUTREACH ORGANIZATIONS."
351827813,COMMUNITY FOUNDATION OF SOUTHERN,IN,NEW ALBANY,149140581.00,10518355.00,WWW.CFSOUTHERNINDIANA.COM,8129484662,2023,"TO BUILD ENDURING CHARITABLE RESOURCES USED TO POSITIVELY IMPACT OUR COMMUNITY BY: SERVING AS A PARTNER AND RESOURCE FOR DONORS, THEIR ADVISORS, AND NOT-FOR-PROFIT ORGANIZATIONS; MAKING IT SIMPLE FOR DONORS TO FULFILL THEIR INDIVIDUAL GOALS IN GIVING BACK; PROVIDING STEWARDSHIP OF DONOR GIFTS AND CHARITABLE INTENT FOR GENERATIONS TO COME; FULFILLING A LEADERSHIP ROLE ON IMPORTANT COMMUNITY ISSUES"
351830262,COMMUNITY FOUNDATION ALLIANCE INC,IN,EVANSVILLE,148989659.00,18758729.00,WWW.COMMUNITYFOUNDATIONALLIANCE.COM,8124291191,2023,"THE COMMUNITY FOUNDATION ALLIANCE INC IS A CHARITABLE RESOURCE DEVOTED TO ITS LOCAL COMMUNITIES. THE ORGANIZATION HELPS PEOPLE MAKE MEANINGFUL GIFTS THAT IMPROVE LIFE IN DAVIESS, GIBSON, KNOX, PERRY, PIKE, POSEY, SPENCER, VANDERBAUGH, AND WARRICK COUNTIES TODAY AND FOR GENERATIONS TO COME."
161116837,CHAUTAUQUA REGION COMMUNITY FOUNDATION,NY,JAMESTOWN,148038526.00,12280582.00,CRCFONLINE.ORG,7166613390,2024,"THE FOUNDATION IS A NONPROFIT, COMMUNITY CORPORATION CREATED BY AND FOR THE PEOPLE OF CHAUTAUQUA COUNTY. IN PARTNERSHIP WITH OUR COMMUNITY, WE IGNITE POSITIVE CHANGE AND CREATE A LEGACY OF IMPACT."
363978733,THE DUPAGE COMMUNITY FOUNDATION,IL,DOWNERS GROVE,147748024.00,23287805.00,WWW.DUPAGEFOUNDATION.ORG,6306655556,2023,"VISION - THE DUPAGE COMMUNITY FOUNDATION SEEKS TO RAISE THE QUALITY OF LIFE THROUGHOUT DUPAGE COUNTY. MISSION - TO FOSTER PHILANTHROPY, CONNECT DONORS TO AREA NEEDS AND BUILD COMMUNITY PARTNERSHIPS."
561330792,COMMUNITY FOUNDATION OF HENDERSON,NC,HENDERSONVILLE,147445991.00,19963739.00,CFHCFOREVER.ORG,8286976224,2023,"HELPING PEOPLE WHO CARE MAKE LASTING CONTRIBUTIONS TO CAUSES THAT MATTER, COMMUNITY FOUNDATION OF HENDERSON COUNTY IS A HIGHLY VISIBLE, PHILANTHROPIC LEADER DIRECTED BY AN ENGAGED AND COMMITTED BOARD, STAFFED BY QUALIFIED EMPLOYEES, EMPOWERING DONORS AT ALL LEVELS TO INVEST IN PROFESSIONALLY MANAGED CHARITABLE FUNDS THAT ADDRESS COMMUNITY NEEDS."
316038277,HAMILTON COMMUNITY FOUNDATION,OH,HAMILTON,146765472.00,14457747.00,HAMILTONFOUNDATION.ORG,5138631717,2023,"THE FOUNDATION RECEIVES CONTRIBUTIONS FROM DONORS IN THE COMMUNITY AND THEN THROUGH THE ABOVE GIFTS AND GRANTS ENRICH THE COMMUNITY THROUGH STRATEGIC GRANT MAKING IN THE FIELDS OF THE ARTS, EDUCATION, HOUSING, SOCIAL SERVICES, CIVIC BEAUTIFICATION, COMMUNITY DEVELOPMENT AND RECREATION."
382776652,CAPITAL REGION COMMUNITY FOUNDATION,MI,LANSING,145687599.00,9546045.00,WWW.OURCOMMUNITY.ORG,5172722870,2023,"THE MISSION OF THE CAPITAL REGION COMMUNITY FOUNDATION IS TO LEAD PHILANTHROPIC SOLUTIONS THAT BUILD VIBRANT COMMUNITIES IN INGHAM, EATON AND CLINTON COUNTIES."
113422729,BROOKLYN COMMUNITY FOUNDATION,NY,BROOKLYN,141980553.00,39339803.00,WWW.BROOKLYNCOMMUNITYFOUNDATION.ORG,7184807500,2023,SEE SCHEDULE O
237113194,PINELLAS COMMUNITY FOUNDATION,FL,CLEARWATER,140779030.00,13935105.00,PINELLASCF.ORG,7275310058,2023,"TO IMPROVE THE QUALITY OF LIFE IN OUR COMMUNITY BY BRINGING TOGETHER PHILANTHROPY AND SOLUTIONS TO LOCAL ISSUES. FROM THE ISSUES OF CHILDHOOD HUNGER, HOMELESSNESS, OR QUALITY HEALTHCARE TO ARTS EDUCATION OR COLLEGE SCHOLARSHIPS, PCF SUPPORTS A DIVERSE SET OF NONPROFIT ORGANIZATIONS AND CAUSES THAT HAVE A DEEP AND BROAD-RANGING IMPACT REFLECTIVE OF BOTH THE COMMUNITY'S NEEDS AND DONOR WISHES."
450336015,NORTH DAKOTA COMMUNITY FOUNDATION,ND,BISMARCK,138978269.00,20143345.00,WWW.NDCF.NET,7012228349,2023,TO IMPROVE THE QUALITY OF LIFE FOR NORTH DAKOTA'S CITIZENS THROUGH CHARITABLE GIVING AND PROMOTING PHILANTHROPY.
364402089,COMMUNITY FOUNDATION OF NORTHERN IL,IL,ROCKFORD,138751045.00,16953663.00,WWW.CFNIL.ORG,8159622110,2023,"THE COMMUNITY FOUNDATION OF NORTHERN ILLINOIS (""CFNIL"") WAS ESTABLISHED TO SERVE AS A CATALYST FOR GIVING AND A PROMOTER OF PHILANTHROPY. THE FOUNDATION ATTRACTS, PRESERVES, AND GROWS A CHARITABLE ENDOWMENT FOR THE PRESENT AND FUTURE NEEDS OF THE PEOPLE OF NORTHERN ILLINOIS. THE FOUNDATION IDENTIFIES COMMUNITY NEEDS AND CONVENES VOLUNTEERS TO ADVISE THE FOUNDATION'S BOARD IN GRANT MAKING, INVESTMENT, AND SPENDING POLICY DECISIONS. THE FOUNDATION ALSO SERVES AS A CUSTODIAN OF FUNDS FOR NOT-FOR-PROFIT ORGANIZATIONS."
742190039,COASTAL BEND COMMUNITY FOUNDATION,TX,CORPUS CHRISTI,138723755.00,18483344.00,WWW.CBCFOUNDATION.ORG,3618829745,2023,TO ENHANCE THE QUALITY OF LIFE IN THE COASTAL BEND AREA OF TEXAS THROUGH CHARITABLE AND EDUCATIONAL GRANTS.
251637373,COMMUNITY FOUNDATION OF GREATER,PA,JOHNSTOWN,138538315.00,30548742.00,WWW.CFALLEGHENIES.ORG,8145367741,2023,TO SERVE THE BEST INTEREST OF OUR DONORS IN PERPETUATING THEIR PHILANTHROPIC INTEREST IN FINANCIALLY SUPPORTING OUR COMMUNITY.
341281026,WAYNE COUNTY COMMUNITY FOUNDATION,OH,WOOSTER,136879144.00,10272766.00,WWW.WAYNECOUNTYCOMMUNITYFOUNDATION.ORG,3302623877,2023,"THE MISSION OF THE WAYNE COUNTY COMMUNITY FOUNDATION IS TO PROVIDE PHILANTHROPIC LEADERSHIP TO THE COMMUNITY OF WAYNE COUNTY, OHIO. THE THREE GOALS OF THE FOUNDATION ARE 1. TO ENCOURAGE INDIVIDUALS, ORGANIZATIONS AND BUSINESSES TO SHARE PART OF THEIR RESOURCES FOR THE GOOD OF THE COMMUNITY. 2. TO ASSIST COMMUNITY CHARITABLE ORGANIZATIONS IN THE CREATION AND MANAGEMENT OF ENDOWMENTS. 3. TO PROVIDE OVERSIGHT OF INVESTMENT AND DISBURSEMENT OF FUNDS DEVOTED TO CHARITABLE PURPOSES."
330748536,Inland Empire Community Foundation,CA,Riverside,136860693.00,41121733.00,www.iegives.org,9512417777,2023,Strengthening the Inland Empire through Philanthropy.
232769892,BERKS COUNTY COMMUNITY FOUNDATION INC,PA,READING,135142453.00,14492472.00,WWW.BCCF.ORG,6106852223,2023,TO PROMOTE PHILANTHROPY AND IMPROVE THE QUALITY OF LIFE FOR RESIDENTS OF BERKS COUNTY.
581406831,CUMBERLAND COMMUNITY FOUNDATION INC,NC,FAYETTEVILLE,134526751.00,12454210.00,WWW.CUMBERLANDCF.ORG,9104834449,2023,"OUR MISSION IS GIVING TOGETHER TO ENHANCE THE QUALITY AND SPIRIT OF COMMUNITY LIFE. OUR VISION IS A VIBRANT, INCLUSIVE COMMUNITY THAT PROVIDES SUSTAINABLE OPPORTUNITIES FOR GENERATIONS. WE BELIEVE IN : 1) TRUSTWORTHY, ACCOUNTABLE STEWARDSHIP OF ALL CHARITABLE RESOURCES; 2) THE POWER OF COLLECTIVE GIVING TO SUPPORT COMMUNITY NEEDS AND OPPORTUNITIES; 3) ENGAGING OUR DIVERSE COMMUNITY TO IMPROVE THE QUALITY AND SPIRIT OF COMMUNITY LIFE; 4) BUILDING ENDOWMENTS TO SUSTAIN DONOR INTENT AND ACHIEVE COMMUNITY CHANGE FOR THE LONG TERM; AND 5) CONTINUOUS IMPROVEMENT TO ACHIEVE EXCELLENCE IN ALL ASPECTS OF OUR WORK."
366086742,Community Foundation of the Fox River Valley,IL,AURORA,132715598.00,17492898.00,WWW.CFFRV.ORG,6308967800,2023,TO PROVIDE EFFECTIVE AND REWARDING WAYS FOR DONORS TO FULFILL THEIR PHILANTHROPIC OBJECTIVES BY ADMINSTERING CHARITABLE FUNDS THAT DISTRIBUTE GRANTS AND SCHOLARSHIPS TO BENEFIT THE CITIZENS OF KANE AND KENDALL COUNTIES OF ILLINOIS INCLUDING THE GREATER CITY OF AURORA AREA.
830308856,COMMUNITY FOUNDATION OF JACKSON HOLE,WY,JACKSON,132225686.00,53147435.00,HTTPS://WWW.CFJACKSONHOLE.ORG/,3077391026,2023,TO IMPROVE LIVES THROUGH PHILANTHROPIC LEADERSHIP
251407396,COMMUNITY FOUNDATION OF WESTERN,PA,SHARON,131728395.00,20774669.00,WWW.COMM-FOUNDATION.ORG,7249815882,2023,"OUR COMMUNITY FOUNDATION IS A PUBLIC, NON-PROFIT CHARITABLE ORGANIZATION DESIGNED TO ATTRACT AND INVEST PERMANENT ENDOWMENT RESOURCES, WITH THE PURPOSE OF ENHANCING THE QUALITY OF LIFE FOR THE RESIDENTS OF WESTERN PENNSYLVANIA AND EASTERN OHIO, IN ACCORDANCE WITH THE CHARITABLE INTENTIONS OF ITS DONORS WHO WISH TO LEAVE A LEGACY. TO FULFILL THIS MISSION, OUR COMMUNITY FOUNDATION WILL: (1) IDENTIFY AND SUPPORT COMMUNITY-BASED CHARITABLE PURPOSES IN THE AREAS OF HEALTH, EDUCATION, ECONOMIC DEVELOPMENT, HUMAN SERVICES, HISTORICAL, CULTURAL AND ENVIRONMENTAL ACTIVITIES (2) HELP TO SHAPE RESPONSES TO COMMUNITY NEEDS THROUGH PHILANTHROPIC LEADERSHIP, COMMITMENT, AND COMPASSION AND (3) DEMONSTRATE ACCOUNTABILITY AND INTEGRITY IN THE MANAGEMENT OF RESOURCES."
850303044,SANTA FE COMMUNITY FOUNDATION,NM,SANTA FE,130388327.00,19867800.00,HTTP://WWW.SANTAFECF.ORG,5059889715,2023,"THE SANTA FE COMMUNITY FOUNDATION INSPIRES PHILANTHROPIC GENEROSITY, STRENGTHENS NONPROFITS, AND FOSTERS POSITIVE CHANGE TO BUILD A MORE VIBRANT, HEALTHY, AND RESILIENT REGION. THE FOUNDATION'S VISION IS A THRIVING NORTHERN NEW MEXICO, WHERE ALL PEOPLE CAN FIND OPPORTUNITY, BUILD CONNECTIONS, AND CONTRIBUTE TO THE WELL-BEING OF THEIR COMMUNITIES.THE FOUNDATION OFFERS A THOUGHTFUL COMMUNITY GRANTS PROCESS AND STEWARDS FIELDS OF INTEREST FUNDS IN THE FOLLOWING AREAS: HEALTH, EDUCATION, CIVIC AND ECONOMIC OPPORTUNITY, ENVIRONMENT, ARTS AND CULTURE, AND ANIMAL WELFARE.THE FOUNDATION IS BOTH A LEADER IN STRATEGIC PHILANTHROPY AND AN ADVOCATE FOR PURPOSEFUL GIVING IN OUR COMMUNITIES. THE FOUNDATION'S DISCRETIONARY GRANTS ARE MADE TO 501(C)(3) ORGANIZATIONS THAT PRIMARILY PROVIDE PROGRAMS WITHIN THE COUNTIES OF MORA, RIO ARRIBA, SAN MIGUEL, AND SANTA FE."
382045459,BATTLE CREEK COMMUNITY FOUNDATION,MI,BATTLE CREEK,128945978.00,12838227.00,WWW.BCCFOUNDATION.ORG,2699622181,2023,"WE PROMOTE GIVING, BUILD ENDOWMENT, AND PROVIDE LEADERSHIP TO IMPROVE QUALITY OF LIFE."
880362053,The Parasol Tahoe Community Foundation,NV,Incline Village,127807391.00,16435012.00,www.parasol.org,7752980100,2023,"The Foundation envisions a thriving community created through meaningful philanthropy, inclusive communication, and the willingness to explore possibilities together."
386095283,THE COMMUNITY FOUNDATION OF THE,MI,HOLLAND,127748169.00,24035252.00,WWW.CFHZ.ORG,6163966590,2023,"THE COMMUNITY FOUNDATION OF THE HOLLAND/ZEELAND AREA SEEKS TO ENSURE THAT OUR COMMUNITY THRIVES TODAY, TOMORROW, AND FOREVER BY BUILDING OUR COMMUNITY'S ENDOWMENT TO SUPPORT HIGH IMPACT CHARITABLE PROJECTS, HELPING DONORS ACHIEVE THEIR CHARITABLE GOALS, AND LEADING AND PARTNERING IN COMMUNITY-LEVEL INITIATIVES."
581340834,GASTON COMMUNITY FOUNDATION,NC,GASTONIA,126209800.00,9263491.00,WWW.CFGASTON.ORG,7048640927,2023,GASTON COMMUNITY FOUNDATION IS THE PRIMARY STEWARD OF PHILANTHROPIC GIVING BY CONNECTING DONORS WITH COMMUNITY NEEDS TO ENHANCE THE LIVES OF PRESENT AND FUTURE GENERATIONS.
581610318,NORTH GEORGIA COMMUNITY FOUNDATION,GA,GAINESVILLE,126048419.00,25767110.00,WWW.NGCF.ORG,7705357880,2024,THE NORTH GEORGIA COMMUNITY FOUNDATION HELPS PEOPLE AND NON-PROFITS INVEST GENEROUSLY IN THE LIVES OF THOSE WHO CALL OUR COMMUNITY HOME.
382023395,MIDLAND AREA COMMUNITY FOUNDATION,MI,MIDLAND,125987299.00,13513786.00,WWW.MIDLANDFOUNDATION.ORG,9898399661,2023,"OUR MISSION IS TO PROVIDE PHILANTHROPIC LEADERSHIP TO STRENGTHEN OUR COMMUNITY BY FOSTERING COLLABORATION AND GIVING TODAY AND IN THE FUTURE. SINCE 1973, MIDLAND AREA COMMUNITY FOUNDATION HAS PROVIDED AN AVENUE FOR INDIVIDUALS AND ORGANIZATIONS TO CHANGE THE COMMUNITY THROUGH PHILANTHROPIC GIVING. MACF AWARDS GRANTS AND SCHOLARSHIPS, OFFERS THE ABILITY FOR INDIVIDUALS AND FAMILIES TO INVEST IN THE COMMUNITY, AND SERVES AS A CATALYST FOR COLLABORATION AND CHANGE BY LEADING COMMUNITY DIALOGUE AND ACTION ON CRITICAL ISSUES."
541959458,COMMUNITY FOUNDATION SERVING WESTERN,VA,ROANOKE,122989535.00,8215768.00,WWW.CFWESTERNVA.ORG,5409850204,2023,"COMMUNITY FOUNDATION SERVING WESTERN VIRGINIA PROVIDES LEADERSHIP,RESOURCES, AND INSPIRATION FOR PHILANTHROPY IN THE COMMUNITIES IT SERVES. TO FULFILL THE FOUNDATION'S MISSION, IT: ENABLES DONORS TO CARRY OUT THEIR CHARITABLE INTENT THROUGH ENDOWMENT FUNDS; PROVIDES RESPONSIBLE STEWARDSHIP FOR ENTRUSTED FUNDS; MAKES CREATIVE GRANTS FOR CURRENT AND FUTURE COMMUNITY NEEDS AND OPPORTUNITIES; OFFERS COMPREHENSIVE SERVICES TO ENCOURAGE AND ADVANCE EFFECTIVE PHILANTHROPY; PROMOTES AND PARTICIPATES IN COLLABORATIVE EFFORTS TO SHAPE A HEALTHY, CARING COMMUNITY."
521782373,MID SHORE COMMUNITY FOUNDATION INC,MD,EASTON,122854685.00,13020459.00,WWW.MSCF.ORG,4108208175,2022,"THE FOUNDATION CONNECTS PRIVATE RESOURCES WITH PUBLIC NEEDS TO ENHANCE THE QUALITY OF LIFE FOR THE CITIZENS OF CAROLINE, DORCHESTER, KENT, QUEEN ANNE'S AND TALBOT COUNTIES, MARYLAND."
860465177,Catholic Community Foundation for the Diocese of Phoenix,AZ,Tempe,122311875.00,8876470.00,ccfphx.org,4806518800,2023,The Catholic Community Foundation is an independent 501c3 and a recognized Canonical entity that encourages compassionate charitable giving to provide sustainable support for those who serve our community.
061080097,THE COMMUNITY FOUNDATION OF EASTERN,CT,NEW LONDON,121799726.00,17283333.00,WWW.CFECT.ORG,8604423572,2023,"COLLABORATING WITH PARTNERS TO PUT PHILANTHROPY INTO ACTION TO ADDRESS THE NEEDS, RIGHTS AND INTERESTS OF OUR COMMUNITY IN EASTERN CONNECTICUT."
237026859,COMMUNITY FOUNDATIONS OF THE HUDSON,NY,POUGHKEEPSIE,121751054.00,33010069.00,WWW.COMMUNITYFOUNDATIONSHV.ORG,8454523077,2023,"THE COMMUNITY FOUNDATIONS OF THE HUDSON VALLEY STRENGTHENS OUR COMMUNITY BY OFFERING DONORS THE MEANS TO ESTABLISH CHARITABLE LEGACIES, BY MAKING GRANTS, AND BY PROVIDING LEADERSHIP TO ADDRESS COMMUNITY NEEDS IN A MANNER THAT IS RESPONSIBLE, RESPONSIVE AND LASTING."
232773822,CHESTER COUNTY COMMUNITY FOUNDATION,PA,WEST CHESTER,118449078.00,14532199.00,WWW.CHESCOCF.ORG,6106968211,2023,"THE CHESTER COUNTY COMMUNITY FOUNDATION CONNECTS PEOPLE WHO CARE WITH THE CAUSES THAT MATTER, SO THEIR PHILANTHROPY MAKES A DIFFERENCE NOW AND FOREVER."
582210876,COMMUNITY FOUNDATION OF SOUTH,GA,THOMASVILLE,117128885.00,12478316.00,WWW.CFSGA.NET,2292285088,2023,"OUR MISSION IS TO ENCOURAGE GIVING, INSPIRE ACTION, AND IMPROVE LIVES IN SOUTH GEORGIA THROUGH LOCAL FUNDS CREATED BY INDIVIDUALS, FAMILIES, BUSINESSES, AND NON-PROFITS IN SOUTH GEORGIA."
270978059,LAKESHORE COMMUNITY FOUNDATION INC,WI,MANITOWOC,115562778.00,16802979.00,HTTP://WWW.LAKESHORECOMMUNITYFOUNDATION.ORG/,9206825222,2024,"MISSION STATEMENT: TO GATHER, GROW, AND GIVE ENDOWED CHARITABLE FINANCIAL RESOURCES TO BUILD STRONGER, MORE VIBRANT COMMUNITIES NOW AND INTO THE FUTURE.VALUE STATEMENT:WE ARE COMMITTED TO MANAGING OUR CLIENTS' PHILANTHROPIC ENDOWMENTS IN PERPETUITY, WITH A FOCUS ON MINIMIZING COSTS AND FEES TO MAXIMIZE THEIR IMPACT ON THE GRANTEES THEY CARE ABOUT MOST. OUR PRIORITY REMAINS SOLELY ON SUPPORTING OUR CLIENTS' CHARITABLE GOALS, THEREBY STRENGTHENING OUR COMMUNITIES THROUGHOUT THE LAKESHORE AREA AND BEYOND."
200900981,Hamilton County Community Foundation Inc,IN,FISHERS,113383674.00,16576177.00,WWW.HAMILTONCOUNTYCOMMUNITYFOUNDATION.ORG/,3176342423,2023,"TO MOBILIZE PEOPLE, IDEAS AND INVESTMENT TO MAKE THIS A COMMUNITY WHERE EVERY INDIVIDUAL HAS EQUITABLE OPPORTUNITY TO REACH THEIR FULL POTENTIAL - NO MATTER PLACE, RACE OR IDENTITY. (Continued on Schedule O)"
351844891,COMMUNITY FOUNDATION OF HOWARD COUNTY,IN,KOKOMO,113126854.00,6307635.00,WWW.CFHOWARD.ORG,7654547298,2023,"THE MISSION OF THE COMMUNITY FOUNDATION SERVING HOWARD, CLINTON AND CARROLL COUNTIES IS TO BE STEWARDS HELPING DONORS MAKE OUR COMMUNITIES A BETTER PLACE TO LIVE EVERY DAY."
030472714,COMMUNITY FOUNDATION OF W GEORGIA,GA,CARROLLTON,111901851.00,5650923.00,WWW.CFWG.NET,7708321462,2024,TO ENHANCE THE QUALITY OF LIFE FOR THE PEOPLE OF THE WEST GEORGIA AREA.
