foundation_ein,foundation_name,state,website_url,total_assets,annual_giving,total_grants_made,pf_to_pf_grant_count,pf_to_pf_total_amount,ca_grant_count,veteran_grant_count,veteran_grant_amount,target_grant_count,lasso_score,open_to_applicants,gives_in_ca,funds_pfs,latest_tax_year,source,known_funder,filter_passes,failed_filters,description,phone,app_contact_email,app_contact_name
770516597,The Tyrone Heritage Foundation,DE,,11160112,983386,99,0,0,93,2,65000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,Administrative Fees,8008391754,,
954631398,THE MELANSON FAMILY FOUNDATION,CA,,1030421,53100,121,0,0,92,2,3000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,,,
043708728,PLEASANT HILL ROTARY FOUNDATION,CA,N/A,252539,20734,93,0,0,89,2,17018,0,,False,True,False,2022,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9259341821,,
261225726,THE FRANK AND JUDITH MARSHALL FOUNDATION,CA,https://www.pebblebeach.com/pbc-foundation,2420577,92875,176,0,0,88,2,4000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,PRIOR PERIOD ADJUSTMENT,4082210821,,
832841232,Alumbra Innovations Foundation,AR,N/A,126948198,10429083,286,0,0,74,2,30000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,,,
954281717,MORLEY BUILDERS FOUNDATION,CA,N/A,120917,11930,82,0,0,74,2,750,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3103991600,,
260442202,BREZZO FAMILY FOUNDATION,CA,https://www.cacompanyregistry.com/companies/brezzo-family-foundation,2367533,143450,109,0,0,69,2,22500,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,DIVIDEND RECEIVABLE,4152693784,,
261614488,THE JAMES AND BARBARA KNUPPE,CA,N/A,115955,442483,108,0,0,67,2,4500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,5107271800,,
311634639,SO HUM FOUNDATION,OR,WWW.SO-HUMFOUNDATION.ORG,7528998,824532,299,0,0,65,2,8000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,5038944934,,
872449011,K & A Spease Foundation,CA,N/A,23378,31227,71,0,0,64,2,2265,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9165134156,,
456748619,SHEPHER FOUNDATION,CA,N/A,1620132,496745,96,0,0,63,2,46000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8187007000,,
471762472,SGT MARK ANTONOWITSCH FOUNDATION,CA,https://www.grantable.co/search/funders/profile/sgt-mark-antonowitsch-foundation-us-foundation-471762472,870422,412529,85,0,0,63,2,6000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,EXPENSES,,TMCGINTY@MKBCPAS.COM,JAMES ANTONOWITSCH
954509550,THE MAZURSKY FAMILY FOUNDATION,CA,N/A,12995443,76236,103,0,0,60,2,30000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3102777351,,
336277186,DOROTHEA TUNEY FOUNDATION,CA,N/A,328384,86992,68,0,0,56,2,2500,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,EXPENSES,6192032029,,
946066355,ROBERT & ALICE BRIDGES FOUNDATION,CA,N/A,,,70,0,0,49,2,20000,0,,False,True,False,2019,keyword,False,1,Open to Applicants; PF-to-PF Grants,,4159579396,,
464306235,DANKBERG FAMILY FOUNDATION,CA,N/A,4043820,144750,87,0,0,46,2,1000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7147477621,,
330640946,BELL CHARITABLE FOUNDATION,CA,https://rsffoundation.org/how-were-celebrating-the-women-in-philanthropy,5477735,410200,106,0,0,45,2,25000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,OTHER INVESTMENT INCOME,8587563589,,
204049757,The Douglas and Gloria Rumberger Foundation,DE,https://www.buzzfile.com/business/Douglas.And.Gloria-Rumberger-Fdn-800-839-1754,5959032,222880,251,0,0,43,2,6500,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,K-1 Inc/Loss,8008391754,,
770266801,THE SUSIE TOMPKINS BUELL FOUNDATION,CA,WWW.SUSIETOMPKINSBUELL.ORG,6692229,179474,111,0,0,42,2,50000,0,,False,True,False,2022,keyword,False,1,Open to Applicants; PF-to-PF Grants,,4154391144,,
223088744,The Rose Foundation Inc,CA,https://www.grantable.co/search/funders/profile/the-rose-foundation-inc-us-foundation-223088744,728312,125977,68,0,0,38,2,17178,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,TELEPHONE,8587593506,,
463954888,WURSTER FAMILY FOUNDATION,CA,https://rogersfoundation.org/the-foundation/went-out-did-good,510403,56490,41,0,0,38,2,11200,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,,6615895220,,
770444638,SHUM CHARITABLE FUND,CA,N/A,51694,4476,47,0,0,38,2,1073,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,OFFICE SUPPLIES AND EXPENSES,8053777093,,
860623250,MICHAEL M PEACOCK FOUNDATION,TX,N/A,4823560,133120,81,0,0,36,2,30000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,2515331233,,
136216888,JC FOUNDATION INC,CA,N/A,599906,20991,50,0,0,34,2,14510,0,,False,True,False,2022,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8585588100,,
954860833,THE GRAY FAMILY FOUNDATION,CA,rct.doj.ca.gov,28410,3400,41,0,0,33,2,1700,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9516628499,,
954669012,The Katherine Estes Rogers Foundation,CA,N/A,609795,18699,47,0,0,32,2,5894,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8056919440,,
814656601,AUERBACH LEGACY FOUNDATION,CA,N/A,508530,100488,44,0,0,27,2,10000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3103159770,,
462720183,FREEDOM REIGN FOUNDATION,CA,FREEDOMREIGNSEQUINESANCTUARY.COM,37117731,391167,55,0,0,26,2,10332,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,DISTRIBUTION RECEIVABLE (SCHF),4088881871,,
686099475,PITZER FAMILY FOUNDATION,CA,N/A,17824566,1222613,32,0,0,26,2,255607,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,DIVIDENDS IN TRANSIT,9255045455,,
832629416,THE COOPER HOUSING INSTITUTE,CA,N/A,8406569,267650,35,0,0,26,2,60000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9492368100,,
841974695,RESPOND USA INC,CA,N/A,38175,22877,27,0,0,26,2,7115,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9512783700,,
946700312,MACNAUGHTON FAMILY FOUNDATION,CA,N/A,,90297,35,0,0,26,2,21000,0,,False,True,False,2021,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9256482090,,
161639401,JAMES P AND BRENDA S GRUSECKI FAMILY,IL,N/A,31203519,989942,287,0,0,23,2,90000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7085428751,,
814769432,THE WKW FAMILY FOUNDATION INC,PA,N/A,1125686,45815,124,0,0,23,2,8000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,4848084845,,
943354182,KT Foundation,CA,N/A,6245276,633000,24,0,0,23,2,175000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,5108414123,,
954457115,Black Swan Charitable Foundation,CA,,691482,23600,59,0,0,23,2,1000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,,,
954477872,QUADREX FOUNDATION,CA,N/A,109366,1611,48,0,0,21,2,142,0,,False,True,False,2022,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8057081110,,MANNY OR NILA SHINDAY
330823852,CINDY V CALLAWAY FOUNDATION,CA,N/A,899251,29600,35,0,0,20,2,1500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9258207660,,
471672683,HIRO WATANABE FOUNDATION,CA,N/A,312387,4643,27,0,0,20,2,5150,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,6269376501,,
205756297,THE REHME FAMILY FOUNDATION,CA,N/A,60918,783,33,0,0,19,2,100,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3104715806,,
821023118,EMILE SPAULDING FOUNDATION,CA,N/A,2592485,53620,32,0,0,19,2,12500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3106218763,,
880946264,UNLIKELY COLLABORATORS FOUNDATION,KS,WWW.UNLIKELY.FOUNDATION,33031415,519872,38,0,0,19,2,50000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3168280900,,
061649745,BERCAW FAMILY FOUNDATION,CA,N/A,1578069,90600,24,0,0,18,2,11000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7143840506,,
271036243,THE SCHEFFEL FAMILY CHARITABLE TRUST,NV,N/A,4808853,253661,80,0,0,18,2,11000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,4156087860,,
271517611,The Beulah Fund,CA,N/A,4248692,259484,35,0,0,18,2,30000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3105531707,,
472488284,BARNIK TARBUT FOUNDATION,CA,HTTPS://WWW.BARNIKTARBUTFOUNDATION.ORG/,2959370,130534,54,0,0,17,2,4921,0,,False,True,False,2022,keyword,False,1,Open to Applicants; PF-to-PF Grants,BANK CHARGES,8187031193,,
884005288,FAT BRANDS FOUNDATION,CA,https://foundation.fatbrands.com/,77683,47978,41,0,0,17,2,16000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,2137163748,,
990300914,KEEHI MEMORIAL ORGANIZATION,HI,N/A,961895,17350,112,0,0,17,2,12500,0,,False,True,False,2022,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8085421455,,GILBERT TAM
300108286,THE JERRY D ROUTH & CHERYL SAWATZKE ROUTH FAMILY FOUNDATION,NV,routhfoundation.org,1415879,53640,51,0,0,16,2,19000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7028376345,,
586275452,Ron and Lisa Brill Charitable Trust,DE,,6643244,586365,868,0,0,15,2,75000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,CLASS ACTION LAWSUIT PROCEEDS,8008391754,,
770534450,KALLEN AND HELEN CHAN FOUNDATION,CA,,10025,13861,67,0,0,15,2,750,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,,6503152629,,
911811266,BECHEN FAMILY FOUNDATION,OR,N/A,8150172,513920,95,0,0,15,2,40000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,5036246300,,
396508464,Siron Foundation,WI,N/A,640381,21600,85,0,0,13,2,4000,0,,False,True,False,2022,keyword,False,1,Open to Applicants; PF-to-PF Grants,,6087564141,,
436066776,The Deramus Foundation Inc,KS,N/A,9384375,551558,126,0,0,13,2,30000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9133458100,,
454020765,BOSCH COMMUNITY FUND,MI,N/A,8050335,1752608,376,0,0,13,2,20000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,2488761587,,
454633586,THE ILSABABY FOUNDATION,SC,https://upstategiving.com/ilsababy-foundation,6410906,3220105,263,0,0,13,2,170000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,BANK FEES,5182327433,,
836058353,THE ANNA AND JOHN J SIE FOUNDATION,CO,N/A,39196307,1673652,400,0,0,13,2,38800,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3034686060,,
916520620,LILLIS FOUNDATION,CO,WWW.LILLISFOUNDATION.ORG,5418483,266331,481,0,0,13,2,10000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3033952633,,
061669390,CHARLES R KNOX AND SHIRLEY A KNOX,CA,https://silo.fandom.com/wiki/Knox,,32186,18,0,0,12,2,525,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7605679013,,CHARLES KNOX
203990862,The Ron and Kathy Colby Family Foundation,DE,https://www.colbyfoundation.org/get-involved,3249429,104434,191,0,0,12,2,10000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,Administrative Fees,8008391754,,
274098253,GOLI AMERI FAMILY FOUNDATION,CA,https://grantexec.com/foundations/274098253,,11300,15,0,0,12,2,30000,0,,False,True,False,2020,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3105220960,,
821257411,RK AND LRS FOUNDATION INC,NY,N/A,1660485,15821,41,0,0,12,2,11750,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7185442772,,
846866357,CODD FAMILY FOUNDATION,NV,N/A,4956334,342443,83,0,0,12,2,20000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,FEDERAL REFUND,9257085918,,
260743538,ROBERT & SUSAN BROWN FAMILY FOUNDATION,WI,https://www.localconditions.com/weather-neenah-wisconsin/54956/traffic.php,4974842,362740,338,0,0,11,2,22500,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,ANNUAL REGISTRATION FEE,9207271137,,
475016481,The Haugh Foundation,DE,,,226512,37,0,0,11,2,25000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8008391754,,
521115801,THE JEROME G & ANNETTE S ZIMMERMAN,FL,https://www.allbiz.com/business/jerome-and-annette-zimmerman-foundation-305-524-4708,38566920,644457,297,0,0,11,2,4000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,N/A,5617383008,,
521440350,GLICKFIELD FAMILY FOUNDATION INC,MD,N A,4915136,170011,255,0,0,11,2,5000,0,,False,True,False,2022,keyword,False,1,Open to Applicants; PF-to-PF Grants,,,,
800877126,INGREDION CHARITABLE FOUNDATION,IL,NONE,1099816,447845,124,0,0,11,2,50,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,,,
811609839,BEBOUT FAMILY FOUNDATION,CA,N/A,4016614,271849,27,0,0,11,2,100000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,FEDERAL TAX EXPENSE,9492853958,,
833894853,THE DAVID SLIFF MEMORIAL FOUNDATION INC,CA,thedavidsliffmemorialfoundation.com,17782,20303,15,0,0,11,2,6241,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,Postage for mailing AG renewal and Tax returns,3108950335,,
954147158,HOLLFELDER FOUNDATION,CA,N/A,6336130,485062,30,0,0,11,2,208360,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,6269661651,,
261723439,FRANK W & BARBARA J JENKINS FAMILY FO,VA,N/A,264585,4950,19,0,0,10,2,1000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7032890048,,
461388787,MERLIN FOUNDATION INC,MT,N/A,7161617,142400,158,0,0,10,2,8000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,4067280864,,
599207701,Golden Rule Foundation,ME,www.goldrule.org,2391800,90600,50,0,0,10,2,20000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,Bank Fees,,,
656418965,HAROLD & JOAN FEINBLOOM FAMILY,NY,N/A,3680906,182223,305,0,0,10,2,10500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,NY STATE FILING FEE,5854190670,,
954079475,THE HOYT AND VIORICA PARDEE FOUNDATION,CA,N/A,4853,1600,12,0,0,10,2,1000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,6262191776,,
134281942,THE MARY LINCOLN JOHNSON CHARITABLE,SC,http://scgrantmakers.com/funders/mary-lincoln-johnson-charitable-foundation,1329858,116600,108,0,0,9,2,15000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,BANK AND SERVICE FEES,6176996179,,
471772057,THE HERO IN YOU FOUNDATION,CA,WWW.ROCKETRULES.ORG,129762,1166,16,0,0,9,2,5250,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3109033300,,
880396633,Andress Family Foundation,NV,N/A,1839080,116780,84,0,0,9,2,5000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,Prior period adjustment,7022486004,,
133180806,THE SELZ FOUNDATION,NY,N/A,129738163,6604066,165,0,0,8,2,1040000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,2122697808,,
200511029,THE JAMES JOSEPH FORD FOUNDATION,NV,N/A,293582,18830,49,0,0,8,2,6000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7028781795,,
383257742,THE BAR-LEVAV FAMILY FOUNDATION,MI,N/A,3593092,251516,271,0,0,8,2,2080,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,2483530050,,
470814355,THE FLIESBACH FAMILY FOUNDATION,NE,https://www.intellispect.co/organizations/470814355-fliesbach-family-foundation,5717112,518720,163,0,0,8,2,25000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,PAYROLL DEPOSIT,7196491538,,
841930032,BIES FAMILY FOUNDATION INC,FL,N/A,2935913,148053,41,0,0,8,2,20000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,4075174811,,
954769079,KEVIN G SCHOELER FOUNDATION,FL,N/A,,106470,55,0,0,8,2,5000,0,,False,True,False,2022,keyword,False,1,Open to Applicants; PF-to-PF Grants,INVESTMENT ADVISOR FEES,7142364800,,
990349094,GRACE AND RICHARD OKITA FOUNDATION,HI,,884631,44215,60,0,0,8,2,7500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,United States Treasury Penalty,8087808787,,
133415874,GEORGE L OHRSTROM FOUNDATION,NY,N/A,79363269,2323096,344,0,0,7,2,150000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9143818900,,
251831496,EPIC METALS CORPORATION,PA,N/A,1150368,54417,154,0,0,7,2,400,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,4123513913,,
460786728,CLARK FAMILY FOUNDATION INC,MT,https://www.insidephilanthropy.com/home/2022-2-17-what-we-know-so-far-about-the-garcia-family-foundation-in-arizona,,48260,25,0,0,7,2,20000,0,,False,True,False,2022,keyword,False,1,Open to Applicants; PF-to-PF Grants,EXPENSES,4805537873,,
521661599,THE TALBOTT AND ANN BOND,MD,NONE,249747,19418,156,0,0,7,2,225,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,4102964655,,
861409287,G & C FOUNDATION,WA,N/A,1672213,115280,53,0,0,7,2,2000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,,5032224122,,
200983799,The Sharon A Fordham Foundation Inc,DE,,236142,17010,209,0,0,6,2,2000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8008391754,,
204671738,MCGAH FAMILY FOUNDATION,CA,https://www.cacompanyregistry.com/companies/mcgah-family-foundation,650434,7288,8,0,0,6,2,15432,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,FILING FEES,9253140191,,
262355707,ELIZABETH HEKMAN GORDON,MI,N/A,5586191,209970,107,0,0,6,2,5000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,6168469678,,
276362131,CODY FOUNDATION,FL,N/A,5465072,252570,88,0,0,6,2,40000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9175797318,,
300554607,LU EDUCATIONAL FOUNDATION,CA,https://www.saratoga-foundation.org,347573,3768,13,0,0,6,2,2400,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,Support industry association of SEMI. SEMI hosts conference and exhibition for tens of thousands of attendees each year to share knowledge and vision. This foundation is also intendeing to set up website for knowledge sharing.,4087813295,,
412019517,RICHTER FAMILY FOUNDATION,WI,https://www.richterfoundation.org,636944,45700,188,0,0,6,2,2500,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,BASIS ADJUSTMENT,7635466915,,
460747528,H ANGELA WHITMAN FOUNDATION INC,FL,N/A,987666,470230,76,0,0,6,2,350,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3057283823,,
476174269,LORA L AND MARTIN N KELLEY,CA,WWW.KELLEYFF.ORG,18468006,830591,204,0,0,6,2,20000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,5108342995,,
843780407,Auslander Family Foundation Inc,NC,httpauslanderfoundation.org,1119389,38700,50,0,0,6,2,9000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,,,
050514737,THE SCHEIN FAMILY FOUNDATION,FL,N/A,520407,48041,148,0,0,5,2,1100,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,EXPENSES,5617992870,,
261596911,LERNER FOUNDATION,NY,N/A,967957,69023,70,0,0,5,2,2770,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,6312186800,,
272530561,The John and Bonnie Strauss Foundation,TX,N/A,12975667,492565,140,0,0,5,2,7500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,2143689009,,
274286835,KCRN FAMILY FOUNDATION,NC,https://clayton.org,,7900,30,0,0,5,2,3500,0,,False,True,False,2022,keyword,False,1,Open to Applicants; PF-to-PF Grants,LIQUIDATING DISTRIBUTION,9193337530,,
363192296,Robert & Terri Cohn Family Foundation,FL,N/A,6916367,298099,184,0,0,5,2,14500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8475013598,,
363748470,THE KOEPFGEN FOUNDATION,IL,N/A,2502665,63980,91,0,0,5,2,180,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3122363003,,
412255597,GERALD & ROBERTA FRANKLIN,CA,https://www.zillow.com/san-geronimo-ca,4521352,285050,100,0,0,5,2,12500,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,INTER-PERIOD ADJUSTMENT,4152356288,,
812792819,THE RALPH AND MARLENE ROSS FOUNDATION,NV,N/A,1839085,85800,32,0,0,5,2,20000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7027766560,,
814728367,Le Quy Don Foundation,CA,N/A,6951,640,8,0,0,5,2,400,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,5106828361,,
873910210,Century Communities Foundation,CO,N/A,2834288,107156,35,0,0,5,2,20000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,NONE,3037708300,,
923780445,FRED R MARTIN FOUNDATION,CA,N/A,2086905,30800,12,0,0,5,2,15000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9168128860,,
237011340,RENAH BLAIR RIETZKE FAMILY FOUNDATION,WA,N/A,1873990,56500,237,0,0,4,2,7000,0,,False,True,False,2022,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3608679233,,
263006797,CONWAY FOUNDATION,MI,https://grantfrog.com/funders/conway-foundation-263006797,396320,33346,98,0,0,4,2,5150,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,DIVIDEND RECEIVABLE,5866623790,,
306483993,THE KELLY PROJECT,FL,N/A,48586,5600,9,0,0,4,2,8000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,5614040484,,
311793664,NATAN BLUTINGER & SARA BLUTINGER,NJ,N/A,11993,96739,153,0,0,4,2,200,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9737408600,,
367087816,William L & Doris E Niemann Charitable Foundation,IA,N/A,211607,8312,85,0,0,4,2,592,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,5156890075,,
463037442,DENYSE CARES FOUNDATION INC,GA,DENYSECARES.ORG,281037,33448,89,0,0,4,2,750,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7709420688,,
466435330,The Gulitz Family Foundation,NV,N/A,700252,4441,12,0,0,4,2,8205,0,,False,True,False,2022,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7252604396,,
542099318,The Frederic C Hamilton,CO,Not Applicable,30379346,1121447,166,0,0,4,2,10000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3038633000,,
581925808,THE ILLGES-CHENOWETH FOUNDATION,TX,N/A,2065469,64350,99,0,0,4,2,10000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8067896554,,
766050185,The Robert and Janice McNair Foundation,TX,www.mcnairfoundation.org,293960260,10203015,484,0,0,4,2,20000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,OTHER INCOME,7133367884,,
824626007,ADS Mission Giveback Foundation,VA,www.adsinc.com/ads-difference/mission-give-back/,,17148,20,0,0,4,2,23972,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,Bank fees,7578038257,,
832933859,BAIER FAMILY FOUNDATION,TX,N/A,1416350,84360,35,0,0,4,2,400,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,5124260212,,
841569419,THE ARSENAULT FAMILY,CO,ARSENAULTFAMILYFOUNDATION.ORG,13851974,425044,55,0,0,4,2,9474,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3034662500,,
843356444,ALAN & VICKI LEVINE FAMILY FOUNDATION,FL,N/A,2831583,67690,63,0,0,4,2,3500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9542347654,,
134036767,DAYSTAR FOUNDATION,CT,N/A,1697,31916,43,0,0,3,2,2000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,2034318300,,
204006397,K&L Baxter Family Foundation Inc,NV,www.greenglobal.net,129920,45870,32,0,0,3,2,10000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7025952225,,
222344110,THE NICHOLSON FOUNDATION,NY,THENICHOLSONFOUNDATION.ORG,9875571,2426503,92,0,0,3,2,137403,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,2129539200,,
223183916,THE GIANTS FOUNDATION INC,NJ,N/A,1883210,159400,70,0,0,3,2,20000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,2019358111,,
256498015,FRESH POND TR,MA,none,309466,33570,95,0,0,3,2,6000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,,,
