ein,organization_name,contact_first_name,contact_email,state,ntee_code,mission_description,email_quality_tier,foundation_count,display_count,sector_label
010612200,Servant's Heart International Ministry Inc,Chip,info@servantsheartministry.org,FL,K30,"Servants Heart Ministry is a faith-based organization established to feed children, seniors, and other vulnerable individuals through community partnerships",B,361,75,Food/Agriculture
592881219,JACKSONVILLE FC INC,Christopher,office@jfcsoccer.com,FL,N64Z,"TO ORGANIZE, IMPLEMENT, MAINTAIN, AND COORDINATE SOCCER PROGRAMS FOR PLAYERS OF ALL AGES AND DEDICATED TO THE EDUCATION AND DEVELOPMENT OF YOUTH SOCCER IN THE NORTH FLORIDA COMMUNITY.",B,297,75,Recreation
593145687,CAPITAL AREA HEALTHY START,Chris,info@capitalareahealthystart.org,FL,E42Z,"TO ASSIST IN THE ESTABLISHMENT OF A SYSTEM THAT PROMOTES ACCESS TO PRENATAL CARE AND MATERNAL AND CHILD HEALTH SERVICES FOR PREGNANT WOMEN AND FAMILIES WITH CHILDREN BIRTH TO AGE THREE RESIDING IN LEON AND WAKULLA COUNTIES. IT IS THE GOAL OF THE COALITION TO ESTABLISH A PARTNERSHIP BETWEEN THE PRIVATE AND PUBLIC SECTORS, STATE AND LOCAL GOVERNMENTS, COMMUNITY ALLIANCES, AND MATERNAL AND CHILD HEALTH CARE PROVIDERS TO PROMOTE COORDINATED COMMUNITY-BASED CARE FOR PREGNANT WOMEN AND CHILDREN.",B,896,75,Health
650363222,INDIAN RIVER COUNTY HEALTHY START,Andrea,info@irchealthystart.org,FL,E99Z,"TO DEVELOP AND SUPPORT A LOCAL SYSTEM OF CARE TO OPTIMIZE THE HEALTH OF MOMS, BABIES AND THEIR FAMILIES LIVING IN INDIAN RIVER COUNTY.",B,896,75,Health
271540677,PINE CASTLE CHRISTIAN ACADEMY,Julie,info@pccaeagles.org,FL,B20,SEE SCHEDULE O,B,1200,75,Education
650898326,QUANTUM HOUSE INC,Roberta,info@quantumhouse.org,FL,E860,TO OWN AND OPERATE A FACILITY THAT SERVES AS A HOME AWAY FROM HOME FOR FAMILIES OF CHILDREN WHO ARE BEING TREATED AT NEARBY COMMUNITY MEDICAL CENTERS.,B,896,75,Health
591115099,DAYSTAR INC,Gale,info@daystarfl.org,FL,E92Z,DAYSTAR INC DEDICATES ITSELF TO PROVIDING THE HIGHEST QUALITY CHRISTIAN SCIENCE NURSING CARE AND TO SUPPORT QUICK AND EFFECTIVE HEALING.,B,896,75,Health
592182519,SERTOMA SPEECH & HEARING FOUNDATION,Debra,info@familyhearinghelp.org,FL,E56Z,TO PROVIDE AUDIOLOGY SERVICES TO CHILDREN AND SENIORS ACROSS THE STATE OF FLORIDA IN ORDER TO ENHANCE INDIVIDUAL POTENTIAL AND QUALITY OF LIFE THROUGH BETTER HEARING.,B,896,75,Health
823476248,BRIDGE ALLIANCE EDUCATION FUND,Debilyn,info@BridgeAlliance.us,FL,B60,"TO PROMOTE AND PROVIDE EDUCATIONAL MATERIALS CONCERNING NONPARTISAN CIVIC ENGAGEMENT ON GOVERNANCE, PUBLIC POLICY MATTERS, AND ELECTION PROCESSES. TO ENHANCE OUR SOCIETY'S CAPACITY FOR CREATING WISE SOLUTIONS THAT RESULT IN A ROBUST HIGH-FUNCTIONING POLITICAL SYSTEM, SOLVES SOCIETAL PROBLEMS, IMPROVES PEOPLE'S LIVES AND ADVANCES OUR TRANSCENDENT AMERICAN VALUES OF FREEDOM, JUSTICE AND OPPORTUNITY FOR ALL.",B,1200,75,Education
815385286,VINCENTIAN PROPERTIES INC,Michael,info@svdp.care,FL,L21,TO PROVIDE QUALITY AND AFFORDABLE HOUSING TO THOSE IN NEED.,B,337,75,Housing
844181923,ICON PREPARATORY SCHOOL JACKSONVILLE INC,Dwayne,info@iconprep.org,FL,B20,TO PROVIDE A COMPREHENSIVE COLLEGE PREPARATORY EDUCATION AND CHARACTER DEVELOPMENT TO STUDENTS THAT LEADS TO THEIR SUCCESS IN COLLEGE AND LIFE.,B,1200,75,Education
593672345,BOYS & GIRLS CLUBS OF NASSAU COUNTY,Ron,info@bgcnassau.org,FL,O23,THE FOUNDATION WAS ESTABLISHED TO SUPPORT THE BOYS & GIRLS CLUBS' NASSAU COUNTY LOCATIONS. THE CLUBS PROVIDE YOUTH DEVELOPMENT PROGRAMS.,B,371,75,Youth Development
593385360,PASSPORT SCHOOL INC,Cyndi,office@passportcharter.org,FL,B99Z,TO PROVIDE INSTRUCTION TO STUDENTS IN KINDERGARTEN THROUGH EIGHTH GRADE BASED ON THE INDIVIDUAL NEEDS OF CHILDREN IN AN INCLUSIVE ENVIRONMENT WHERE CHILDREN WITH DISABILITIES ARE EDUCATED WITH THEIR NON-DISABLED PEERS.,B,1200,75,Education
201081121,SAINTS ACADEMY INC,Vivian,office@thesaintsacademy.com,FL,B24,Our mission is to nurture the development of each student; academically spiritually emotionally physically in preparation for a successful and productive life.,B,1200,75,Education
208378337,THE CYPRESS INITIATIVE INC,Brooke,info@thesparkinitiative.com,FL,B60,"WE ARE A NONPROFIT ORGANIZATION WHOSE MISSION IS TO CULTIVATE HUMAN POTENTIAL RESILIENCY LOCALLY AND GLOBALLY THROUGH EDUCATION, MENTORSHIP, AND PROGRAMMING CENTERED ON AN UNDERSTANDING OF THE MIND THAT SPARKS INNATE MENTAL HEALTH.",B,1200,75,Education
454474058,RETIRED POLICE CANINE FOUNDATION INC,Richard,info@policek9help.com,FL,D60,THE RETIRED POLICE CANINE FOUNDATION ALSO OPERATES UNDER THE NAME HELP OUR MILITARY AND POLICE DOGS AND WORKS TO RAISE AWARENESS AND EDUCATE THE PUBLIC ABOUT WHY GOVERNMENTS AND THE MILITARY SHOULD PROVIDE FREE VETERINARY CARE AND GIVE THESE DOGS ACCESS PRIVILIGES,B,592,75,Animal-Related
010582371,SUNSHINE SOCIAL SERVICES INC,Antonio,info@sunserve.org,FL,P81,"TO PROVIDE CRITICAL LIFE ASSISTANCE AND PROFESSIONAL MENTAL HEALTH SERVICES WITH AN EMPHASIS ON ECONOMICALLY DISADVANTAGED, MARGINALIZED YOUTH AND SENIOR ADULTS IN THE GREATER SOUTH FLORIDA METROPOLITAN AREA.",B,1299,75,Human Services
593579304,ODYSSEY CHARTER SCHOOL INC,Cindy,office@odysseycharter.net,FL,B29,"THE SCHOOL PROVIDES A PARTNERSHIP WITH THE FAMILY AND COMMUNITY, WITH THE AIM OF HELPING EACH CHILD REACH THEIR FULL POTENTIAL IN ALL AREAS OF LIFE.",B,1200,75,Education
272135914,INDIAN RIVER VOLUNTEERS IN MEDICINE,Kate,info@scvim.org,FL,E32,TO PROVIDE FREE MEDICAL AND DENTAL CARE IN A CLINICAL SETTING. ASSIST IN OBTAINING FOR FREE FROM PHARMACEUTICAL PROGRAMS. PROVIDED WELLNESS COACHING TO EVERY PATIENT PLUS TREATMENT.,B,896,75,Health
592093182,RIVERSIDE CHRISTIAN MINISTRIES INC,Cleveland,info@riverside-house.org,FL,I31Z,"A REHABILITATION CENTER, WHICH PROVIDES HOUSING, JOB PLACEMENT OPPORTUNITIES AND STUDIES PRIMARILY TO EX-CRIMINAL OFFENDERS. MOST OF THE FUNDING RECEIVED BY THE ORGANIZATION IS THROUGH A CONTRACT WITH THE U.S. DEPARTMENT OF JUSTICE, FEDERAL BUREAU OF PRISONS.",B,204,75,Crime/Legal
581641777,VIA COGNITIVE HEALTH INC,Jennifer,info@viacognitivehealth.org,GA,G83,VIA COGNITIVE HEALTH'S MISSION IS TO PROVIDE LIFE-CHANGING PROGRAMS WITH A DIGNIFIED APPROACH FOCUSED ON LIVING WITH ALZHEIMER'S OR A RELATED DEMENTIA.,B,335,75,Disease/Disorder
586074088,PAWS ATLANTA INCORPORATED,Anita,info@pawsatlanta.org,GA,D200,"PAWS ATLANTA, INC. (THE ORGANIZATION) IS A NOT-FOR-PROFIT, 501(C)(3) ANIMAL WELFARE ORGANIZATION FOUNDED IN 1967, ORIGINALLY AS THE DEKALB HUMANE SOCIETY. IT WAS ORGANIZED UNDER THE LAWS OF GEORGIA AND REGISTERED A NAME CHANGE WITH THE GEORGIA SECRETARY OF STATE IN EARLY 2003. PAWS ATLANTA, INC. IS A NO-KILL ANIMAL SHELTER THAT PROVIDES LOVE, NUTRITION, MEDICAL CARE, AND BEHAVIORAL TRAINING TO ENRICH THE LIVES OF HOMELESS ANIMALS UNTIL PERMANENT, SAFE HOMES CAN BE FOUND. THE MISSION OF PAWS ATLANTA, INC. IS TO BUILD A COMMUNITY OF CARING BY PEOPLE HELPING PETS AND PETS HELPING PEOPLE. THE ORGANIZATION DELIVERS ON THIS MISSION BY OFFERING PET ADOPTION SERVICES, SPAY AND NEUTER CLINICS, PET VACCINE CLINICS, BEHAVIORAL TRAINING, PET DENTAL CLINICS, HEALTH PREVENTATIVES, A PET FOOD BANK, EDUCATION THROUGH SUMMER CAMPS FOR YOUTH AND EDUCATION THROUGH COMMUNITY OUTREACH. THE MAJORITY OF THE ORGANIZATIONS REVENUES COME FROM PROGRAM FEES, DONATIONS, AND FUNDRAISING ACTIVITIES. THE ORGANIZATION",B,186,75,Animal-Related
582058853,GOOD NEWS CLINICS INC,Liz,info@goodnewsclinics.org,GA,E30Z,"TO OFFER SUPPORT AND FREE MEDICAL CARE TO THE INDIGENT, HOMELESS AND LOW INCOME PEOPLE IN HALL COUNTY WHO HAVE NO HEALTH INSURANCE AND CANNOT AFFORD MEDICAL CARE.",B,325,75,Health
581861026,Hands on Atlanta Inc,Adrian,info@handsonatlanta.org,GA,T400,We mobilize the Atlanta community to tackle our city's most pressing needs.,B,343,75,Philanthropy
020678823,VOICES FOR GEORGIA'S CHILDREN INC,Erica,info@georgiavoices.org,GA,P01,"THE MISSION OF VOICES FOR GEORGIA'S CHILDREN, INC. (VOICES) IS TO ADVANCE LAWS, POLICIES, AND ACTIONS THAT IMPROVE CHILDREN'S LIVES - PARTICULARLY THOSE WHOSE LOCATION, FAMILY INCOME, RACE, OR FAMILY/COMMUNITY CIRCUMSTANCES LEAVE THEM WITH THE GREATEST NEEDS.",B,504,75,Human Services
582610409,EXTREME RESPONSE INTERNATIONAL INC,Eric,info@extremeresponse.org,GA,Q33,"HUMANITARIAN ORGANIZATION COMMITTED TO CHANGING THE LIVES OF PEOPLE LIVING IN EXTREME, OFTEN LIFE-THREATENING, SITUATIONS. FROM LOCATIONS IN NORTH AND SOUTH AMERICA, AFRICA AND ASIA BY OPERATING A SERIES OF PROGRAMS DESIGNED TO BRING HELP AND HOPE TO THOSE IN NEED, WITH A PARTICULAR EMPHASIS ON AT-RISK CHILDREN AND WOMEN.",B,325,75,International
581357889,APOSTLES LUTHERAN DAY SCHOOL INC,Lindsay,office@apostleslearning.com,GA,B21,"TO PROVIDE PARENTS AND THE COMMUNITY WITH A SAFE, SECURE ENVIRONMENT WHERE THEIR CHILDREN CAN GROW AND DEVELOP.",B,845,75,Education
582449448,Grant Park Conservancy Inc,Michelle,info@gpconservancy.org,GA,N20,"The Grant Park Conservancy is committed to the restoration, beautification and maintenance of historic Grant Park.",B,198,75,Recreation
275262520,Community Farmers Markets Inc,Katie,info@cfmatl.org,GA,K30,"To develop a local food infrastructure for long term sustainability and meaningful community impact and preserve, root, and grow a diverse local food culture by maintaining an authentic space for all people to share community, fair food, and healthy lifestyles while providing a sustainable living for producers who steward the earth.",B,250,75,Food/Agriculture
582204209,FAMILY CONNECTION-COMMUNITIES IN,Alexia,info@fc-cis.org,GA,P43,"THE OBJECTIVES AND PURPOSES OF THE AGENCY ARE TO CREATE A QUALITY OF LIFE IN THE COMMUNITY WHICH SUPPORTS AND ENCOURAGES THE DEVELOPMENT OF ALL FAMILIES AND CHILDREN AND FACILITATES THE EDUCATIONAL, EMOTIONAL, MENTAL, SPIRITUAL, SOCIAL, PHYSICAL, AND ECONOMIC GROWTH OF ALL INDIVIDUALS.",B,504,75,Human Services
580566231,SAVANNAH JEWISH COUNCIL INC,Kenneth,info@savj.org,GA,X30A,"CHARGED WITH RAISING, COLLECTING AND DISTRIBUTING FUNDS, THE FEDERATION SEEKS TO ""ADVANCE THE WELFARE OF THE TOTAL JEWISH COMMUNITY"". THE FEDERATION STRONGLY SUPPORTS ISRAEL AND WORLD JEWRY. ADDITIONALLY, THE ORGANIZATION STRIVES TO ""PRESERVE THE CIVIL, POLITICAL, ECONOMIC AND RELIGIOUS RIGHTS OF ALL JEWS"" TO DEVELOP AN ARTICULATE, INTELLIGENT AND CONSTRUCTIVE JEWISH COMMUNITY AND TO PROMOTE MUTUAL UNDERSTANDING WITH THE COMMUNITY AT-LARGE.",B,351,75,Religion
580676737,GEORGIA WILDLIFE FEDERATION,Mike,info@gwf.org,GA,D013,ADVOCATION AND EDUCATION ABOUT PROTECTING WILDLIFE AND WILDLIFE HABITATS.,B,186,75,Animal-Related
582204831,ANDREW P STEWART CENTER INC,Grady,info@stewartcenter.org,GA,P28,"VISION: TO SEE OUR NEIGHBORS LIVING PURPOSEFUL LIVES IN PURSUIT OF THEIR FULL POTENTIAL. MISSION: THE ANDREW P. STEWART CENTER PROMOTES STRONG COMMUNITIES THROUGH EDUCATIONAL INITIATIVES, WELLNESS RESOURCES, AND HOUSING SOLUTIONS.",B,504,75,Human Services
272202937,SIMONES KIDS INTERNATIONAL,Simone,info@simoneskids.org,GA,Q123,"To Raise awareness of needs of Ugandan orphans and to accept contributions to provide financial support including clothing, housing and education.",B,325,75,International
812285433,AUTOMOTIVE TRAINING CENTER CORPORATION,Larry,info@jumpstartautomotive.org,GA,P20,"THE AUTOMOTIVE TRAINING CENTER EQUIPS ITS GRADUATES WITH THE NECESSARY SKILLS TO PURSUE THEIR DREAMS OF AN AUTOMOTIVE CAREER PATH, COLLEGE GRADUATION, AND BUSINESS OWNERSHIP.",B,504,75,Human Services
581946962,GCL&FA INC,Brad,info@gwinnettcountyfair.com,GA,N520,"THE MISSION OF GCL&FA, INC. IS TO PROMOTE GWINNETT COUNTY THROUGH CHARITABLE PURPOSES AND AGRICULTURAL EDUCATION FOR THE PUBLIC.",B,198,75,Recreation
271288541,COLLEGE OF ATHENS INC,Marcia,info@collegeofathens.edu,GA,B20,"TO BE A BIBLICALLY-GROUNDED, HOLY SPIRIT-EMPOWERED, ACCREDITED CHRISTIAN COLLEGE THAT PREPARES MEN AND WOMEN WHO WILL TEACH, REACH, LEAD, AND MINISTER TO OTHERS OUT OF THEIR IDENTITY IN CHRIST THROUGH RELATIONAL, HANDS-ON TRAINING FOR LIFE AND LEADERSHIP IN THE CHURCH, IN THE MARKETPLACE, AND ACROSS THE GLOBE.",B,845,75,Education
271174765,NAK UNION INC,Nak,info@nakunion.org,GA,L22,"TO ENHANCE MENTAL HEALTH AND WELL-BEING THROUGH DIRECT SERVICES, EDUCATION AND COMMUNITY ENGAGEMENT AND CLIENT EMPOWERMENT,FULFILLNG ITS MISSION WHILE ADHERING TO ITS NON PROFIT STATUS",B,533,75,Housing
263359065,BRIARCLIFF OAKS INC,Martin,info@briarcliffoaks.org,GA,L21,"QUALITY, LOW INCOME HOUSING AND SERVICES FOR THE ELDERLY.",B,533,75,Housing
800785628,JEWISH KIDS GROUP FOUNDATION INC,Ana,info@jewishkidsgroups.com,GA,B90,"JEWISH KIDS GROUPS IS AN INDEPENDENT NETWORK OF JEWISH SUPPLEMENTARY SCHOOLS THAT EDUCATE AND INSPIRE CHILDREN-IN A WAY THAT FEELS LIKE SUMMER CAMP-ENGENDERING POSITIVE JEWISH LEARNING, IDENTITY, AND FRIENDSHIPS.",B,845,75,Education
823920554,ETHNE HEALTH INC,Robbie,info@ethnehealth.org,GA,E20,"ETHNE HEALTH DELIVERS COMPREHENSIVE, HIGH VALUE HEALTHCARE THROUGH A CULTURALLY SENSITIVE, NEIGHBOR-CENTERED MEDICAL HOME. WE OFFER PRIMARY CARE (FOR BOTH ADULTS AND KIDS), ACUTE CARE, PSYCHIATRY, EARLY OBSTETRICS, GYNECOLOGY, AND HIV CARE. WE SERVE EVERYONE, REGARDLESS OF INSURANCE OR ABILITY TO PAY.",B,325,75,Health
843606525,INSPIREDU INC,Richard,info@iuatl.org,GA,B99,"InspirEdus mission is to help underserved youth develop the skills needed for education and career success through technology-based learning tools and engagement activities with their families, communities, and schools.",B,845,75,Education
753164848,Oak Grove Montessori School Inc,Allison,office@oakgrovemontessori.com,GA,B20,School to educate small children,B,845,75,Education
582594275,Frederick J Furtah Preparatory School,Kenyata,office@furtahprep.org,GA,B25,"To provide quality primary & secondary education to students in a unique academic environment that embraces diversity, provides a creative learning atmosphere and inspires hope in every student with respect to individual achievement.",B,845,75,Education
990256926,MAUI AIDS FOUNDATION INC,Steven,info@mauiaids.org,HI,G81Z,"THE MISSION OF MAUI AIDS FOUNDATION IS TO PROMOTE THE SEXUAL HEALTH AND WELL-BEING OF THE MEMBERS OF OUR COMMUNITY BY PROVIDING TESTING, PREVENTION, CARE, HOUSING SERVICES, AND HARM REDUCTION SERVICES.",B,42,40,Disease/Disorder
651185517,HAWAII WILDFIRE MANAGEMENT,Andrea,admin@hawaiiwildfire.org,HI,C36,"SERVE AS THE PRIMARY HUB OF WILDFIRE PREVENTION, MITIGATION AND PLANNING ACTIVITIES IN THE HAWAII PACIFIC REGION THROUGH PROACTIVE, COLLABORATIVE AND FORWARD THINKING PROJECTS.",B,111,75,Environment
990113845,HAWAII COUNTY ECONOMIC OPPORTUNITY,Chad,contact@hceoc.net,HI,P200,"THE ORGANIZATION'S MISSION IS TO PREVENT, ALLEVIATE, AND ELIMINATE POVERTY IN THE COUNTY OF HAWAII. THE ORGANIZATION IS A COMMUNITY ACTION AGENCY THAT PROVIDES SERVICES FOR LOW INCOME, ELDERLY, AND HANDICAPPED INDIVIDUALS IN THE COUNTY OF HAWAII.",B,123,75,Human Services
272634578,REAL ONGOING OPPORTUNITIES TO SOAR INC,Maile,office@rootsmaui.org,HI,B24,"THE MISSION OF REAL ONGOING OPPORTUNITITES TO SOAR, INC. IS TO PROVIDE EDUCATIONAL AND EXPERIENTIAL OPPORTUNITIES THAT ENCOURAGE CHILDREN TO THINK INDEPENDENTLY, REALIZE THEIR TALENTS, AND APPLY THEIR LEARNING IN THE WORLD.",B,226,75,Education
464447642,Dreamhouse Inc,Jacob,info@dreamhouseewabeach.org,HI,B11,DreamHouse Inc. is a 501c3 non-profit incorporated to support the launch growth and development of DreamHouse Ewa Beach Public Charter School.,B,226,75,Education
871098803,ELEPAIO SOCIAL SERVICES,Joyce,info@wcchc.com,HI,P50,"THE MISSION OF `ELEPAIO SOCIAL SERVICES IS TO PROVIDE COMMUNITIES WITH COORDINATED CULTURALLY PROFICIENT SOCIAL SERVICES IN A MANNER THAT PROMOTES COMMUNITY SELF-DIRECTION AND SELF-SUFFICIENCY, WITH A GOAL OF ESTABLISHING HEALTH AND ECONOMIC EQUITY.",B,123,75,Human Services
990223896,THE HAWAII JAPANESE SCHOOL,Taiki,info@hjschl.org,HI,B26Z,THE SCHOOL PROVIDES INSTRUCTION TO STUDENTS WHO ARE OF AGE TO ATTEND THE COMPULSORY EDUCATION SYSTEM OF JAPAN AND TO STUDENTS WHO DESIRE TO LEARN THE JAPANESE LANGUAGE COMPATIBLE WITH THE STANDARD EDUCATIONAL CURRICULA IN JAPAN; TO ENABLE STUDENTS TO VALUE THE JAPANESE TRADITION AND AMERICAN HERITAGE TO PROMOTE INTERNATIONAL STANDARDS IN REGARDS TO CONDUCT AND THOUGHT; AND TO OPERATE WITH OTHER EDUCATIONAL AND CULTURAL PROJECT.,B,226,75,Education
990086524,MAUI UNITED WAY,Alex,info@mauiunitedway.org,HI,T70Z,TO RAISE FUNDS FOR VARIOUS HEALTH AND WELFARE AGENCIES.,B,272,75,Philanthropy
990340877,CARDEN ACADEMY OF MAUI,David,office@cardenmaui.org,HI,B24,CARDEN ACADEMY OF MAUI IS COMMITTED TO EDUCATING CHILDREN IN PREK THROUGH 8TH GRADE UTILIZING THE CARDEN METHOD AS ITS FOUNDATION; WHICH FOCUSES ON THE DEVELOPMENT OF THE WHOLE CHILD.,B,226,75,Education
990255760,NA PU'UWAI INC,Daphne,contact@napuuwai.org,HI,Z99Z,SERVING THE HEALTH NEEDS OF NATIVE HAWAIIAN AND RURAL COMMUNITIES IN HAWAI'I.,B,51,50,Unknown
272012662,HOMESTEAD COMMUNITY DEVELOPMENT CORP,Robin,info@hawaiianhomesteads.org,HI,P20,"TO DEVELOP AND FACILITATE THE DEVELOPMENT OF HOMESTEAD PROJECTS AND PROGRAMS THAT PROMOTE ECONOMIC DEVELOPMENT, HOMESTEAD ASSOCIATION CAPACITY TO OWN OR OPERATE COMMUNITY FACILITIES AND OTHER PROJECTS LOCATED ON THE LANDS ESTABLISHED UNDER THE HAWAIIAN HOMES COMMISSION ACT.",B,123,75,Human Services
421204613,THE DANISH IMMIGRANT MUSEUM,Peter,info@danishmuseum.org,IA,A500,"THE MUSEUM OF DANISH AMERICA EXPLORES THE DANISH-AMERICAN EXPERIENCE, THE HISTORIC AND MODERN INFLUENCES OF DENMARK ON THE UNITED STATES, AND THE CONTINUING STORY OF HOW A NATION OF IMMIGRANTS SHAPE AMERICAN IDENTITY.",B,194,75,Arts & Culture
420761060,UNITED WAY OF DUBUQUE AREA TRI-STATES,Danielle,admin@dbqunitedway.org,IA,T70Z,"TO CONNECT PEOPLE AND RESOURCES TO ADVANCE THE HEALTH, EDUCATION, AND INCOME OF THOSE IN NEED IN OUR COMMUNITY.",B,191,75,Philanthropy
421057444,LEGION-AIRES DRUM AND BUGLE CORPS,Jeff,office@colts.org,IA,A6C0,LEGION-AIRES DRUM AND BUGLE CORPS USES MUSICAL PROGRAMS AND EXPERIENCES TO EDUCATE YOUNG PEOPLE IN LIFE SKILLS AND AS LEADERS OF THE FUTURE. OUR PROGRAMS ALL REQUIRE DEDICATION AND HARD WORK AND ALL ARE PERFORMANCE-BASED EDUCATIONAL ENSEMBLES. OUR TWO PRIMARY PROGRAMS INVOLVE EXTENSIVE TRAVEL DURING THE SUMMER.,B,194,75,Arts & Culture
871605740,Iowa Confluence Water Trails,Maggie,info@iconwatertrails.com,IA,C32,"ICON WATER TRAILS IS A REGIONALLY INCLUSIVE RECREATIONAL CONFLUENCE CONNECTING CULTURE, CONSERVATION, AND ADVENTURE BY EMPOWERING OUR WATERWAYS.",B,101,75,Environment
426080176,YOUNG MEN'S CHRISTIAN ASSOCIATION OF FORT MADISON,Jody,info@fortmadisony.org,IA,P27Z,"THE YMCA OF FORT MADISON IS A CHARITABLE, COMMUNITY SERVICE ORGANIZATION THAT INCLUDES MEN, WOMEN, AND CHILDREN OF ALL AGES, ABILITIES, INCOMES, RACES AND RELIGIONS. THE YMCA IS DEDICATED TO BUILDING STRONG KIDS, STRONG FAMILIES, AND STRONG COMMUNITIES BY PUTTING CHRISTIAN PRINCIPLES INTO PRACTICE THROUGH PROGRAMS THAT PROMOTE HEALTHY LIFESTYLES, STRONG VALUES, LEADERSHIP DEVELOPMENT, COMMUNITY INTERACTION, AND INTERNATIONAL UNDERSTANDING. ALL PERSONS ARE WELCOME AT THE YMCA, REGARDLESS OF THEIR ABILITY TO PAY.",B,455,75,Human Services
426119497,IRETON SOCIETY FOR CHRISTIAN,Jim,office@iretonchristianschool.com,IA,B20,"THE MISSION OF IRETON CHRISTIAN SCHOOL IS TO DEVELOP KNOWLEDGE AND UNDERSTANDING IN EACH OF GOD'S CHILDREN SO THEY CAN EFFECTIVELY RELATE TO GOD, TO OTHERS, AND TO CREATION.",B,516,75,Education
421523757,BLESSMAN INTERNATIONAL INC,Beth,office@blessmaninternational.org,IA,G19,"BLESSMAN INTERNATIONAL, INC. EXISTS TO HELP MEET THE PHYSICAL, EDUCATIONAL, EMOTIONAL, AND SPIRITUAL NEEDS OF THE PEOPLE OF SOUTH AFRICA, WITH SPECIAL ATTENTION TO CHILDREN, BY PROVIDING NUTRITIONAL SUPPORT, HOUSING, SKILLS TRAINING, PASTORAL TRAINING, AND BASIC NECESSITIES.",B,109,75,Disease/Disorder
824647969,MEN'S SECOND CHANCE LIVING,Sonya,info@MSCLhouse.org,ID,I31,"THE MISSION OF MSCL HOUSE IS TO HELP MEN LIVING WITH ADDICTION SUCCEED IN THEIR RECOVERY AND ACHIEVE SUSTAINED SOBRIETY BY PROVIDING THEM WITH SAFE, AFFORDABLE, SOBER HOUSING AND SUPPORT SERVICES, WHILE SERVING THEIR NEEDS AND TREATING THEM WITH RESPECT, COMPASSION AND A BELIEF IN THE VALUE OF EACH INDIVIDUAL.",B,16,,Crime/Legal
460587871,FARWISE INC,Kenneth,info@farandwise.org,ID,B82,"TO PROVIDE ACADEMIC SUPPORT AND EXPERIENTIAL EDUCATION FOR STUDENTS FROM EARLY ELEMENTARY THROUGH MIDDLE, HIGH SCHOOL AND BEYOND, AND BY REMOVING FINANCIAL AND OTHER BARRIERS, ENSURES THAT ALL STUDENTS CAN ACHIEVE THIER EDUCATION, CAREER AND LIFE GOALS.",B,154,75,Education
826092501,SAGEBRUSH STEPPE LAND TRUST INC,Matt,admin@sagebrushlandtrust.org,ID,C34,"OUR MISSION IS TO PROTECT, CONNECT, AND ENHANCE WILDLIFE HABITAT, WORKING LANDS, AND COMMUNITY SPACES IN SOUTHEAST IDAHO, NOW AND FOR FUTURE GENERATIONS.",B,77,75,Environment
820416513,IDAHO RURAL WATER ASSOCIATION INC,Shelley,office@idrwa.org,ID,W038,"TO PROVIDE TECHNICAL ASSISTANCE, TRAINING AND A STRONG REPRESENTATIVE VOICE FOR THE BENEFIT OF IDAHO'S DRINKING WATER AND WASTEWATER UTILITY SYSTEMS.",B,21,,Public Policy
820490846,INTERMOUNTAIN FAIR HOUSING COUNCIL,Zoe,contact@ifhcidaho.org,ID,R30,"EDUCATION, OUTREACH AND ENFORCEMENT OF THE FAIR HOUSING ACT.",B,20,,Civil Rights
364300528,Strikers Fox Valley Soccer Club,Kevin,info@strikersfoxvalley.com,IL,N64,"Competitive boys and girls soccer club providing training, league and tournament competition for teams with players ages 6-23.",B,407,75,Recreation
364024533,GIRLS IN THE GAME NFP,Meghan,office@girlsinthegame.org,IL,Z99,"AT GIRLS IN THE GAME NFP, EVERY GIRL FINDS HER VOICE, DISCOVERS HER STRENGTH AND LEADS WITH CONFIDENCE THROUGH FUN AND ACTIVE SPORTS, HEALTH AND LEADERSHIP PROGRAMS.",B,103,75,Unknown
382612882,ASSOCIATION FOR MANUFACTURING EXCELLENCE,Kimberlee,info@ame.org,IL,S400,"TO INSPIRE A COMMITMENT TO ENTERPRISE EXCELLENCE THROUGH EXPERIENTIAL LEARNING BY BRINGING PEOPLE TOGETHER TO SHARE, LEARN AND GROW.",B,304,75,Community Improvement
853672498,Celesterling Foundation,Celestine,info@phx-nfp.org,IL,F20,"The Organization aims to end generational homelessness in the Chicagoland area by providing safe ad stable housing, along with comprehensive services that promote wellness, economic self-sufficiency, and a renewed sense of community.",B,188,75,Mental Health
