ein,organization_name,contact_first_name,contact_email,state,ntee_code,mission_description,email_quality_tier,foundation_count,display_count,sector_label
851435725,Ascend College Prep,William,admin@ascendcollegeprep.com,CO,B29,"Ascend College Prep is a public high school for 10-12th grade students in Colorado Springs and the surrounding area. Our Mission is to ""Prepare and inspire students to become lifelong learners and responsible citizens through rigorous academic courses, personalized electives, and active community engagement.""",B,879,75,Education
462041173,BEHAVIORAL TREATMENT SERVICES INC,Alyssa,info@btxs.org,CO,F30,"TO PROVIDE QUALITY TREATMENT SERVICES TO PEOPLE IN NEED, AND TO ENHANCE THE HEALTH AND WELL-BEING OF THE COMMUNITY.",B,139,75,Mental Health
841447465,San Juan Citizens Alliance,Mark,info@sanjuancitizens.org,CO,C30,"The San Juan Citizens Alliance advocates for clean air, pure water, and healthy lands - the foundations of resilient communities, ecosystems and economies in the San Juan Basin.",B,323,75,Environment
840798499,FORT COLLINS SOCCER CLUB,Andy,office@soccerfortcollins.org,CO,N64Z,"THE FORT COLLINS SOCCER CLUB STRIVES TO ADVANCE AND FOSTER THE GAME OF SOCCER AMONG INDIVIDUALS OF ALL AGES BY PROMOTING SPORTSMANSHIP, LEADERSHIP, SERVICE, EDUCATION, AND OPPORTUNITY TO THE COMMUNITY THROUGH SOCCER.",B,306,75,Recreation
831055723,STREET BUSINESS SCHOOL,Deepti,info@StreetBusinessSchool.org,CO,B60,"TO END GLOBAL POVERTY BY EMPOWERING WOMEN TO BECOME THRIVING ENTREPRENEURS, LIFTING THEIR FAMILIES TO A VIBRANT FUTURE.",B,879,75,Education
815033986,FUTURE EARTH,Erica,contact@futureearth.org,CO,C30,TO ADVANCE RESEARCH IN SUPPORT OF TRANSFORMATIONS TO GLOBAL SUSTAINABILITY.,B,323,75,Environment
841233797,CHILDREN'S ADVOCACY & FAMILY,James,info@sungatekids.org,CO,I020,COORDINATE COMMUNITY RESPONSE TO CHILD ABUSE.,B,144,75,Crime/Legal
010633672,EARLY CHILDHOOD COUNCIL OF LARIMER,Christina,info@ecclc.org,CO,P99,"WE BRING THE COMMUNITY TOGETHER TO SHARE KNOWLEDGE AND RESOURCES, BUILD EXPERTISE AND WORK COLLABORATIVELY TO ENSURE THAT ALL YOUNG CHILDREN IN LARIMER COUNTY HAVE THE CARE, SUPPORT AND OPPORTUNITIES NECESSARY TO GROW, LEARN AND SUCCEED.",B,530,75,Human Services
742239861,DENVER AREA YOUTH SERVICES,Sam,info@denveryouthservices.org,CO,P36Z,TO PROMOTE AND PROVIDE A CONTINUUM OF HUMAN SERVICES TO YOUTH AND THEIR FAMILIES.,B,530,75,Human Services
841187080,DENVER ACADEMY OF TORAH,Melanie,info@datcampus.org,CO,B20Z,"DENVER ACADEMY OF TORAH (THE ""SCHOOL"")PROVIDES EDUCATION TO STUDENTS FROM KINDERGARTEN THROUGH HIGH SCHOOL. THE SCHOOL'S MISSION IS TO NUTURE STUDENTS TO BE TORAH-OBSERVANT ROLE MODELS AND FUTURE LEADERS THROUGH AN INTELLECTUALLY RIGOROUS AND INNOVATIVE EDUCATION IMBUED WITH A LOVE OF ISRAEL.",B,879,75,Education
841339198,GUNNISON LEGACY FUND,Greg,info@gunnisonlegacy.org,CO,C340,THE LEGACY'S PURPOSE IS TO ASSIST LANDOWNERS IN THE GUNNISON BASIN TO PRESERVE AGRICULTURAL LAND BY ACTING AS AN ADVOCATE FOR THE LANDOWNERS IN ASSISTING THEM WITH PLACING CONSERVATION EASEMENTS ON THEIR LAND SO IT WILL BE KEPT INTACT AND AVAILABLE FOR AGRICULTURAL USE.,B,323,75,Environment
465262771,Pikes Peak Regional Airshow,William,info@thesportscorp.org,CO,A99,PIKES PEAK REGIONAL AIRSHOW EDUCATES THE PUBLIC ON THE HISTORY OF MILITARY AIRCRAFT BY PUTTING ON AN AIRSHOW TO SUPPORT THE NATIONAL MUSEUM OF WORLD WAR II AVIATION; THE FT. CARSON 4TH INFANTRY DIVISION MUSEUM; AND THE PETERSON AIR AND SPACE MUSEUM.,B,359,75,Arts & Culture
204574040,University Schools,Chris,info@ascentchristianschool.com,CO,B20,"To ignite a passion for Jesus in students through experiences in worship, academics, missions, leadership and adventure.",B,879,75,Education
841236416,HIGHLANDS RANCH LAW ENFORCEMENT,Bureau,info@hrletf.org,CO,I60Z,PROMOTE TRAINING OPPORTUNITIES FOR LAW ENFORCEMENT AND OTHER EMERGENCY SERVICES.,B,144,75,Crime/Legal
208196263,BRECKENRIDGE HISTORY,Larissa,info@breckhistory.org,CO,A80,Breckenridge History preserves unique historic resources in the Breckenridge area and connects visitors and residents to our past through inspiring interpretation of heritage sites and stories. Operations include an archives facility historical museums interpretive mine sites indoor and outdoor exhibits guided walking tours and preservation of historical assets in the greater Breckenridge area,B,359,75,Arts & Culture
201122039,THE DELORES PROJECT,Debra,info@thedeloresproject.org,CO,L41,"THE DELORES PROJECT PROVIDES SAFE, COMFORTABLE SHELTER AND PERSONALIZED SERVICES FOR UNACCOMPANIED WOMEN AND TRANSGENDER INDIVIDUALS EXPERIENCING HOMELESSNESS. WE ALSO WORK TO END HOMELESSNESS BY ADVOCATING FOR HOUSING SOLUTIONS.",B,142,75,Housing
455626078,PARADOX COMMUNITY TRUST,Paul,info@ruralhomes.co,CO,N12,"TO UNDERTAKE ACTIVITIES LAWFULLY OPEN TO NONPROFIT CORPORATIONS ORGANIZED UNDER THE COLORADO REVISED NONPROFIT CORPORATIONS ACT (""ACT"") TO THE EXTENT SUCH ACTIVITIES MAY BE CONDUCTED BY ORGANIZATIONS ORGANIZED AND OPERATED EXCLUSIVELY FOR CHARITABLE, EDUCATIONAL, AND SCIENTIFIC PURPOSES AS DESCRIBED IN CODE 501(C)(3) INCLUDE DEVELOPING AFFORDABLE HOUSING AND RURAL COMMUNITY DEVELOPMENT.",B,306,75,Recreation
840680957,ACCELERATED SCHOOLS OF DENVER,Michelle,info@acceleratedschools.org,CO,B280,"TO OPERATE A PREPARATORY SCHOOL FOR CHILDREN IN ELEMENTARY GRADES THROUGH HIGH SCHOOL AND, , FOREIGN HIGH SCHOOL STUDENTS NEEDING TUTORING, COLLEGE PREPARATORY, ADVANCED STUDIES, AND ENGLISH LANGUAGE INSTRUCTION.",B,879,75,Education
832116721,Open Arms Assisted Living,Antonette,info@openarmsmontbello.org,CO,L22,"Open Arms Assisted Living operates a mission-based assisted living facility for the elderly, serving the Montbello and the broader Denver community.",B,142,75,Housing
841049318,COLORADO HOMELESS FAMILIES INC,Karen,info@beyondhome.org,CO,L200,CHF assists working families in their quest to go from homelessness to self-sufficiency for life.,B,142,75,Housing
841149609,THE DAIRY CENTER FOR THE ARTS,Jenn,office@thedairy.org,CO,A900,"THE DAIRY ARTS CENTER CONNECTS A DYNAMIC AND DIVERSE COMMUNITY TO CREATE INSPIRING AND ENGAGING EXPERIENCES IN THE PERFORMING, CINEMATIC, AND VISUAL ARTS.",B,359,75,Arts & Culture
841467134,BOULDER PRIDE,Mardell,info@rmequality.org,CO,R26,"WORKING INDEPENDENTLY AND IN COLLABORATION, WE FACILITATE CONNECTION, ADVOCACY, EDUCATION, RESEARCH AND PROGRAMS TO ENSURE LGBTQ+ PEOPLE AND COMMUNITIES THRIVE IN BOULDER COUNTY AND BEYOND.",B,158,75,Civil Rights
460557282,JOSHUA INC,Cynthia,info@joshuaschool.org,CO,B28,"DEVELOPING, PROMOTING, CONDUCTING, SPONSORING AND ENCOURAGING DIRECTLY THROUGH AFFILIATED CHARITIES, PROGRAMS TO PROVIDE EDUCATIONAL AND THERAPEUTIC SERVICES TO INDIVIDUALS OF ALL AGES WITH AUTISM SPECTRUM DISORDERS AND DEVELOPMENTAL DISABILITIES.",B,879,75,Education
840622356,National Little Britches Rodeo Association,Annie,info@nlbra.com,CO,A23Z,"AWARD COLLEGE SCHOLARSHIPS TO WINNERS IN ANNUAL FINALS RODEO IN GUTHRIE, OKLAHOMA, PROMOTE RODEOS, OPEN FRANCHISES, AND SERVE MEMBERS.",B,359,75,Arts & Culture
020673474,DEVELOPMENTAL FX,Bryan,info@developmentalfx.org,CO,G80,"THE MISSION OF DFX IS TO PREPARE CHILDREN WITH DEVELOPMENTAL DIFFERENCES FOR A BRIGHT FUTURE OF ENGAGED BELONGING BY EQUIPPING THEM, THEIR FAMILIES, THERAPISTS, AND TEACHERS VIA INNOVATIVE PROGRAMMING IN COLORADO AND AROUND THE WORLD.",B,138,75,Disease/Disorder
741894594,NATIONAL CENTER FOR HIGHER EDUCATION,Sally,info@nchems.org,CO,B40B,IMPROVE STRATEGIC DECISION MAKING IN POSTSECONDARY EDUCATION INSTITUTIONS AND STATE AGENCIES,B,879,75,Education
200369318,ACCESS AFTERSCHOOL,Debra,info@AccessAfterSchool.org,CO,A20,"THE CORPORATION IS ORGANIZED AND OPERATED PRIMARILY TO PROMOTE, SUPPORT AND ENHANCE EDUCATION BY PARTNERING WITH LOCAL SCHOOLS TO ADMINISTER AFTER-SCHOOL PROGRAMS, INCLUDING PROVIDING FINANCIAL SUPPORT TO ALLOW LOWER-INCOME STUDENTS TO PARTICIPATE IN SUCH PROGRAMS, TO PROVIDE CHILDREN WITH SUPPORT AND OPPORTUNITIES TO DEVELOP THE SKILLS NECESSARY TO GROW INTO CAPABLE, SELF-ASSURED, CONFIDENT INDIVIDUALS THAT ARE CONNECTED TO THEIR COMMUNITIES AND FAMILIES THROUGH COLLABORATION WITH AREA SERVICE PROVIDERS AND SCHOOLS TO DELIVER DIVERSE, FUN AND EDUCATIONAL PROGRAMS.",B,359,75,Arts & Culture
261532509,TRAILS PRESERVATION ALLIANCE,Chad,info@coloradotpa.org,CO,C19,"THE ORGANIZATION IS ORGANIZED EXCLUSIVELY FOR CHARITABLE, SCIENTIFIC, AND EDUCATIONAL PURPOSES, MORE SPECIFICALLY TO THE PROMOTION, PRESERVATION, AND EXPANSION OF MULTIPLE USE SINGLE TRAILS ON PUBLIC LANDS IN COLORADO AND SURROUNDING AREA, AND TO PURSUE ANY OTHER LAWFUL PURPOSE AND BUSINESS.",B,323,75,Environment
811857717,ILEARN COLLABORATIVE,Judy,info@ilearncollaborative.org,CO,B90,"ILEARN COLLABORATIVE CREATES EQUITY IN K-12 EDUCATION BY BUILDING THE CAPACITY OF EDUCATORS TO IMPLEMENT STUDENT-CENTERED LEARNING. WE PROVIDE PROFESSIONAL DEVELOPMENT, CONSULTING SERVICES AND A WIDE VARIETY OF DIGITAL RESOURCES, AND WE WELCOME THE INVOLVEMENT OF ALL WHO SHARE OUR PASSIONS.",B,879,75,Education
846048416,ROICE-HURST HUMANE SOCIETY INC,Anna,info@rhhumanesociety.org,CO,D200,"PROVIDES SHELTER AND CARE TO HOMELESS DOGS AND CATS, AS WELL AS PET ADOPTION SERVICES, PET RESOURCES FOR ADOPTERS AND THE PUBLIC, AND EDUCATION ABOUT RESPONSIBLE PET OWNERSHIP.",B,282,75,Animal-Related
840972509,COLORADO ORGANIZATION FOR VICTIM'S,Mark,info@coloradocrimevictims.org,CO,P62Z,"THE COLORADO ORGANIZATION OF VICTIM ASSISTANCE (COVA) IS COMMITTED TO FAIRNESS AND HEALING FOR CRIME VICTIMS, THEIR FAMILIES AND COMMUNITIES THROUGH LEADERSHIP, EDUCATION AND ADVOCACY. BY OPERATING IN AN INCLUSIVE AND COMPASSIONATE MANNER, COVA CREATES SOLUTIONS AND POSITIVE CHANGE.",B,530,75,Human Services
824274985,Resilient Communities Resilient Futures,Eleonora,info@resilientfutures.us,CO,B90,The mission of Resilient Communities Resilient Futures is to cultivate compassionate and empowered communities through trauma-informed work designed to drive sustainable change.,B,879,75,Education
841444277,Vuela for Health,Diana,info@vuelaforhealth.org,CO,S21Z,"Vuelas mission is to unite and engage Latino communities through education, collaboration, and leadership development, to improve the physical, mental, social, and emotional well-being of participants and their families.",B,167,75,Community Improvement
841587575,GRAND COUNTY RURAL HEALTH NETWORK,Jen,info@gcruralhealth.org,CO,E99,WE WORK IN PARTNERSHIP TO ADVOCATE FOR AND SUPPORT THE HEALTH OF OUR COMMUNITY.,B,371,75,Health
841186592,NATIONAL NETWORK FOR ORAL HEALTH ACCESS,Phillip,info@nnoha.org,CO,E70Z,"THE NATIONAL NETWORK FOR ORAL HEALTH ACCESS IS ORGANIZED EXCLUSIVELY FOR CHARITABLE, SCIENTIFIC AND EDUCATIONAL PURPOSES, MORE SPECIFICALLY TO SUPPORT EFFORTS THAT LEAD TO IMPROVED ORAL HEALTH STATUS AND ACCESS TO CARE FOR LOW INCOME POPULATIONS.",B,371,75,Health
202169766,BRIGHT FUTURES,Kathleen,admin@brightfuturesforchildren.org,CO,P193,"BRIGHT FUTURES PROVIDES RESOURCES TO IMPROVE THE LIVES OF CHILDREN AND FAMILIES. BRIGHT FUTURES WORKS TO INCREASE THE QUALITY, ACCESSIBILITY AND AVAILABILITY FOR EARLY CARE AND EDUCATION IN SAN MIGUEL, OURAY, MONTROSE, DELTA AND SAN JUAN COUNTIES. BRIGHT FUTURES OFFERS ALIGNED, COLLABORATIVE AND INTEGRATED SERVICES ACCROSS KEY SYSTEMS OF FAMILY SUPPORT AND EARLY CHILDHOOD CARE AND EDUCATION.",B,530,75,Human Services
550479715,Association of Gospel Rescue Missions,John,info@citygatenetwork.org,CO,P030,"Association of Gospel Rescue Missions exists to provide the vision, education, training, resources, guidance, representation, and nexus for missions and kindred ministries that are moving people in destitute conditions or desperate situations from human suffering to human flourishing through the process of gospel-powered life transformation.",B,530,75,Human Services
841069931,THE GOLDEN TRIANGLE LEARNING CENTER,Casey,info@1080learningcenter.com,CO,P33,"THE CENTER PROVIDES QUALITY CHILDCARE IN THE GOLDEN TRIANGLE NEIGHBORHOOD NEAR DOWNTOWN DENVER AND CREATES A LEARNING ENVIRONMENT IN WHICH EACH CHILD CAN EXPERIENCE THE VALUE OF LOVE, ACCEPTANCE, SHARING AND CARING.",B,530,75,Human Services
742182919,MCKEE MEDICAL CENTER FOUNDATION,Kara,info@mckeefoundationco.com,CO,E112,"THE MISSION OF THE MCKEE FOUNDATION IS TO ACTIVELY SUPPORT A COMMUNITY IN PURSUIT OFWELLNESS BY BRIDGING GAPS IN HEALTHCARE ACCESS. THE MCKEE WELLNESS FOUNDATIONSUPPORTS MCKEE MEDICAL CENTER, BANNER FORT COLLINS MEDICAL CENTER, AND ITSAFFILIATES.",B,371,75,Health
742395223,CASTLE ROCK COMMUNITY INTER CHURCH,Daniel,info@helpandhopecenter.org,CO,P60Z,"TO MEET THE IMMEDIATE NEEDS OF RESIDENTS OF DOUGLAS AND ELBERT COUNTIES WHO ARE IN FINANCIAL DISTRESS AND AT RISK OF BECOMING HOMELESS, TO HELP THEM THROUGH TROUBLESOME TIMES WITH DIGNITY.",B,530,75,Human Services
863645639,ROOTS MUSIC PROJECT FOUNDATION,David,contact@rootsmusicproject.org,CO,A24,"TO AMPLIFY THE LIVE MUSIC COMMUNITY THROUGH PERFORMANCE AND ARTIST DEVELOPMENT, PERFORMANCE AND EDUCATION.",B,359,75,Arts & Culture
812883822,QUEER ASTERISK,Sorin,info@queerasterisk.com,CO,F60,"Queer Asterisk empowers and nurtures the diverse ways of being that LGBTQ people embody by providing accessible counseling, education and community programs that uplift LGBTQ lives",B,139,75,Mental Health
813460352,Peer Coach Academy Colorado,Rod,info@pcacolorado.com,CO,F21,"To engage, educate, and advocate for, the recovery community peers, allies, and stakeholders.",B,139,75,Mental Health
840795455,ROCKY MOUNTAIN MULTIPLE SCLEROSIS,Gina,info@mscenter.org,CO,Z99,"IMPROVE THE LIVES OF PEOPLE WITH MS AND THEIR FAMILIES THROUGH CARE, SUPPORT, EDUCATION AND RESEARCH.",B,82,75,Unknown
846037716,ASCEND PERFORMING ARTS INC,Mark,info@AscendPerformingArts.org,CO,A6C0,"The mission of Ascend Performing Arts is to further the education and growth of young people through participation in performing arts programs of the highest caliber, which promote teamwork and discipline, develop leadership skills, and enhance self-esteem.",B,359,75,Arts & Culture
873774775,BENEFITS IN ACTION,Michael,info@benefitsinaction.org,CO,P50,"BENEFITS IN ACTION IS A NONPROFIT ORGANIZATION DEDICATED TO SUPPORTING OUR DIVERSE COMMUNITY WITH A FOCUS ON THE ELDERLY AND UNDERSERVED TO IMPROVE THEIR UNDERSTANDING, ACCESS, AND UTILIZATION OF FOOD AND HEALTH-RELATED BENEFITS TO ENHANCE FOOD SECURITY, HEALTH, AND WELL-BEING.",B,530,75,Human Services
261956419,St Vrain Community Montessori School,Jennifer,office@svcmontessori.org,CO,B29,"St. Vrain Community Montessori School provides an authentic Montessori Education Program for PK-8 students, including pre-kindergarten for 3 and 4 year olds. Enrollment is approximately 267 students.",B,879,75,Education
841169001,EMILY GRIFFITH FOUNDATION,Robin,info@egfoundation.org,CO,B11,"TO PROVIDE EDUCATIONAL AND CHARITABLE FUNDING FOR THE SUPPORT OF STUDENTS, FACULTY, STAFF, ALUMNI, AND PROGRAMS OF EMILY GRIFFITH TECHNICAL COLLEGE.",B,879,75,Education
264678835,DOLLS FOR DAUGHTERS,Erik,info@KenzisCauses.org,CO,P20,"DOLLS FOR DAUGHTERS & KENZI'S KIDZ DBA KENZI'S CAUSES WORKS TO SUPPORT UNDERPRIVILEGED CHILDREN AND THEIR FAMILIES IN COLORADO BY PROVIDING TOYS, FOOD AND MORE DURING THE HOLIDAYS; SCHOOL SUPPLIES AND CLOTHING DURING THE SCHOOL YEAR; AND ASSISTING FAMILIES THROUGH COMMUNITY OUTREACH, FINANCIAL PLANNING AND PROFESSIONAL SUPPORT.",B,530,75,Human Services
262969004,MOUNTAINS AND PLAINS INSTITUTE FOR LIFELONG LEARNING AND SERVICE INC,William,info@mpills.org,CO,P81,"The Mountains and Plains Institute for Lifelong Learning and Service is a non-profit corporation committed to providing high quality and affordable educational courses, travel, and service learning opportunities for adults. We believe that learning and giving back to others is a lifelong process and discovering new ideas, sharing challenges and experiences is the basis of lifelong rewards. We will partner and work with other non-profit organizations and educational institutions to provide the educational and service experiences.",B,530,75,Human Services
840869447,CAT CARE SOCIETY,Jan,info@catcaresociety.org,CO,D200,"PROVIDE CARE, SHELTER, AND ADOPTION SERVICES FOR ABUSED, ABANDONED, AND NEGLECTED CATS.",B,282,75,Animal-Related
841217386,EASTBAY SENIOR HOUSING,Jeff,info@brothersredevelopment.org,CO,L22,AFFORABLE SENIOR HOUSING PROVIDER FOR GENERAL COMMUNITY.,B,142,75,Housing
204596400,Stone Creek Elementary School,Siri,office@stonecreekschool.org,CO,B29,To provide a revolutionary learning experience for children grades K through 8.,B,879,75,Education
223121606,IMMACARE INC,Louis,info@immacare.org,CT,L410,"SINCE 1981, IMMACARE HAS BEEN A LIFE-SAVING RESOURCE FOR THOUSANDS OF INDIVIDUALS EXPERIENCING HOMELESSNESS, PROVIDING EMERGENCY SHELTER, SUPPORTIVE HOUSING, MOBILE OUTREACH AND CLIENT-CENTERED CASE MANAGEMENT SERVICES. THE AGENCY HELPS INDIVIDUALS MOST VULNERABLE TO LIFE ON THE STREETS OF HARTFORD, INCLUDING THOSE WITH DEBILITATING ILLNESSES AND SEVERE SUBSTANCE ABUSE AND MENTAL HEALTH ISSUES, SOME OF WHOM ARE HOMELESS VETERANS. THE MISSION OF THE ORGANIZATION ILLUMINATES OUR WORK: ""IMMACARE STRIVES TO ELIMINATE HOMELESSNESS IN THE HARTFORD REGION, WHILE BUILDING A MORE VIBRANT COMMUNITY, BY CREATING SAFE AND AFFORDABLE HOUSING OPTIONS AND INCREASING THE SKILLS, INCOME AND HOPE OF THOSE WHO STRUGGLE WITH HOUSING CRISIS.""",B,132,75,Housing
060653185,BOYS & GIRLS CLUB OF THE LOWER NAUGATUCK,Shaye,info@BGC-LNV.org,CT,O230,"TO INSPIRE AND ENABLE ALL YOUNG PEOPLE, ESPECIALLY THOSE WHO NEED US MOST, TO RECOGNIZE THEIR FULL POTENTIAL AS PRODUCTIVE, RESPONSIBLE, AND CARING CITIZENS. OUR SIX CORE VALUES WHICH EXEMPLIFY OUR MISSION HELPS FOSTER AN ENVIRONMENT THAT IS SAFE AND TEACHES OUR CHILDREN TO BE TRUSTWORTHY, RESPECTFUL, INSPIRED, DEPENDABLE AND ENABLED.",B,149,75,Youth Development
237346410,CONNECTICUT CHILDRENS MUSEUM INC,Elizabeth,info@thechildrensbuilding.org,CT,A520,EARLY CHILDHOOD EDUCATION,B,345,75,Arts & Culture
060996479,SAFE HAVEN OF GREATER WTBY INC,Marianne,info@safehavenofgw.org,CT,P43Z,THE ORGANIZATION PROVIDES SHELTER AND COUNSELING FOR WOMEN AND CHILDREN WHO WERE VICTIMS OF DOMESTIC VIOLENCE.,B,327,75,Human Services
060919178,ESTUARY COUNCIL OF SENIORS INC,Stan,info@yourestuary.org,CT,P81,"PROVIDING NUTRITION, TRANSPORTATION, HEALTH AND SUPPORT SERVICES, AND SOCIALIZATION THROUGH PROGRAMS, SERVICES, EDUCATION, AND ADVOCACY.",B,327,75,Human Services
060958072,REAL ART WAYS INC,John,info@realartways.org,CT,A200,"REAL ART WAYS IS AN ALTERNATIVE MULTIDISCIPLINARY ARTS ORGANIZATION THAT PRESENTS AND SUPPORTS CONTEMPORARY ARTISTS AND THEIR WORK, FACILITATES THE CREATION OF NEW WORK, AND CREATIVELY ENGAGES, BUILDS, AND INFORMS AUDIENCES AND COMMUNITIES.",B,345,75,Arts & Culture
841707447,Believe In Me Empowerment Corporation,Sauda,contact@bimecnewhaven.com,CT,F20,"Dedicated to improving the lives of children, young adults, and their families in disadvantaged areas of Greater New Haven County.",B,108,75,Mental Health
061570097,NORWALKSTAMFORD GRASSROOTS,Chris,admin@ngtenniseducation.org,CT,N66,"NORWALK/STAMFORD GRASSROOTS TENNIS & EDUCATION, INC. OPERATES A FREE COMMUNITY TENNIS AND EDUCATION PROGRAM FOR CHILDREN FROM DISADVANTAGED FAMILIES IN THE CITIES OF NORWALK AND STAMFORD, CONNECTICUT. NORWALK/STAMFORD GRASSROOTS TENNIS EMPLOYS A COMPREHENSIVE APPROACH TO TREAT THE NEEDS OF THE WHOLE CHILD, EMPHASIZING ACHIEVEMENTS ON THE TENNIS COURT, IN THE CLASSROOM, A PLAN FOR COLLEGE AND THE OPPORTUNITY TO EXPLORE DIFFERENT CAREER OPTIONS UNTIL EACH CHILD FINDS A FIT FOR HIS/HER TALENTS AND INTERESTS.",B,139,75,Recreation
061453500,BREAST CANCER ALLIANCE INC,Courtney,info@breastcanceralliance.org,CT,E99Z,"TO IMPROVE SURVIVAL RATES AND QUALITY OF LIFE FOR THOSE IMPACTED BY BREAST CANCER THROUGH BETTER PREVENTION, EARLY DETECTION, TREATMENT AND CURE. TO PROMOTE THESE GOALS, WE INVEST IN INNOVATIVE RESEARCH, BREAST SURGERY FELLOWSHIPS, EDUCATION, DIGNIFIED SUPPORT AND REGIONAL SCREENING FOR THE UNDERSERVED.",B,321,75,Health
061057542,LIBRARIES ONLINE INC,Farara,info@lioninc.org,CT,B700,COMPUTER NETWORK SERVING MEMBER LIBRARIES,B,1012,75,Education
061438889,REACH PREP INC,Gina,info@reachprep.org,CT,B99,SEE SCHEDULE O,B,1012,75,Education
066085183,LYME LAND CONSERVATION TRUST INC,Kristina,info@lymelandtrust.org,CT,C340,"CONSERVATION OF LYME'S NATURAL, SCENIC AND HISTORIC LAND & WATER RESOURCES.",B,168,75,Environment
060850379,BIG BROTHERS BIG SISTERS OF,Andrew,info@mentornj.org,CT,O31Z,"TO PROVIDE CHILDREN FACING ADVERSITY WITH STRONG AND ENDURING, PROFESSIONALLY SUPPORTED ONE-TO-ONE RELATIONSHIPS THAT CHANGE THEIR LIVES FOR THE BETTER, FOREVER.",B,149,75,Youth Development
060710496,WESTPORT WESTON COOPERATIVE NURSERY,Kacey,info@westportwestoncoop.org,CT,B21Z,WWCNS'S MISSION IS TO PROVIDE THE HIGHEST QUALITY EDUCATIONAL CHILDCARE SERVICES TO FAMILIES WITH CHILDREN FROM AGES TWO THROUGH FOUR.,B,1012,75,Education
862159959,THE NORWALK CONSERVATORY OF THE ARTS,Brian,info@thenorwalkconservatory.org,CT,B40,TO PROVIDE AN EDUCATIONAL EXPERIENCE TO ASPIRING STUDENTS IN THE THEATRE ARTS MAJOR.,B,1012,75,Education
455453704,RECOVERY COMMUNITY DEVELOPMENT INC,Anthony,info@recovcd.org,CT,J20,"CREATE AND MANAGE AFFORDABLE, SUPPORTIVE, SOBER HOUSING AND PROVIDE TRADE SKILLS TRAINING TO MEN RECOVERING FROM ADDICTION.",B,61,60,Employment
061431360,CONNECTICUT ALLIANCE OF FOSTER,Margaret,info@cafafct.org,CT,A20,"THE ORGANIZATION IS COMMITTED TO STRENGTHENING FOSTER, ADOPTIVE, AND KINSHIP CARE FAMILIES THROUGH SUPPORT, TRAINING, ADVOCACY, RECRUITMENT AND RETENTION WITH THE AIM OF NURTURING CHILD SAFETY, WELLBEING AND STABILITY IN PARTNERSHIP WITH CHILD WELFARE PROFESSIONALS AND THE ENTIRE COMMUNITY.",B,345,75,Arts & Culture
060763897,Darien Community Association Inc,Amy,info@dariendca.org,CT,S220,"Provide educational, cultural, recreational and civic programs; generate funds for scholarships and other philanthropic works within the community; maintain Meadowlands as a community resource.",B,84,75,Community Improvement
066079549,NEWTOWN FOREST ASSOCIATION INC,Trent,admin@newtownforestassociation.org,CT,C340,"The Newtown Forest Association is the oldest private land trust organization in Connecticut. It has been dedicated for one hundred years to securing for the residents of Newtown and for posterity generally the benefits derived from open space lands. Lands which include, but are not limited to, forest and agricultural land, wildlife and nature preserves and watersheds.",B,168,75,Environment
275131268,BUCKLEY INSTITUTE INC,Lauren,info@buckleyinstitute.com,CT,B99,"THE MISSION OF THE BUCKLEY INSTITUTE IS TO PROMOTE INTELLECTUAL DIVERSITY AND FREEDOM OF SPEECH AT YALE UNIVERSITY. WE AIM TO FOSTER ROBUST AND OPEN DEBATE, PROVIDE A HOME FOR ENLIGHTENED CONSERVATIVE THOUGHT, AND EXPOSE STUDENTS TO OFTEN-UNVOICED VIEWS. WE BELIEVE THAT GENUINE INTELLECTUAL DIVERSITY IS ESSENTIAL FOR ADVANCING CRITICAL INQUIRY AND SEEK TO CHALLENGE IDEOLOGICAL COMPLACENCY WHEREVER IT EXISTS.",B,1012,75,Education
060667607,CATHOLIC CHARITIES INC,Marek,info@cclubbock.org,CT,P40Z,"MISSION: REFLECTING GOD'S LOVE, WE PARTNER WITH ALL TO STRENGTHEN FAMILIES AND INSPIRE PEOPLE TO ACHIEVE THEIR FULLEST POTENTIAL.",B,327,75,Human Services
010648561,NATIONAL MENTAL HEALTH CORPS INC,Patricia,info@nationalmentalhealthcorps.org,CT,B60,"NATIONAL MENTAL HEALTH CORPS INC.'S MISSION IS TO IMPROVE HEALTH EQUITY IN OUR NATION'S COMMUNITIES THROUGH INNOVATIVE PARTNERSHIP-BASED INITIATIVES IN EDUCATION, SERVICE AND LEADERSHIP DEVELOPMENT.",B,1012,75,Education
061594125,FAIRFIELD THEATRE COMPANY INC,John,info@fairfieldtheatre.org,CT,A65,"FAIRFIELD THEATRE COMPANY (FTC) IS DEDICATED TO CONNECT AND ENRICH THE COMMUNITY THROUGH THE TRANSFORMING POWER OF THE ARTS. FTC BELIEVES THAT THE QUALITY OF LIFE IS RICHLY INFLUENCED BY OPPORTUNITIES TO GET OUT AND COME TOGETHER IN PUBLIC PLACES TO ENJOY ART, MUSIC, THEATRE, FILM AND ART EDUCATION.",B,345,75,Arts & Culture
