prospect_ein,contact_email,to_email,subdomain,template_used,subject_line,from_address,status,message_id,timestamp,error
208624702,info@oneworldeducation.org,info@oneworldeducation.org,info,A,Private funders for education in District of Columbia,Alec Kleinman <alec@info.thegrantscout.com>,sent,b90406af-a31f-4a5a-937c-b04d2785cda5,2026-02-18T16:29:54.711213+00:00,
721374587,pams@alabamacasa.org,pams@alabamacasa.org,insights,A,Private funders for civil rights in Alabama,Alec Kleinman <alec@insights.thegrantscout.com>,sent,9af1f9ff-59b1-4378-b0c9-c0a05dac2e08,2026-02-18T16:30:04.573817+00:00,
030472883,info@casadc.org,info@casadc.org,mail,C,Foundation funding for CASA for Children,Alec Kleinman <alec@mail.thegrantscout.com>,sent,f5c160f9-72c1-4125-82c1-ddb351ae2f88,2026-02-18T16:30:15.812418+00:00,
931319970,info@portlandpf.org,info@portlandpf.org,outreach,A,Private funders for recreation in Oregon,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,29daaa6d-0162-4bcb-8195-746855373cd2,2026-02-18T16:30:25.326387+00:00,
146049022,office@Clearwater.org,office@Clearwater.org,team,C,Foundation funding for Hudson River Sloop Clearwater,Alec Kleinman <alec@team.thegrantscout.com>,sent,08e5b526-32b0-4b83-ab6e-08a0da569818,2026-02-18T16:30:37.535686+00:00,
800232715,ctarjette@barabooccs.com,ctarjette@barabooccs.com,ai,A,Private funders for education in Indiana,Alec Kleinman <alec@ai.thegrantscout.com>,sent,bc2921a7-6511-42eb-9f20-83ee6caba445,2026-02-18T16:30:47.110278+00:00,
366109822,info@renaissancesociety.org,info@renaissancesociety.org,connect,C,Foundation funding for The Renaissance Society at,Alec Kleinman <alec@connect.thegrantscout.com>,sent,488c494d-225e-483f-aa50-98d796c5daf3,2026-02-18T16:30:59.013160+00:00,
364406348,Info@winstonknolls-hecampus.org,Info@winstonknolls-hecampus.org,contact,A,Private funders for medical research in Illinois,Alec Kleinman <alec@contact.thegrantscout.com>,sent,2077d323-0540-46e5-a9f7-8e2d97058ab9,2026-02-18T16:31:08.836501+00:00,
202503955,info@mndiscoverycenter.org,info@mndiscoverycenter.org,email,A,Private funders for education in Minnesota,Alec Kleinman <alec@email.thegrantscout.com>,sent,7250e9d1-df17-49b1-a2dd-8fe1d358cc92,2026-02-18T16:31:20.608221+00:00,
465694050,info@healthecityamarillo.com,info@healthecityamarillo.com,hello,A,Private funders for health in Texas,Alec Kleinman <alec@hello.thegrantscout.com>,sent,242ea5e1-0ff8-4e78-bba6-2303dea7126c,2026-02-18T16:31:29.739138+00:00,
840795455,info@mscenter.org,info@mscenter.org,info,A,Private funders for health in Colorado,Alec Kleinman <alec@info.thegrantscout.com>,sent,1f7bcfc5-72ed-4b80-b7ad-b478bf06d530,2026-02-18T16:31:38.733188+00:00,
750939932,office@fourstatesfair.com,office@fourstatesfair.com,insights,A,Private funders for recreation in Arkansas,Alec Kleinman <alec@insights.thegrantscout.com>,sent,b8f7bca0-27cf-4672-bdbe-28934aec435b,2026-02-18T16:31:48.929446+00:00,
646011108,director@mmrls.lib.ms.us,director@mmrls.lib.ms.us,mail,A,Private funders for education in Mississippi,Alec Kleinman <alec@mail.thegrantscout.com>,sent,49e2c822-7dac-4954-85db-d3f4c130b80e,2026-02-18T16:32:00.588862+00:00,
043095890,info@rfc.org,info@rfc.org,outreach,A,Private funders for human services in Massachusetts,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,22ef13a6-1e74-4e4e-b7b2-5057629f03c8,2026-02-18T16:32:12.169253+00:00,
815342358,info@thriveforlife.org,info@thriveforlife.org,team,C,Foundation funding for Thrive for Life Prison Project,Alec Kleinman <alec@team.thegrantscout.com>,sent,1352e7a9-ee1e-44d8-8036-332d6c8c9c77,2026-02-18T16:32:21.947720+00:00,
461058160,info@dh-ristore.org,info@dh-ristore.org,ai,A,Private funders for housing in Maryland,Alec Kleinman <alec@ai.thegrantscout.com>,sent,7e1d87d2-b722-481c-ab19-4512e9f108fa,2026-02-18T16:32:34.069818+00:00,
954571388,social@southcentrallamp.org,social@southcentrallamp.org,connect,C,Foundation funding for South Central Los Angeles Ministry Project,Alec Kleinman <alec@connect.thegrantscout.com>,sent,6c82f9b9-404b-44b2-972f-300d3eaa1a12,2026-02-18T16:32:44.366902+00:00,
900616303,bmichener@lincolnlighthouse.org,bmichener@lincolnlighthouse.org,contact,A,Private funders for mental health in Colorado,Alec Kleinman <alec@contact.thegrantscout.com>,sent,360f9c91-6bcf-4a84-96c0-dfc00480f07c,2026-02-18T16:32:55.149222+00:00,
136153378,education@bronxhistoricalsociety.org,education@bronxhistoricalsociety.org,email,A,Private funders for arts and culture in New York,Alec Kleinman <alec@email.thegrantscout.com>,sent,a739c3a0-44af-46a4-b18b-ccf8abd79372,2026-02-18T16:33:06.629568+00:00,
341821699,info@deerassic.com,info@deerassic.com,hello,A,Private funders for arts and culture in Ohio,Alec Kleinman <alec@hello.thegrantscout.com>,sent,7f8ccaf7-6c64-4e60-9cd1-57f0fb8908ea,2026-02-18T16:33:17.398377+00:00,
542015821,info@appd.org,info@appd.org,info,C,Foundation funding for Association of Pediatric Program,Alec Kleinman <alec@info.thegrantscout.com>,sent,ada514e5-5e0a-4d07-a008-d17491f19635,2026-02-18T16:33:26.941495+00:00,
861430466,asa.hoffman@lutherclassical.org,asa.hoffman@lutherclassical.org,insights,A,Private funders for education in Wyoming,Alec Kleinman <alec@insights.thegrantscout.com>,sent,fccab9fe-5543-4088-a4b4-41d4157a9d7e,2026-02-18T16:33:36.060502+00:00,
943271217,gbillodeau@kokoroassistedliving.org,gbillodeau@kokoroassistedliving.org,mail,C,Foundation funding for Kokoro Assisted Living,Alec Kleinman <alec@mail.thegrantscout.com>,sent,0b228b65-8865-424f-8ce7-8fbc1b112520,2026-02-18T16:33:47.209336+00:00,
521296839,info@brcliving.org,info@brcliving.org,outreach,A,Private funders for health in Virginia,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,2b1b22bb-03f3-4150-93db-0c276b276daf,2026-02-18T16:33:56.330023+00:00,
880468000,Allison.McCoy@AGEM.org,Allison.McCoy@AGEM.org,team,C,Foundation funding for Association of Gaming Equipment,Alec Kleinman <alec@team.thegrantscout.com>,sent,eed72f93-daf8-483a-81ff-a6e5eb37f78e,2026-02-18T16:34:08.607952+00:00,
141493746,Lackershoe@aol.com,Lackershoe@aol.com,ai,A,Private funders for community improvement in New York,Alec Kleinman <alec@ai.thegrantscout.com>,sent,04c185ad-60c0-498e-9552-61ac9075d58e,2026-02-18T16:34:18.590189+00:00,
392015286,hello@childrensmuseumec.com,hello@childrensmuseumec.com,connect,A,Private funders for arts and culture in Wisconsin,Alec Kleinman <alec@connect.thegrantscout.com>,sent,ba07c6ed-8996-4de5-b140-2a27c214a442,2026-02-18T16:34:29.810949+00:00,
161365231,info@veteranshealthresearch.org,info@veteranshealthresearch.org,contact,A,Private funders for medical research in New York,Alec Kleinman <alec@contact.thegrantscout.com>,sent,cf560129-5c8e-4672-97bb-b3b50dfc7dbd,2026-02-18T16:34:39.041537+00:00,
440656877,LyceumTheatre@LyceumTheatre.org,LyceumTheatre@LyceumTheatre.org,email,A,Private funders for arts and culture in Missouri,Alec Kleinman <alec@email.thegrantscout.com>,sent,6ac70a39-82f6-4437-9a81-86f9a7fdcf9f,2026-02-18T16:34:51.140341+00:00,
540799130,communications@broadwateracademy.org,communications@broadwateracademy.org,hello,A,Private funders for education in Virginia,Alec Kleinman <alec@hello.thegrantscout.com>,sent,4ce1b065-9029-448e-a884-855ab93087e1,2026-02-18T16:35:00.153800+00:00,
823547898,dash@roccharlotte.org,dash@roccharlotte.org,info,C,Foundation funding for The ROC Charlotte,Alec Kleinman <alec@info.thegrantscout.com>,sent,307d3dbf-b13d-4923-b95d-1b5c8ab1211f,2026-02-18T16:35:12.250646+00:00,
274207828,info@galvestonurbanministries.org,info@galvestonurbanministries.org,insights,A,Private funders for human services in Texas,Alec Kleinman <alec@insights.thegrantscout.com>,sent,d4c04b6a-abc0-4ae2-8b16-484ce3fe31d3,2026-02-18T16:35:21.653330+00:00,
237410494,info@bgsp.edu,info@bgsp.edu,mail,C,Foundation funding for Boston Graduate School of Psychoanalysis,Alec Kleinman <alec@mail.thegrantscout.com>,sent,d39e8175-99fc-4779-910f-7dd2b319ece1,2026-02-18T16:35:31.064676+00:00,
204698227,info@cwob.org,info@cwob.org,outreach,A,Private funders for animal welfare in California,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,0abd8165-e479-42a8-9d08-98fdbf414ac1,2026-02-18T16:35:41.773522+00:00,
411379525,info@cadamn.org,info@cadamn.org,team,C,Foundation funding for Committee Against Domestic Abuse,Alec Kleinman <alec@team.thegrantscout.com>,sent,b580de83-4b24-4c18-b38f-05ac7c6f1373,2026-02-18T16:35:52.717167+00:00,
851834978,Support@bridge2pathways.org,Support@bridge2pathways.org,ai,A,Private funders for employment in Illinois,Alec Kleinman <alec@ai.thegrantscout.com>,sent,adc8267e-ba9c-4990-861d-c55be49636f2,2026-02-18T16:36:02.373830+00:00,
943402610,admin@ahomewithin.org,admin@ahomewithin.org,connect,A,Private funders for human services in California,Alec Kleinman <alec@connect.thegrantscout.com>,sent,cf5db1f6-6ee6-4d56-afd5-93c381cbc957,2026-02-18T16:36:13.189928+00:00,
842302708,auction@boonepto.org,auction@boonepto.org,contact,A,Private funders for education in Texas,Alec Kleinman <alec@contact.thegrantscout.com>,sent,13472137-5c33-4cdc-b4a5-1238c85abc45,2026-02-18T16:36:23.521606+00:00,
251419736,wixpix25@aol.com,wixpix25@aol.com,email,C,Foundation funding for Professional Family Care,Alec Kleinman <alec@email.thegrantscout.com>,sent,38856c46-5cfa-4a86-9027-064ee1c91579,2026-02-18T16:36:34.719205+00:00,
112432846,information@SQPA.org,information@SQPA.org,hello,A,Private funders for human services in New York,Alec Kleinman <alec@hello.thegrantscout.com>,sent,a9cc126b-2275-4ca3-8589-14424f82f834,2026-02-18T16:36:44.265973+00:00,
237447962,GSHScattered@qpmgmt.com,GSHScattered@qpmgmt.com,info,C,Foundation funding for Good Shepherd Housing & Family Services,Alec Kleinman <alec@info.thegrantscout.com>,sent,086557b1-2198-4950-bd79-a3ac2029b138,2026-02-18T16:36:53.030874+00:00,
770258318,info@sierrasalem.org,info@sierrasalem.org,insights,A,Private funders for housing in California,Alec Kleinman <alec@insights.thegrantscout.com>,sent,47594be3-c987-402d-a297-1c8a0f2f9515,2026-02-18T16:37:04.101541+00:00,
846048416,info@rhhumanesociety.org,info@rhhumanesociety.org,mail,C,Foundation funding for Roice-hurst Humane Society,Alec Kleinman <alec@mail.thegrantscout.com>,sent,caa79ba3-6bb9-45d7-bfdb-aabf5d5b4b75,2026-02-18T16:37:15.984478+00:00,
271928187,info@sfwbc.edu,info@sfwbc.edu,outreach,A,Private funders for education in North Carolina,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,c8d0b985-d136-4920-a39a-6ff292e060dc,2026-02-18T16:37:24.888317+00:00,
237386928,info@linkunlimited.org,info@linkunlimited.org,team,C,Foundation funding for LINK Unlimited Scholars,Alec Kleinman <alec@team.thegrantscout.com>,sent,7be83d05-4909-413d-85c7-48ceb94b765a,2026-02-18T16:37:33.841781+00:00,
581514800,fooddrives@mannahelps.org,fooddrives@mannahelps.org,ai,A,Private funders for food and agriculture in North Carolina,Alec Kleinman <alec@ai.thegrantscout.com>,sent,18f4b0c1-f2c4-4b55-a366-c6d99cc4869c,2026-02-18T16:37:42.738043+00:00,
010223879,office@skowheganstatefair.com,office@skowheganstatefair.com,connect,A,Private funders for recreation in Maine,Alec Kleinman <alec@connect.thegrantscout.com>,sent,f5b32340-31c7-4c01-85f2-fd6f7fe4c4f7,2026-02-18T16:37:54.491201+00:00,
510204442,info@drcinc.org,info@drcinc.org,contact,A,Private funders for human services in California,Alec Kleinman <alec@contact.thegrantscout.com>,sent,17cbd46a-7c57-405d-9c60-d07bd6dffce4,2026-02-18T16:38:03.952875+00:00,
251724566,info@whitakercenter.org,info@whitakercenter.org,email,C,Foundation funding for Whitaker Center for Science and the Arts,Alec Kleinman <alec@email.thegrantscout.com>,sent,a51bb54d-e21e-44ab-970b-d73c842b4e32,2026-02-18T16:38:14.662856+00:00,
472486135,coholmes@planbeeacademy.org,coholmes@planbeeacademy.org,hello,A,Private funders for education in Virginia,Alec Kleinman <alec@hello.thegrantscout.com>,sent,7365c51c-0df7-448d-95fc-6fe3bfe03543,2026-02-18T16:38:24.259533+00:00,
742805791,info@rdcnm.org,info@rdcnm.org,info,C,Foundation funding for Regional Development Corporation,Alec Kleinman <alec@info.thegrantscout.com>,sent,ed03f830-602c-4731-99b1-13662af886d9,2026-02-18T16:38:34.343087+00:00,
111635088,donor.services@mmccambodia.org,donor.services@mmccambodia.org,insights,A,Private funders for health in New York,Alec Kleinman <alec@insights.thegrantscout.com>,sent,455ae68c-eda0-4c43-8d72-d1190d019948,2026-02-18T16:38:43.824484+00:00,
364265009,info@southshorechamberinc.org,info@southshorechamberinc.org,mail,A,Private funders for community improvement in Illinois,Alec Kleinman <alec@mail.thegrantscout.com>,sent,54aebcdf-dd10-494d-a1d7-7ef672e0e45c,2026-02-18T16:38:53.388238+00:00,
952126982,admin@assistkids.org,admin@assistkids.org,outreach,A,Private funders for human services in California,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,d14e2d2f-8bd5-416c-8669-3c62f239d682,2026-02-18T16:39:04.793225+00:00,
810615231,epuls@ragesoccerclub.com,epuls@ragesoccerclub.com,team,C,Foundation funding for Berks Soccer Academy,Alec Kleinman <alec@team.thegrantscout.com>,sent,37051fa3-e927-4bb0-9cb1-b4b839825829,2026-02-18T16:39:14.251139+00:00,
237345707,atspa@atspa.org,atspa@atspa.org,ai,A,Private funders for health in Pennsylvania,Alec Kleinman <alec@ai.thegrantscout.com>,sent,2b9d1cf7-ee12-4308-9832-f30dbf42e7c0,2026-02-18T16:39:26.037243+00:00,
132584337,info@usfogh.org,info@usfogh.org,connect,A,Private funders for international in New York,Alec Kleinman <alec@connect.thegrantscout.com>,sent,66fe66b2-868d-49ae-9c84-e5c33122bfcb,2026-02-18T16:39:35.567854+00:00,
020519436,holly.mailloux@cmc-nh.org,holly.mailloux@cmc-nh.org,contact,A,Private funders for health in New Hampshire,Alec Kleinman <alec@contact.thegrantscout.com>,sent,57783c55-c98b-40c1-80c2-9255203a52cc,2026-02-18T16:39:43.946509+00:00,
591146309,adoptions@animalwelfareleague.com,adoptions@animalwelfareleague.com,email,A,Private funders for animal welfare in Florida,Alec Kleinman <alec@email.thegrantscout.com>,sent,ead35637-15b9-4af3-a72d-b7c713b65b9d,2026-02-18T16:39:54.578100+00:00,
843923069,ECS_Info@ECSLoudoun.org,ECS_Info@ECSLoudoun.org,hello,A,Private funders for education in Virginia,Alec Kleinman <alec@hello.thegrantscout.com>,sent,26250dee-96c0-4157-9d93-f334e9785b17,2026-02-18T16:40:05.554540+00:00,
043459369,firstfriends@msn.com,firstfriends@msn.com,info,C,Foundation funding for First Friends Daycare,Alec Kleinman <alec@info.thegrantscout.com>,sent,9512470f-6a31-4763-bab3-9641b388021f,2026-02-18T16:40:17.454247+00:00,
710884843,info@animalaidunlimited.org,info@animalaidunlimited.org,insights,A,Private funders for animal welfare in Washington,Alec Kleinman <alec@insights.thegrantscout.com>,sent,6366dbb9-7415-46be-8c86-7c9b9bb20748,2026-02-18T16:40:29.668425+00:00,
366154098,hellomoca@unf.edu,hellomoca@unf.edu,mail,C,Foundation funding for Museum of Contemporary Art,Alec Kleinman <alec@mail.thegrantscout.com>,sent,34889f3d-676b-4e6d-bade-6f4c3f19cb20,2026-02-18T16:40:39.813933+00:00,
832503414,info@truxtonacademy.org,info@truxtonacademy.org,outreach,A,Private funders for education in New York,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,58b2adbf-8868-44cb-ac66-f1e72a18a6c9,2026-02-18T16:40:48.328310+00:00,
731098634,referral@hcs-az.org,referral@hcs-az.org,team,A,Private funders for mental health in Oklahoma,Alec Kleinman <alec@team.thegrantscout.com>,sent,77f7feca-ce14-4006-ac7a-3ebc56d0cbf3,2026-02-18T16:40:59.051433+00:00,
521531016,info@icjs.org,info@icjs.org,ai,A,Private funders for education in Maryland,Alec Kleinman <alec@ai.thegrantscout.com>,sent,1d6115af-f814-42f7-a815-721fd4ef4128,2026-02-18T16:41:10.723161+00:00,
135624511,feedback@uschess.org,feedback@uschess.org,connect,C,Foundation funding for United States of America,Alec Kleinman <alec@connect.thegrantscout.com>,sent,f442b361-ce21-428d-bd9f-f4e911ddb6f4,2026-02-18T16:41:22.167552+00:00,
264678835,info@KenzisCauses.org,info@KenzisCauses.org,contact,A,Private funders for human services in Colorado,Alec Kleinman <alec@contact.thegrantscout.com>,sent,5f8fdb3e-4a94-4918-b33d-c6ba34feb2b0,2026-02-18T16:41:32.194834+00:00,
340845030,info@lensc.org,info@lensc.org,email,C,Foundation funding for Lake Erie Nature and Science Center,Alec Kleinman <alec@email.thegrantscout.com>,sent,45fce533-0ae6-4de5-aca5-2554176be04c,2026-02-18T16:41:42.878512+00:00,
824576466,admin@mm-cs.org,admin@mm-cs.org,hello,A,Private funders for education in Minnesota,Alec Kleinman <alec@hello.thegrantscout.com>,sent,4de76de0-0b4d-4217-b808-bb684c1da7ef,2026-02-18T16:41:54.890169+00:00,
300193514,information@yspb.org,information@yspb.org,info,A,Private funders for education in Florida,Alec Kleinman <alec@info.thegrantscout.com>,sent,335c70a0-e04b-4ccf-8c31-b55f6bed4adc,2026-02-18T16:42:05.295924+00:00,
452845928,info@gotrmn.org,info@gotrmn.org,insights,A,Private funders for youth development in Minnesota,Alec Kleinman <alec@insights.thegrantscout.com>,sent,c88d3263-3a0e-48ef-b93f-33a95d15a48c,2026-02-18T16:42:14.304371+00:00,
421470339,info@success.org,info@success.org,mail,C,Foundation funding for Successful Living Supportive Housing,Alec Kleinman <alec@mail.thegrantscout.com>,sent,8fce7f13-9df7-4291-93ab-444b396e24bf,2026-02-18T16:42:23.673989+00:00,
742848196,info@heartofbride.org,info@heartofbride.org,outreach,A,Private funders for religion in Florida,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,f563b358-fb56-44db-a88d-c4d0d80587a7,2026-02-18T16:42:32.647211+00:00,
331173163,info@brookeusa.org,info@brookeusa.org,team,C,Foundation funding for Brooke USA,Alec Kleinman <alec@team.thegrantscout.com>,sent,e6621406-ca46-4aaf-8a45-e16ff94a9ce1,2026-02-18T16:42:44.875224+00:00,
530215408,info@alausa.org,info@alausa.org,ai,A,Private funders for arts and culture in Maryland,Alec Kleinman <alec@ai.thegrantscout.com>,sent,87c04c86-1e76-467c-bfdc-93238dcb854a,2026-02-18T16:42:54.552612+00:00,
481190090,foundation@olatheschools.org,foundation@olatheschools.org,connect,A,Private funders for education in Kansas,Alec Kleinman <alec@connect.thegrantscout.com>,sent,5a8cf649-d593-4cdb-a14d-129acc31e283,2026-02-18T16:43:03.972563+00:00,
043542817,info@mhqp.org,info@mhqp.org,contact,A,Private funders for education in Massachusetts,Alec Kleinman <alec@contact.thegrantscout.com>,sent,363f53c0-5a8b-4423-98ab-9e8fc7d42163,2026-02-18T16:43:14.597710+00:00,
237067376,info@hais.us,info@hais.us,email,C,Foundation funding for Hawaii Association of Independent,Alec Kleinman <alec@email.thegrantscout.com>,sent,d9265759-def7-40e9-bb9e-35dbad87eb1a,2026-02-18T16:43:24.791870+00:00,
330294311,npadron@riversandlands.org,npadron@riversandlands.org,hello,A,Private funders for environment in California,Alec Kleinman <alec@hello.thegrantscout.com>,sent,ea8f034e-f3f7-48ab-82a8-a018a84c6717,2026-02-18T16:43:33.892675+00:00,
352372805,info@chiishobak.org,info@chiishobak.org,info,C,Foundation funding for Chi Ishobak,Alec Kleinman <alec@info.thegrantscout.com>,sent,77304b3f-48c8-450d-b594-0b8ab56f39f2,2026-02-18T16:43:42.347202+00:00,
731170506,communityoutreach@okable.org,communityoutreach@okable.org,insights,A,Private funders for human services in Oklahoma,Alec Kleinman <alec@insights.thegrantscout.com>,sent,19a407c8-9f61-49ad-9343-abb2cd8fb045,2026-02-18T16:43:51.061096+00:00,
410712101,info@carvercountyfair.com,info@carvercountyfair.com,mail,C,Foundation funding for Carver County Agricultural Society,Alec Kleinman <alec@mail.thegrantscout.com>,sent,45c7a496-7156-4f26-b868-bd2e7d97db4d,2026-02-18T16:44:00.260110+00:00,
870225875,contact@ja-utah.org,contact@ja-utah.org,outreach,A,Private funders for international in Utah,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,d96e6435-fcf5-4dd7-9f34-f9f50b656da2,2026-02-18T16:44:10.953163+00:00,
951866067,david-homepage@2x.webp,david-homepage@2x.webp,team,C,Foundation funding for Haven Ministries,Alec Kleinman <alec@team.thegrantscout.com>,sent,e423e70d-0cb3-466e-a7c4-5eef1ad0bafe,2026-02-18T16:44:19.676843+00:00,
330519874,info@publicstrategies.org,info@publicstrategies.org,ai,A,Private funders for health in California,Alec Kleinman <alec@ai.thegrantscout.com>,sent,24a87e37-2cbd-45e2-803e-07c09f4d5caf,2026-02-18T16:44:31.962596+00:00,
460557282,info@joshuaschool.org,info@joshuaschool.org,connect,C,Foundation funding for Joshua,Alec Kleinman <alec@connect.thegrantscout.com>,sent,99a19a6d-3b7c-4b3e-a415-0701e0612e86,2026-02-18T16:44:40.462934+00:00,
208741625,contact@wuqukawoq.org,contact@wuqukawoq.org,contact,A,Private funders for human services in Vermont,Alec Kleinman <alec@contact.thegrantscout.com>,sent,b1e974a1-029e-4f9f-9f77-e284f9f674d0,2026-02-18T16:44:51.879965+00:00,
650951120,sebastian@aldusleaf.org,sebastian@aldusleaf.org,email,C,Foundation funding for Samuels House,Alec Kleinman <alec@email.thegrantscout.com>,sent,cf00ea30-31d5-4c9a-9c5f-2a4c4d1a2e1f,2026-02-18T16:45:02.208749+00:00,
911206800,info@biacolorado.org,info@biacolorado.org,hello,A,Private funders for health in Washington,Alec Kleinman <alec@hello.thegrantscout.com>,sent,556b21da-5d22-4081-8e1a-fe60700f8389,2026-02-18T16:45:13.949359+00:00,
452671538,info@aimhighschool.com,info@aimhighschool.com,info,A,Private funders for education in Michigan,Alec Kleinman <alec@info.thegrantscout.com>,sent,7cb005ee-2dad-4780-81af-5ada81cd7a6d,2026-02-18T16:45:23.468588+00:00,
570343998,brenda@scicu.org,brenda@scicu.org,insights,A,Private funders for education in South Carolina,Alec Kleinman <alec@insights.thegrantscout.com>,sent,60c0508a-fe81-4392-9d0e-ea398c99cc44,2026-02-18T16:45:32.397111+00:00,
431873629,mgrimes@mms-stl.org,mgrimes@mms-stl.org,mail,C,Foundation funding for Marian Middle School,Alec Kleinman <alec@mail.thegrantscout.com>,sent,a66f82f6-7cd7-47b7-8ed9-9b28e06e8b4f,2026-02-18T16:45:42.836644+00:00,
452603900,donate@canyonsdistrict.org,donate@canyonsdistrict.org,outreach,A,Private funders for education in Utah,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,b3f9d430-c3f3-4324-adf2-0add5b0d47f5,2026-02-18T16:45:51.173633+00:00,
562483648,info@ourmilitarykids.org,info@ourmilitarykids.org,team,C,Foundation funding for Our Military Kids,Alec Kleinman <alec@team.thegrantscout.com>,sent,6015f19f-d99a-4710-bd25-3576081a9ff5,2026-02-18T16:46:02.668702+00:00,
112848726,info@bhny.org,info@bhny.org,ai,A,Private funders for housing in New York,Alec Kleinman <alec@ai.thegrantscout.com>,sent,00c42e5b-3dde-40c8-b677-6bd9b6e43ce9,2026-02-18T16:46:12.880795+00:00,
311655066,u003eiaadmin@ichd.net,u003eiaadmin@ichd.net,connect,C,Foundation funding for Intermountain Foundation,Alec Kleinman <alec@connect.thegrantscout.com>,sent,86f044c3-f53f-465f-ad77-e89a3b8c1e8c,2026-02-18T16:46:24.129614+00:00,
453858991,courage@couragemedicine.org,courage@couragemedicine.org,contact,A,Private funders for health in Pennsylvania,Alec Kleinman <alec@contact.thegrantscout.com>,sent,59b827e6-cca8-432b-b549-e49f8f242ba6,2026-02-18T16:46:33.351994+00:00,
550856553,deborah@birthdaywishes.org,deborah@birthdaywishes.org,email,C,Foundation funding for Birthday Wishes,Alec Kleinman <alec@email.thegrantscout.com>,sent,c2e56168-e237-4edb-851d-d7ed0499050f,2026-02-18T16:46:45.545824+00:00,
831981790,info@cherokeega.org,info@cherokeega.org,hello,A,Private funders for community improvement in Georgia,Alec Kleinman <alec@hello.thegrantscout.com>,sent,410b9a54-80d9-42cd-a33c-49305a942500,2026-02-18T16:46:56.105609+00:00,
236298711,Information@Medic322.Com,Information@Medic322.Com,info,C,Foundation funding for Lower Providence Community Center,Alec Kleinman <alec@info.thegrantscout.com>,sent,cc21f40c-6c9a-4944-98e1-31c9ea257579,2026-02-18T16:47:05.632687+00:00,
860563315,boxoffice@theaterworks.org,boxoffice@theaterworks.org,insights,A,Private funders for arts and culture in Arizona,Alec Kleinman <alec@insights.thegrantscout.com>,sent,3ba294dd-c91e-4902-9089-2a3c8754bcb4,2026-02-18T16:47:15.820934+00:00,
954406897,alex@center4living.org,alex@center4living.org,mail,C,Foundation funding for Center for Living and Learning,Alec Kleinman <alec@mail.thegrantscout.com>,sent,cdbb4c2e-d4ba-4d70-a7c1-2035682b5a8a,2026-02-18T16:47:27.227813+00:00,
237063427,tef@triangle.org,tef@triangle.org,outreach,A,Private funders for education in Indiana,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,44bb0e3a-33d6-44e6-8cb9-fd1e74ba6bba,2026-02-18T16:47:37.360133+00:00,
471615623,hello@foodcyclela.org,hello@foodcyclela.org,team,C,Foundation funding for Foodcycle,Alec Kleinman <alec@team.thegrantscout.com>,sent,2c8af466-d883-4e2b-900f-3419080a23bf,2026-02-18T16:47:48.493526+00:00,
391854207,info@monroestreetarts.org,info@monroestreetarts.org,ai,A,Private funders for arts and culture in Wisconsin,Alec Kleinman <alec@ai.thegrantscout.com>,sent,e0dcbe94-bd4e-4a7c-8748-1707b7a31f5d,2026-02-18T16:47:59.846253+00:00,
271035515,info@crescentcove.org,info@crescentcove.org,connect,C,Foundation funding for Crescent Cove,Alec Kleinman <alec@connect.thegrantscout.com>,sent,c4033ca8-3ac6-4509-8290-fd36d81f741e,2026-02-18T16:48:11.193613+00:00,
270184641,info@sweetwaterspectrum.org,info@sweetwaterspectrum.org,contact,A,Private funders for human services in California,Alec Kleinman <alec@contact.thegrantscout.com>,sent,6bf2f035-6fee-4ece-8283-17992c20f718,2026-02-18T16:48:23.132669+00:00,
133649722,ken@kenzodb.com,ken@kenzodb.com,email,A,Private funders for arts and culture in New Jersey,Alec Kleinman <alec@email.thegrantscout.com>,sent,ec477793-5a41-4a4e-86c3-8280a0a7d56d,2026-02-18T16:48:34.380314+00:00,
453071366,info@AlleghenyRiverTrailPark.org,info@AlleghenyRiverTrailPark.org,hello,A,Private funders for recreation in Pennsylvania,Alec Kleinman <alec@hello.thegrantscout.com>,sent,a46c72a1-abd4-4e00-9a5d-a95f43b41c7f,2026-02-18T16:48:43.615878+00:00,
251090680,info@fortligonier.org,info@fortligonier.org,info,A,Private funders for arts and culture in Pennsylvania,Alec Kleinman <alec@info.thegrantscout.com>,sent,77964f8c-104a-4024-91cc-0d30a8922911,2026-02-18T16:48:54.480428+00:00,
823673961,office@intergenerational.school,office@intergenerational.school,insights,A,Private funders for education in Washington,Alec Kleinman <alec@insights.thegrantscout.com>,sent,3e9f573a-b740-4116-beb8-3b3c43938c4a,2026-02-18T16:49:06.218041+00:00,
222603592,info@alznj.org,info@alznj.org,mail,A,Private funders for health in New Jersey,Alec Kleinman <alec@mail.thegrantscout.com>,sent,a8e474dc-9e4b-4cd4-bff1-4b8097798b42,2026-02-18T16:49:16.844704+00:00,
