,,,,,,,,,,,,,
ein,business name,state,total assets,grantee count,cb grant count,intermediary grant count,paid officer count,phone,website,top officer name,top officer title,segment,segment priority
136086169,THE LEBENSFELD FOUNDATION,NY,"$10,824,439", 24 , -   , -   ,0,2125584000,https://grantstation.com/grantmakers/lebensfeld-foundation,LAURIE PIETRINI,TRUSTEE,Random Baseline,6
452324555,LEARNING BY GIVING FOUNDATION INC,MA,"$2,884,489", 24 , -   , -   ,1,7819336732,https://givingcompass.org/donor-resources/learning-by-giving-foundation,AMY KINGMAN,EXECUTIVE DIRECTOR,Random Baseline,6
161491450,CUTCO FOUNDATION INC,NY,"$10,303,830", 23 , -   , -   ,0,7163723111,https://grantstation.com/grantmakers/cutco-foundation,JAMES E STITT,PRESIDENT,Random Baseline,6
382640444,GREENWALD FOUNDATION,CO,"$5,502,835", 23 , 54 , -   ,0,9709258153,https://www.aspenfoundationrepairs.com,GLENDA GREENWALD,PRESIDENT,Random Baseline,6
223122804,PARTNERS FOR HEALTH INC,NJ,"$42,869,085", 23 , 16 , -   ,2,9737466130,WWW.PARTNERSFDN.ORG,PAM SCOTT,EXECUTIVE DIRECTOR,Random Baseline,6
576018387,THE BAILEY FOUNDATION,SC,"$4,950,629", 22 , -   , -   ,0,8647666027,HTTPS://TNBFINANCIAL.COM/,GEORGE H CORNELSON IV,ADVISORY COM,Random Baseline,6
113357219,Robert and Jodi Rosenthal Family Found,NY,"$377,916", 22 , -   , -   ,0,5169351200,https://www.buzzfile.com/business/Robert-and-Jodi-Rosenthal-Family-Found-516-935-1200,Robert D Rosenthal,President,Random Baseline,6
136083440,HARDING EDUCATIONAL AND CHARITABLE FOUNDATION,IL,"$4,222,325", 22 , 4 , -   ,3,8004962583,,Timothy L Thompson,TRUSTEE,Random Baseline,6
546053255,WOMACK FOUNDATION,VA,"$6,526,278", 22 , -   , -   ,0,4344321654,WWW.WOMACKFOUNDATION.COM,AMANDA OAKES,CHAIRMAN/TRU,Random Baseline,6
306410683,THE MARYELLEN S WILLIS CHARITABLE TRUST,FL,"$8,067,800", 22 , -   , -   ,2,9043883826,https://www.mewillisfoundation.org,DAVIDA S PARKER,CEO/ SR. PROGRAM OFFICER,Random Baseline,6
300329155,BEATRICE & LEON FRIEDMAN CHARITABLE,PA,"$625,339", 22 , -   , -   ,0,2154857785,https://www.bizprofile.net/ca/irvine/beatrice-and-leon-friedman,JAYE RUTH FRIEDMAN LEVY,DIRECTOR,Random Baseline,6
510203622,Aubert J Fay Charitable Fund,MA,"$3,495,925", 21 , -   , -   ,1,9784871613,https://www.glcfoundation.org/for-donors/our-donors,JOHN F GERVAIS,TRUSTEE,Random Baseline,6
460728514,SORDONI FOUNDATION INC,PA,"$10,422,680", 21 , -   , -   ,0,5702831211,https://sordoni.com/sordoni-about-us,ANDREW J SORDONI III,CHAIRMAN,Random Baseline,6
042137061,ARTEMAS W STEARNS TRUST,MA,"$4,186,120", 21 , -   , -   ,1,9786870156,https://stearnstrust.wordpress.com/author/stearnstrust,MARSHA E RICH ESQ,TRUSTEE,Random Baseline,6
261675789,THE SERRA FOUNDATION,MI,"$8,653,266", 21 , -   , -   ,0,8106941720,https://www.serra.foundation/en/homepage/application-procedure,JULIE A SERRA,PRESIDENT,Random Baseline,6
346513612,BISHOP FUND FD NO 2,OH,"$885,902", 21 , 32 , -   ,0,2166895749,https://www.fundingpips.com,GREGORY M BISHOP,DIRECTOR,Random Baseline,6
207509796,The Albrecht Family Charitable Foundation,MO,"$632,471", 21 , -   , -   ,2,3146929099,albrechtfoundation.org,BARRY D ALBRECHT,MANAGING TRUSTEE/DIR,Random Baseline,6
411989478,GEGAX FAMILY FOUNDATION,MI,"$929,642", 21 , -   , -   ,0,6122176902,,THOMAS GEGAX,DIRECTOR/PRESIDENT,Random Baseline,6
453987964,OLUV C JOYNOR FOUNDATION INC,DE,"$10,412,378", 21 , -   , -   ,1,3027933284,https://web.cof.org/2012Family,WALTER S EVENSEN CO MICHAEL CURRA,OFFICER,Random Baseline,6
521369556,WILLIAM L & VICTORINE Q ADAMS FOUNDATION,MD,"$2,828,141", 20 , -   , -   ,1,4107833210,https://grantstation.com/grantmakers/william-l-and-victorine,THEO C RODGERS,PRES/TR/TTEE,Random Baseline,6
223684209,RIVENDELL FOUNDATION INC,DE,"$2,887,226", 20 , 54 , -   ,0,3022350205,https://partnercarrier.com/DE/HOCKESSIN,HEATHER WIDLUND,PRESIDENT,Random Baseline,6
526994869,INA CALKINS TRUST,TX,"$5,542,639", 20 , -   , -   ,2,8888663275,WWW.CALKINSBOARD.ORG,BANK OF AMERICA,TRUSTEE,Random Baseline,6
814558318,ANN THEODORE FOUNDATION,MA,"$76,370,431", 20 , -   , 3 ,0,6177426720,N/A,AMY NAUGHTON,TRUSTEE,Random Baseline,6
510619630,MICHAEL AND CARMEN DUFFEK FOUNDATION INC,AZ,"$311,233", 19 , -   , -   ,0,6236934019,https://spinthewheel.io,MICHAEL R DUFFEK,PRES TREAS DIR,Random Baseline,6
341848224,Designetics Cares Foundation,OH,"$93,111", 19 , -   , -   ,0,4198660700,https://designetics.com/about/cares-foundation,Deborah Shenefield,Trustee,Random Baseline,6
830334234,THE ANTONIO V GLASSBERG EDUCATIONAL FOUNDATION,WY,"$640,832", 19 , -   , -   ,0,3076900375,https: www.antonioglassbergfoundation.org,SCOTT MATHER SCHNUCK,PRESIDENT DIRECTOR,Random Baseline,6
592871396,JAMES P GILLS FOUNDATION,FL,"$6,542,233", 19 , -   , -   ,0,7279422591,N/A,LEW FRIEDLAND,VICE PRES,Random Baseline,6
541397827,THE BEIRNE CARTER FOUNDATION,VA,"$24,774,163", 18 , -   , -   ,1,8045210272,WWW.BCARTERFDN.ORG,ROSSIE CARTER HUTCHESON,PRESIDENT,Random Baseline,6
521906206,THE DOMANICA FOUNDATION,CO,"$6,597,098", 18 , 74 , -   ,0,7202843333,WWW.DOMANICAFOUNDATION.ORG,DONALD V BERLANTI,DIRECTOR,Random Baseline,6
382737257,EVERGREENE FOUNDATION,MI,"$770,714", 18 , -   , -   ,0,2697204398,https://eintaxid.com/company/382737257-evergreene-foundation,SHARON CUPP,DIRECTOR,Random Baseline,6
814385044,MEED FOUNDATION INC,FL,"$8,065,868", 18 , -   , -   ,0,8137853934,N/A,ELIZABETH A REDMOND,"DIRECTOR, PRESIDENT",Random Baseline,6
387008245,ROBERT D AND ALMA MORETON FOUNDATION,IL,"$14,414,508", 18 , 7 , -   ,0,8004962583,https://www.poetryfoundation.org/poems/46546/to-the-virgins-to-make-much-of-time,,,Random Baseline,6
166043564,THOMAS &ESTHER FLANAGAN CHARITABLE TRUST,NY,"$2,078,309", 18 , -   , -   ,0,6073356193,https://upstategiving.com/Flanagan-Charitable-Trust,NBT BANK,CO-TRUSTEE,Random Baseline,6
362471625,GOLDENBERG MAX TW M G FOUNDATION,IL,"$6,129,906", 18 , 33 , -   ,2,3124615154,https://max.ru,BMO BANK N A,TRUSTEE,Random Baseline,6
356024816,INDIANA CHEMICAL TRUST TR UA-FDT 320006018,IN,$0, 18 , -   , -   ,1,8008300362,https://trustwallet.com/ru,OLD NATIONAL WEALTH MANAGEMENT,TRUSTEE,Random Baseline,6
461063817,GUSSEL FOUNDATION INC,WI,"$2,665,731", 17 , -   , -   ,0,6082733100,N/A,BERNARD E GUSSEL JR,PRESIDENT,Random Baseline,6
391742945,PRIMUM BONUM INC,WI,"$1,691,418", 17 , -   , -   ,0,9204367800,https://greenwayglobal.com,PAUL D KOCH,PRES/TRES/DIR,Random Baseline,6
396043219,GEORGE L N MEYER FAMILY FOUNDATION IN,WI,"$135,005", 17 , -   , -   ,0,4143339483,N/A,ELIZABETH J MEYER,PRESIDENT/TREAS,Random Baseline,6
166151608,CARNAHAN-JACKSON FOUNDATION,PA,"$9,265,626", 17 , -   , -   ,2,8148715959,https://www.grantable.co/search/funders/profile/carnahan-jackson-foundation-us-foundation-166151608,Northwest Bank,TRUSTEE,Random Baseline,6
116006030,MAX & BELLE JACOBY FOUNDATION,PA,"$129,662", 17 , -   , -   ,0,2677334860,https://www.nbcphiladelphia.com/news/local/barricade-situation-bucks-county-doylestown-pennsylvania-armed-suspect-shelter-in-place/4152988,IRENE KLAVER,PRESIDENT,Random Baseline,6
237227846,DAPHNE SEYBOLT CULPEPER FOUNDATION INC,NY,"$433,071", 17 , -   , -   ,0,,https://www.swfinstitute.org/profile/598cdaa50124e9fd2d05ae63,WILLIAM GHRISKEY,VICE PRESIDENT,Random Baseline,6
300244064,GILLAM FOUNDATION,AK,"$68,340", 17 , -   , -   ,0,9075634488,https://www.alaskacompanydir.com/companies/the-gillam-foundation,ROBERT A GILLAM,DIR/PRES/TRE,Random Baseline,6
841290297,AYS TZEDAKAH FOUNDATION,CO,"$2,032,527", 17 , -   , -   ,0,7205600290,N/A,JAKOB MEYER,SECRETARY/TREASURER,Random Baseline,6
846452305,SFM FOUNDATION,NY,$0, 17 , -   , -   ,0,7189639845,N/A,SOLOMON MARKOWITZ,TRUSTEE,Random Baseline,6
452385853,MB GLASSMAN FOUNDATION,CO,"$16,969,161", 16 , 84 , -   ,0,3033777888,https://denverhealthfoundation.org/stories/kp-and-dhf-donors-transform-philanthropy-landscape,PHILIP S MEHLER MD,PRESIDENT AN,Random Baseline,6
851674412,Biddeford and Mechanics Savings,ME,"$268,635", 16 , -   , -   ,0,2072845906,www.mechanicssavings.com/community/,Betsy Boudreau,Board Member,Random Baseline,6
391686976,DONALD L & VALERIE D GOTTSCHALK,WI,"$94,467", 16 , -   , -   ,0,2626469460,https://www.localconditions.com/weather-delafield-wisconsin/53018/traffic.php,DONALD L GOTTSCHALK,TRUSTEE,Random Baseline,6
465166978,The Lou and Bud Kennedy Family Foundation,TX,"$947,678", 16 , -   , -   ,0,3615379671,https://opencorporates.com/companies/us_tx/0801956558,Charles W Kennedy Jr,President,Random Baseline,6
203781207,EQUITABLE BANK CHARITABLE,NE,"$329,029", 16 , -   , -   ,0,3083823136,WWW.EQUITABLEONLINE.COM,ALISON LARSON,PRESIDENT,Random Baseline,6
201037290,SNEAD FAMILY FOUNDATION,VA,"$547,828", 16 , -   , -   ,0,8043532248,https://news.vcu.edu/article/Snead_Family_Foundation_pledges_1_million_to_VCU_School_of_Business,THOMAS G SNEAD JR,FOUNDING DIRECTOR,Random Baseline,6
046028085,TR UA ALBERT W RICE CHAR,TX,"$6,846,403", 16 , -   , -   ,2,8888663275,https://eintaxid.com/company/046028085-albert-w-rice-char-tr-ua,BANK OF AMERICA,TRUSTEE,Random Baseline,6
540648772,THE WILLIAM H - JOHN G - EMMA SCOTT,VA,"$12,127,658", 16 , -   , -   ,0,8047843600,SCOTTFOUNDATIONRVA.ORG,EDWARD W VALENTINE,PRESIDENT,Random Baseline,6
931307278,BLOOMFIELD FAMILY FOUNDATION,WI,"$2,019,376", 16 , 41 , -   ,0,5034643580,,KATHERINE BLOOMFIELD,PRESIDENT,Random Baseline,6
742610755,ROGER L AND LAURA D ZELLER CHARITABLE FOUNDATION,TX,"$636,886", 16 , -   , -   ,0,2103433303,N/A,RONALD J HERRMANN,TRUSTEE,Random Baseline,6
431725748,LESTER R BIRBECK CHARITABLE TRUST,MO,"$2,329,163", 15 , -   , -   ,2,8162365748,https://www.apollo.io/companies/LESTER-R-BIRBECK-CHARITABLE-TRUST/665183b1d49f3900010d6f71,COMMERCE TRUST,TRUSTEE,Random Baseline,6
464161233,THE JACK D MOSSERI FAMILY FOUNDATION,NY,"$35,552", 15 , -   , -   ,0,7327501612,https://grantexec.com/foundations/464161233,JACK MOSSERI,DIRECTOR,Random Baseline,6
311660848,Paul & Carol Horvitz Foundation,MD,"$81,200", 15 , -   , -   ,0,2817726219,https://www.richardhorvitz.com,Paul Horvitz,President,Random Baseline,6
472651099,BEACH FAMILY FOUNDATION INC,AZ,"$4,234,444", 15 , -   , -   ,0,3166480600,https://www.jacksonwy.gov,JANE BEACH HIPP,PRESIDENT; D,Random Baseline,6
251611760,WP SNYDER III CHARITABLE FUND,PA,"$2,871,198", 15 , -   , -   ,0,4122816090,https://community.triblive.com/events/sewickley/get-a-head-start-on-friendsgiving-with-films-that-celebrate-friendship-412-259-8542-4718,J BRANDON SNYDER,TRUSTEE,Random Baseline,6
836003815,THE GOODSTEIN FOUNDATION,WY,"$5,551,978", 15 , -   , -   ,1,,N/A,PAUL HOMAR,President,Random Baseline,6
746410360,NATHALIE & GLADYS DALKOWITZ CHARITABLE TRUST,TX,"$2,634,441", 15 , -   , -   ,2,8888663275,NONE,BANK OF AMERICA,TRUSTEE,Random Baseline,6
611855484,THE OVERSTREET FOUNDATION,TX,"$2,939,142", 15 , -   , -   ,0,5123273133,N/A,ADRIAN OVERSTREET,DIRECTOR,Random Baseline,6
590826963,SOCIETY FOR THE PREVENTION OF CRUELTY,FL,"$4,547,903", 15 , -   , 2 ,0,9417922863,WWW.BISHOP-SPCA.ORG,BURDETTE R PARENT,PRESIDENT/TREASURER,Random Baseline,6
036004866,Cone Automatic Machine Co Charitable,VT,"$658,233", 15 , -   , -   ,0,6035426103,https://www.buzzfile.com/business/Cone-Automatic-Machine-Co-Charitable-Foundation-603-542-6103,Alden P Dana,Trustee,Random Baseline,6
736091602,K S ADAMS FOUNDATION CO-TRUST,OK,"$634,831", 15 , -   , -   ,1,9183373279,,Arvest Bank and Trust Co NA,Trustee,Random Baseline,6
356042734,CLARA FAIRBANKS FOUNDATION INC,IN,"$2,501,414", 15 , -   , -   ,0,8122082797,WWW.CLARAFAIRBANKSFOUNDATION.COM,JAMES D OWEN,PRESIDENT,Random Baseline,6
203625633,HERMAN STALLMAN ESTHER STALLMAN &,KS,"$3,434,344", 15 , -   , -   ,1,6206942261,https://stallman.org/knock.html,FIRST NATIONAL BANK,TRUSTEE,Random Baseline,6
570734278,KW BEVERAGE FOUNDATION INC,SC,"$895,426", 14 , -   , -   ,0,8037995490,N/A,RODNEY G WILLIAMS,CEO,Random Baseline,6
237156608,Ethel & Raymond F Rice Foundation,KS,"$20,328,732", 14 , -   , 2 ,1,7858419961,https://accessphilanthropy.com/funder/rice-foundation-ethel-and-raymond-f,PETER CURRAN,President,Random Baseline,6
421305184,OLBERG FAMILY CHARITABLE TRUST,IA,"$102,139", 14 , -   , -   ,0,3195512310,https://b2bhint.com/lv/company/us-ny/the-goldberg-family-charitable-foundation-inc--5461636,CHRISTINE O HEINS,PRESIDENT,Random Baseline,6
741285242,GULF COAST MEDICAL FOUNDATION,TX,"$11,918,197", 14 , 31 , -   ,0,2814149945,WWW.GULFCMF.ORG,JEFFREY D BLAIR,DIRECTOR,Random Baseline,6
550670462,THE H P AND ANNE S HUNNICUTT,WV,"$4,685,004", 13 , 1 , -   ,0,3044259259,N/A,WILLIAM P STAFFORD,PRESIDENT,Random Baseline,6
316025080,The Slemp Foundation,DE,"$28,017,578", 13 , -   , 1 ,2,8008391754,www.slempfoundation.org,Mary A Edmonds,Trustee,Random Baseline,6
113189670,ARTHUR & HILDA WENIG CHARITABLE FOUNDATION,NJ,"$253,399", 13 , -   , 2 ,0,9732486264,https://www.taxexemptworld.com/organizations/pompton-plains-nj-new-jersey.asp,HILDA WENIG,DIRECTOR,Random Baseline,6
943207544,Payne Family Foundation,CA,"$956,940", 13 , -   , -   ,0,4152054852,N/A,Roslyn B Payne,President,Random Baseline,6
742697713,WILLIAM & SALOME MCALLEN SCANLAN,TX,"$821,626", 13 , -   , -   ,0,2102244491,N/A,William Scanlan Jr,Trustee,Random Baseline,6
815171277,NAVIGANT CREDIT UNION CHARITABLE,RI,"$9,782,275", 13 , -   , -   ,0,4012334303,NCUFOUNDATION.ORG,KATHLEEN C OROVITZ,PRESIDENT/CHAIRMAN,Random Baseline,6
461424131,The Eibshutz-Raphan Foundation,NY,"$4,266,093", 13 , -   , -   ,0,,https://www.kidneyfund.org/sites/default/files/media/documents/AKF_2023_Annual_Report_Web.pdf,George T Bruckman,VPTreasurer,Random Baseline,6
203968120,ZIDELL FAMILY FOUNDATION,OR,"$5,918,419", 13 , 4 , -   ,0,5032288961,WWW.ZIDELLFP.ORG,JAY ZIDELL,DIRECTOR,Random Baseline,6
586343707,THE EVELYN AND FRANK GORDY FOUNDATION,GA,"$11,478,669", 13 , -   , -   ,0,7709518688,N/A,NANCY GORDY SIMMS,TRUSTEE,Random Baseline,6
363486958,MARS WRIGLEY FOUNDATION,IL,"$70,785,551", 12 , -   , -   ,0,3127946200,https://grantsbuddy.com/mars-wrigley-foundation-grants-application,Jessica Adelman,President/Director,Random Baseline,6
475670994,KARI AND FRED BARTON,FL,"$5,076,870", 12 , -   , -   ,0,6024303431,https://www.intellispect.co/organizations/475670994-kari-and-fred-barton-foundation,JAMES FRED BARTON III,TRUSTEE,Random Baseline,6
386684041,JENNINGS MEMORIAL FOUNDATION,OH,"$2,055,604", 12 , 53 , -   ,2,8103427089,https://www.gofundme.com/f/joe-jennings-memorial-fund,DONALD W SNIDE,DIRECTOR,Random Baseline,6
631179597,W W WALKER JR AND FAMILY CHARITABLE,AL,"$804,495", 12 , -   , -   ,0,2059679744,N/A,WILLIAM W WALKER III,TRUSTEE,Random Baseline,6
436337559,STAFFORD FAMILY CHARITABLE TRUST,MO,"$2,209,036", 12 , -   , 1 ,2,5734412876,https://www.simmonsbank.com/personal/private-wealth-management/stafford-family-charitable-trust,SIMMONS BANK,TRUSTEE,Random Baseline,6
256311915,Gray Family Foundation,PA,"$1,034,190", 12 , -   , -   ,1,,https://www.taxexemptworld.com/organizations/du-bois-pa-pennsylvania.asp,Jason S Gray Jr,Trustee,Random Baseline,6
306498192,CAROSELLA FAMILY FOUNDATION,FL,"$491,249", 12 , -   , -   ,0,5612723700,https://disneyworld.disney.go.com/?bhcp=1,JOSEPH CAROSELLA,TRUSTEE,Random Baseline,6
731438698,JEROME B MILLER FAMILY FOUNDATION,KS,"$15,944,227", 12 , 31 , -   ,0,4052600339,N/A,JULI P MILLER,CO-DIRECTOR,Random Baseline,6
592891582,LUCY GOODING CHARITABLE FOUNDATION TRUST,FL,"$103,015,157", 12 , -   , -   ,1,9046356441,N/A,BONNIE H SMITH,Trustee,Random Baseline,6
421480934,Molinaro Family Charitable Foundation,IA,"$3,816,761", 12 , -   , -   ,0,3192335474,https://www.mourningfamilyfoundation.org/about-mff/board-of-directors,Frances Molinaro,President & Director,Random Baseline,6
522282843,THE CATHERINE KENNEDY HOME,NC,"$4,415,947", 12 , -   , -   ,0,9104520611,https://www.seniorhousingnet.com/seniorliving-search/wilmington_nc,MRS JOHN PARKER,PRESIDENT,Random Baseline,6
822732745,HUNZEKER FAMILY FOUNDATION,IL,"$1,544,117", 12 , -   , -   ,0,3097132812,N/A,WILLIAM R PILLMAN,PRESIDENT,Random Baseline,6
396126798,ALVIN A MARION BIRNSCHEIN,WI,"$4,228,471", 12 , -   , -   ,2,,https://www.mpm.edu/press/press-releases/milwaukee-public-museum-and-americas-black-holocaust-museum-invite-you-take,RONALD JODAT,DIRECTOR/PRE,Random Baseline,6
056011617,FREDERICK C TANNER MEMORIAL FUND,RI,"$2,360,508", 12 , -   , -   ,0,4014567000,NONE,LAWRENCE G KNOWLES,PRESIDENT,Random Baseline,6
957109354,Kaiserman Family Charitable Trust,CA,$0, 11 , -   , 2 ,0,6268139988,N/A,DONALD KAISERMAN,Trustee,Random Baseline,6
261419703,WOLPOFF FAMILY FOUNDATION,MD,"$13,229,242", 11 , -   , -   ,1,4107608111,WWW.WOLPOFF-FAMILYFOUNDATION.ORG,CAROL WOLPOFF,PRESIDENT& S,Random Baseline,6
550538242,THE VECELLIO FAMILY FOUNDATION INC,WV,"$9,994,449", 11 , -   , -   ,0,3042526575,N/A,LEO A VECELLIO JR,PRESIDENT/TRUSTEE,Random Baseline,6
856011264,THE HB AND LUCILLE HORN FOUNDATION,NM,"$493,216", 11 , -   , -   ,0,5052653553,N/A,Thomas E Horn,President,Random Baseline,6
016009698,WILLIAM SEARLS SCHOLARSHIP FUND,ME,"$428,141", 11 , -   , -   ,0,2075631900,https://www.taxexemptworld.com/organizations/damariscotta-me-maine.asp,FIRST NATIONAL BANK,TRUSTEE,Random Baseline,6
223107878,ENVIRONMENTAL ENDOWMENT FOR,NJ,"$5,653,481", 11 , -   , -   ,0,6095841593,WWW.EENJ.ORG,NANCY HEDINGER,PRESIDENT,Random Baseline,6
161706088,GARNETTA KRAMER CHARITABLE FOUNDATION,IL,"$761,577", 11 , -   , -   ,0,3122368386,https://npfunds.com/directory/garnetta-kramer-charitable-foundation-2,Maureen J Kelly,President,Random Baseline,6
222550087,IRVIN E HERR FOUNDATION,NY,"$363,359", 11 , -   , -   ,0,7168425581,https://www.apartmentguide.com/apartments/New-York/Amherst,,,Random Baseline,6
030461030,Harrington Family Foundation,OR,"$2,258,254", 10 , -   , -   ,1,5034798653,www.harringtonfamilyfoundation.org,J Joseph Harrington,President,Random Baseline,6
680401810,Margaret Beelard Community Foundation,CA,"$1,824,974", 10 , -   , 3 ,1,,margaretbeelardfoundation.org,William Brummond,President,Random Baseline,6
263582609,The Taishoff Family Foundation Inc,FL,"$24,517,212", 10 , -   , -   ,2,2392612660,https://broadcastersfoundation.org/events,Robert P Taishoff,President/Chairman,Random Baseline,6
134021970,GRAHAM-KERMAN FAMILY CHARITABLE,NY,"$6,460,868", 10 , -   , -   ,0,9173271700,https://grantstation.com/grantmakers/graham-kerman-family-charitable-foundation,MONICA A GRAHAM,TRUSTEE,Random Baseline,6
306265990,GRIFFITHS G H & O J CHAR FDN,WI,"$4,389,136", 10 , 16 , -   ,2,8584100986,https://opengiving.hatch.ai/george-h-griffiths-and-olive-j-griffiths-charitable-fdn-306265990,JOHN A BERRYHILL,CO-TRUSTEE,Random Baseline,6
860594042,Roth Family Foundation,AZ,"$405,708", 10 , -   , -   ,0,5203318992,N/A,JOAN ROTH,PRESIDENT & CEO,Random Baseline,6
453820126,THE MOSHE BEN SHLOMO CHARITABLE,MD,"$759,756", 10 , -   , -   ,0,4104864111,https://www.buzzfile.com/business/The-Moshe-Ben-Shlomo-Charitable-Foundation-Inc-410-486-4111,ISAAC NEGER,Trustee,Random Baseline,6
811781308,O R ''BUB'' HULL SCHOLARSHIP FDN,MO,"$2,764,823", 10 , -   , -   ,1,8164748100,,LUELLEN HULL MALLEY,CO-TRUSTEE,Random Baseline,6
954769273,THE SABAN FAMILY FOUNDATION,CA,"$547,010", 10 , -   , -   ,0,3105575100,N/A,HAIM SABAN,SENIOR VICE PRESIDENT,Random Baseline,6
382556356,JAMES AND SHIRLEY BALK FOUNDATION,MI,"$6,661,567", 10 , -   , -   ,0,6164581414,https://www.ahealthiermichigan.org/stories/things-to-do/michigan-bucket-list-meijer-gardens-in-grand-rapids,JAMES BALK II,TRUSTEE,Random Baseline,6
431244010,DUNN FAMILY FOUNDATION,MO,"$781,942", 10 , -   , -   ,0,8164748600,https://dunnfamilyfoundation.org,WILLIAM H DUNN SR,CHAIRMAN/DIRECTOR,Random Baseline,6
731304657,CLEMENTS FOODS FOUNDATION,OK,"$2,148,382", 10 , -   , -   ,0,4058423308,N/A,ROBERT H CLEMENTS,PRESIDENT,Random Baseline,6
203538795,MATTIS FAMILY FOUNDATION,CT,"$3,077,401", 10 , -   , -   ,0,6467083013,https://www.grantable.co/search/funders/profile/the-mattis-family-foundation-us-foundation-352765948,PETER MATTIS,TRUSTEE,Random Baseline,6
